observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52291.40714230903 3689.2561983471073  2373.1937793438638  2373.1937793438638 242.80738844975474  4.8079273843095154E8  3.1066051916252553E7  63826.0  170646.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127512.56948808538 55537.19008264461  2197.608611579312  2197.608611579312 251.1771681431288  4.3426440890538156E8  3.972355422286397E7  63826.0  170646.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207368.9707172776 111074.38016528926  2386.138685518778  2386.138685518778 256.8992658873648  4.81809654792333E8  3.284113849817825E7  64026.0  171142.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216968.17900482882 128925.61983471068  2261.8724777383027  2261.8724777383027 257.50066004513815  4.67303384194792E8  2.054523585954779E7  64227.0  171662.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123441.95284465792 182479.3388429752  3216.754747195714  3216.754747195714 250.83941013479134  4.838428245866034E8  2.0995816548680735E8  64427.0  172132.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123698.84804873329 17851.239669421488  3134.828826503161  3134.828826503161 250.86154101040088  4.6928016257998294E8  2.0685075645639122E8  64627.0  172655.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119535.35556758348 6148.760330578512  2380.3496205712936  2380.3496205712936 250.5028666064424  4.859268186414448E8  2.7475368737448722E7  64828.0  173144.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113588.03034261834 6148.760330578512  3426.3315243866195  3426.3315243866195 249.99051949884722  4.8699499422029114E8  2.5200825307713166E8  65028.0  173666.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98199.18853141028 5950.413223140496  7355.785088067549  7355.785088067549 248.5373641572316  4.722857090866703E8  1.114235918435781E9  65228.0  174170.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98113.55828655908 3689.2561983471073  2422.15590650409  2422.15590650409 248.5288825561172  4.890851962475535E8  3.3333918081385136E7  65429.0  174686.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111258.57684188531 3966.9421487603304  2583.8963959134408  2583.8963959134408 249.77512686968328  4.742794421264349E8  8.30244304466445E7  65629.0  175175.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155488.45511117904 61487.603305785095  2316.1789149214883  2316.1789149214883 253.337100234581  4.911905168530585E8  8371106.786322727  65829.0  175713.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183333.31551828323 85289.25619834714  2708.4652745488643  2708.4652745488643 255.31097054361243  4.9220441418405795E8  9.196691274054784E7  66030.0  176209.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
