observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52296.48796921257 3689.2561983471073  2368.11295244032  2368.11295244032 242.80825327135534  4.79645415278593E8  3.111752443245191E7  63826.0  170127.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127522.11808671844 55537.19008264461  2193.1408398498033  2193.1408398498033 251.177937632905  4.332281170258269E8  3.979622136476222E7  63826.0  170127.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207383.58230553055 111074.38016528926  2381.0756958988763  2381.0756958988763 256.90021352263636  4.8067348058165795E8  3.2885309280836277E7  64026.0  170627.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216987.7374211057 128925.61983471068  2256.9256497143533  2256.9256497143533 257.5018780309569  4.661861169622883E8  2.0595553806056432E7  64227.0  171141.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123464.61820888681 182479.3388429752  3213.6477992437012  3213.6477992437012 250.8413626989048  4.82766127799696E8  2.1036474479985675E8  64427.0  171649.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123727.76978331289 17851.239669421488  3128.5724561524335  3128.5724561524335 250.8640325450821  4.682193389736446E8  2.0656218407679728E8  64627.0  172168.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119568.87368048492 6148.760330578512  2375.753242249449  2375.753242249449 250.50575410755383  4.8487801846436054E8  2.753280585422257E7  64828.0  172682.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113628.05900203723 6148.760330578512  3419.8209778691694  3419.8209778691694 249.9939678671638  4.8595980230630845E8  2.5163922739458874E8  65028.0  173209.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98253.50546548207 5950.413223140496  7341.496813414664  7341.496813414664 248.54274420220702  4.7122687354193234E8  1.112213008594345E9  65228.0  173684.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98172.75789848184 3689.2561983471073  2417.273228653129  2417.273228653129 248.53474622607783  4.8795717613737357E8  3.340882504074305E7  65429.0  174181.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
