observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52296.36998355511 3689.2561983471073  2368.2309380977795  2368.2309380977795 242.80823318869022  4.796612036426444E8  3.1127183630437445E7  63826.0  170086.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127521.87051212981 55537.19008264461  2193.270428780963  2193.270428780963 251.17791768169312  4.3324237748367256E8  3.9809911103869215E7  63826.0  170086.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207382.78902787672 111074.38016528926  2381.621398964075  2381.621398964075 256.9001620745753  4.807824490509611E8  3.2894039970050015E7  64026.0  170632.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216986.19141963095 128925.61983471068  2257.67837353525  2257.67837353525 257.50178175486553  4.6634307778326166E8  2.0600943109120976E7  64227.0  171172.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123462.08732041142 182479.3388429752  3214.632686244366  3214.632686244366 250.8411446692291  4.829285192522565E8  2.1041477724338523E8  64427.0  171681.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123723.08456656281 17851.239669421488  3130.726784427131  3130.726784427131 250.86362892544477  4.6837241080770594E8  2.0687376535041782E8  64627.0  172195.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119563.23463147623 6148.760330578512  2376.7070745080687  2376.7070745080687 250.5052683176668  4.850771776691574E8  2.753937254940333E7  64828.0  172727.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113619.53836647529 6148.760330578512  3422.702564422426  3422.702564422426 249.99323383584385  4.8615286486848825E8  2.5206767556627944E8  65028.0  173252.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98234.2632098163 5950.413223140496  7352.218433518493  7352.218433518493 248.5408382735555  4.7149469259941363E8  1.114257666311699E9  65228.0  173770.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98152.16518438599 3689.2561983471073  2418.6236870832045  2418.6236870832045 248.53270653569592  4.882443852012605E8  3.341288760602964E7  65429.0  174274.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
