observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52295.102248520125 3689.2561983471073  2369.498673132766  2369.498673132766 242.80801740400344  4.80015614775997E8  3.104620205311874E7  63826.0  170314.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127519.60507412018 55537.19008264461  2194.2681317556116  2194.2681317556116 251.17773511758563  4.335624907654155E8  3.970498591261331E7  63826.0  170314.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207379.3213723361 111074.38016528926  2382.823616495065  2382.823616495065 256.8999371796054  4.811237125954767E8  3.28120749356288E7  64026.0  170854.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216981.87618489374 128925.61983471068  2258.5259527319  2258.5259527319 257.5015130268336  4.6657803416582036E8  2.054879559202292E7  64227.0  171346.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123458.91417446692 182479.3388429752  3213.490597451624  3213.490597451624 250.84087131068804  4.832000051159705E8  2.0989696164754862E8  64427.0  171869.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123720.96109744495 17851.239669421488  3129.677107600479  3129.677107600479 250.86344599392186  4.6859168977641934E8  2.0642808838782436E8  64627.0  172363.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119560.37993904467 6148.760330578512  2377.4382978217586  2377.4382978217586 250.5050223930948  4.853009100116139E8  2.7473353025887795E7  64828.0  172893.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113618.27644205754 6148.760330578512  3421.109796408614  3421.109796408614 249.99312512422964  4.863476521364137E8  2.5152935448500755E8  65028.0  173403.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98243.32591330836 5950.413223140496  7341.893805608678  7341.893805608678 248.54173592643704  4.716266129166587E8  1.1118988938938267E9  65228.0  173889.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98160.83035371896 3689.2561983471073  2419.021221242292  2419.021221242292 248.5335648131655  4.8840634351857233E8  3.3336670855864543E7  65429.0  174405.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111308.7902682656 3966.9421487603304  2580.9550366930334  2580.9550366930334 249.77977067125363  4.736638165357831E8  8.30056533241022E7  65629.0  174916.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155542.0338813004 61487.603305785095  2312.813571180408  2312.813571180408 253.34101423634309  4.904679705526014E8  8367803.899317713  65829.0  175412.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183390.9133682961 85289.25619834714  2704.446194657311  2704.446194657311 255.31487548259634  4.915381385305808E8  9.176633909182653E7  66030.0  175935.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216204.99420324087 107107.4380165289  2142.536428526521  2142.536428526521 257.4531332795641  4.4496293484450936E8  1.7146865933519095E7  66230.0  176472.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226632.81030998979 182479.33884297524  2438.8549402762615  2438.8549402762615 258.098295990769  4.9371496722032416E8  3.2305853510290448E7  66430.0  176996.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215132.33982186747 126942.14876033053  2435.943827791977  2435.943827791977 257.3863345262092  4.788737631733267E8  4.6519178566102825E7  66631.0  177545.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
