observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
-17500.892343737218 38614.19396 1660.1643900000001 233.6 14593.466006262783 19084.209807915675 3689.2561983471073  2498.1262918519506  0.0 233.9074011184983  4.794556518482836E8  5.93490226844735E7  63826.0  170257.0 2498.1262918519506 0.0 0.0 0.0 0 0.0 0.0 0.0
-53845.098591369286 83472.35148000001 1721.6519600000001 245.3 48849.79719236795 62506.708464482916 3332.2314049586776  2095.0671308420324  2095.0671308420324 244.36317529968946  4.330567177984461E8  1.8814737715795033E7  63826.0  170257.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-147659.04565473352 154395.28827 2029.08981 249.5 62610.43101663576 110502.2833460801 11900.826446280993  2714.029688757559  2714.029688757559 249.70518388477575  4.824213884758316E8  1.0295009089744042E8  64370.0  171705.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-212556.59211817983 152866.03290000002 1904.1312 248.1 89872.61763655372 138679.8143654052 59504.13223140493  2190.954385823945  2190.954385823945 252.07226627838372  4.6958674658722717E8  2966009.7002782607  64915.0  173081.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-282129.77576264547 88234.66295 2029.08981 248.3 20690.56911553437 127015.64431629663 29752.066115702477  2602.6730489404763  2602.6730489404763 251.13712259781582  4.8802827068950874E8  7.332541652133334E7  65460.0  174443.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-318367.9536151369 33857.8329 2261.1558 246.6 -119.18915249146713 118563.17401234138 5950.413223140496  2382.8679283232987  2382.8679283232987 250.41911561098735  4.7509062004762334E8  3.88547248141144E7  66004.0  175853.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-315656.802069467 3689.2542 2275.04009 246.4 8675.445835669945 118516.96332298429 6148.760330578512  2572.896194448524  2572.896194448524 250.41513467634255  4.937782411569118E8  6.115306923253614E7  66549.0  177238.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-323289.1277126684 3689.2542 2336.5276599999997 246.1 -1606.5437832013406 108368.32210021421 6148.760330578512  2393.3371089902153  2393.3371089902153 249.50783243320208  4.964913511613514E8  1.9712023448433146E7  67093.0  178561.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-319662.9464556734 3867.7665000000006 2201.6517 245.0 9695.59945699505 109475.58850904953 5950.413223140496  2637.919825019248  2637.919825019248 249.61023383973455  4.8320787152136135E8  8.57479644577812E7  67638.0  179938.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-317381.07750714343 3935.2044800000003 2090.5773799999997 244.91 8307.650808529906 110801.066872704 3966.9421487603304  3015.230296115082  3015.230296115082 249.7328157655326  5.021015175569672E8  1.4823396933882186E8  68183.0  181298.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-165132.4687274123 3570.246 2201.6517 246.75 158020.50647973112 183041.87931710551 83305.78512396697  2473.9089113627992  2473.9089113627992 255.2912121570919  4.88668379454066E8  4.491300518521544E7  68727.0  182690.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-156809.07065084166 62471.371119999996 2090.5773799999997 251.06 72885.34657657065 175736.96070126144 77355.37190082643  2834.893291588423  2834.893291588423 254.7880639738419  5.078241179063714E8  1.0361564888706905E8  69272.0  184087.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-232682.99305258875 121130.5129 2398.0152300000004 250.3 47654.60572825291 159178.38986138042 61487.603305785095  2725.5732623491144  2725.5732623491144 253.6066549683235  5.106913982931346E8  7.716983967738424E7  69816.0  185484.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-176787.65846446142 98522.92184 2221.4864000000002 253.75 156639.74282812732 211107.76642544876 101157.02479338844  3553.3414706707795  3553.3414706707795 257.1357072129436  4.63859540130081E8  3.025376595840776E8  70361.0  186882.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-359263.2601967883 205368.48380000002 2398.0152300000004 252.84 25290.897297673153 165745.3079335022 67438.01652892558  3215.33926069436  3215.33926069436 254.08308600391607  5.163514264685057E8  1.7714426649157646E8  70906.0  188246.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-503289.6284187572 148284.2172 2320.6599 250.2 6578.508878031153 112024.24007166081 57520.66115702477  2778.915582847918  2778.915582847918 249.84593637951178  5.024321637416716E8  9.693413373223586E7  71450.0  189630.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-529003.6114261124 30743.785 2459.5028 252.87 7489.304792644877 110574.6940516879 6148.760330578512  2790.090482039269  2790.090482039269 249.71188051897605  5.220029040635252E8  7.977363501557176E7  71995.0  191008.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-573362.3115258183 44390.058600000004 2499.1722 250.15 2530.5307002940344 104626.07809419537 5950.413223140496  2528.733434646067  2528.733434646067 249.16174494536162  5.079963049611726E8  3.740982589684551E7  72539.0  192438.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-602043.2479902488 34801.96462 2520.99037 252.17 8642.018525569509 104574.18732068126 6148.760330578512  2545.148968505107  2545.148968505107 249.15694602059384  5.278133446612792E8  2.113334633899072E7  73084.0  193845.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-653483.7800166564 55031.37515 2643.96551 249.5 6234.808633592405 101100.2627354985 6148.760330578512  3559.972888196644  3559.972888196644 248.82471302847648  5.306881312179035E8  2.3713935597774518E8  73629.0  195248.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-624319.7806605101 15590.0742 2618.1804 247.8 47372.253956146335 127409.98924653327 17851.239669421488  3211.287775690105  3211.287775690105 251.16890154295535  5.163536419539994E8  1.7626821245501342E8  74173.0  196650.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-513150.81002696423 10514.37447 2828.4282200000002 246.8 124511.77332354581 173899.3413678966 75371.90082644626  2650.5203757363643  2650.5203757363643 254.658407631969  5.364023964685069E8  3.527117065604925E7  74718.0  198034.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-512616.2670488366 8509.0863 2499.1722 245.81 11542.801478127607 123407.6187103057 59504.13223140493  2530.391904313792  2530.391904313792 250.83645233548464  5.219322202900948E8  2.3831615145470392E7  75262.0  199462.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-450976.34906588274 3566.2790600000003 2336.5276599999997 247.63 67542.72470295391 126856.40775347129 61487.603305785095  2606.3323540034953  2606.3323540034953 251.12429025332187  5.421061294190172E8  2.003680959252108E7  75807.0  200815.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-452960.9411237671 34924.93976 2520.99037 250.25 35461.33807211561 111751.76267176279 47603.30578512396  2962.6773687002637  2962.6773687002637 249.82073732283018  5.4500606423238E8  9.399462224026486E7  76352.0  202228.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
-452998.04448709445 140842.23776 2332.56072 249.85 143137.69511667266 180553.3986380348 71404.95867768592  2931.100472714844  2931.100472714844 255.12250160257864  4.9475070826202863E8  1.374393621018353E8  76896.0  203571.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
