index,dates,shiftFactor,population,storage_asis,observedInflow,observedInflow_fitted,storage,storage_fitted,outflow,outflow_fitted,waterSupply,waterSupply_fitted,elevation,elevation_fitted
1,1,1,3.30802,52.2920270317659,24897.93954365,32640.7784223613,43.9966693449551,55.3882490242689,26469.394264662,26241.3937405968,4566.78821486113,5857.33388258941,-6.17228106544613,-3.55185679531805
2,2,0.998666666666667,3.30802,191.852268599905,25411.7270094361,32640.7784223611,43.9980000960683,55.388249024269,25904.3695258641,26241.3937405966,4666.13690035872,5857.33388258941,-5.43803595118051,-3.55185679531809
3,3,0.997333333333333,3.32085,97.4774944990949,25925.5144752223,32640.7784223611,43.9993308471814,55.388249024269,25339.3447870662,26241.3937405966,4765.4855858563,5857.33388258941,-4.70379083691488,-3.55185679531809
4,4,0.996,3.33395,46.3459204744438,26863.0248632735,32640.7784223611,44.8155862529553,55.388249024269,25190.4133725309,26241.3937405966,4855.77921894178,5857.33388258941,-4.06679846931999,-3.55185679531809
5,5,0.994666666666667,3.34738,37.1772198358009,27800.5352513248,32640.7784223611,45.6318416587291,55.388249024269,25041.4819579955,26241.3937405966,4946.07285202726,5857.33388258941,-3.42980610172511,-3.55185679531809
6,6,0.993333333333333,3.36053,18.4016764074118,29016.4296721915,32640.7784223611,47.0728857163058,55.388249024269,25248.9382140137,26241.3937405966,5013.8675196325,5857.33388258941,-2.97806080995383,-3.55185679531809
7,7,0.992,3.37399,14.7735796941958,30232.3240930582,32640.7784223611,48.5139297738825,55.388249024269,25456.3944700318,26241.3937405966,5081.66218723774,5857.33388258941,-2.52631551818256,-3.55185679531809
8,8,0.990666666666667,3.38668,2.16396175812099,31323.931413367,32640.7784223611,50.1450980892649,55.388249024269,25702.549623915,26241.3937405966,5126.44038894682,5857.33388258941,-2.19642104836515,-3.55185679531809
9,9,0.989333333333333,3.39945,-6.27809850243221,32415.5387336757,32640.7784223611,51.7762664046473,55.388249024269,25948.7047777981,26241.3937405966,5171.2185906559,5857.33388258941,-1.86652657854775,-3.55185679531809
10,10,0.988,3.41241,-25.7739652550099,33762.0338877171,32640.7784223611,55.1932795105555,55.388249024269,26878.0389745561,26241.3937405966,5172.70874021002,5857.33388258941,-1.50134095840246,-3.55185679531809
11,11,0.986666666666667,3.42549,-24.9473979439228,35108.5290417584,32640.7784223611,58.6102926164638,55.388249024269,27807.3731713141,26241.3937405966,5174.19888976413,5857.33388258941,-1.13615533825718,-3.55185679531809
12,12,0.985333333333333,3.43836,52.2988918660561,36760.3533527781,32640.7784223611,63.2746602876379,55.388249024269,29538.2771797087,26241.3937405966,5104.39797653375,5857.33388258941,-1.47171657971747,-3.55185679531809
13,1,0.984,3.45131,193.589812689503,38412.1776637978,32640.7784223611,67.939027958812,55.388249024269,31269.1811881034,26241.3937405966,5034.59706330336,5857.33388258941,-1.80727782117775,-3.55185679531809
14,2,0.982666666666667,3.46437,193.844091249634,39329.212482556,32640.7784223611,72.8788950081645,55.388249024269,32203.360972518,26241.3937405966,4966.83424898977,5857.33388258941,-2.0411116365857,-3.55185679531809
15,3,0.981333333333333,3.47721,181.688523194321,40246.2473013142,32640.7784223611,77.818762057517,55.388249024269,33137.5407569326,26241.3937405966,4899.07143467618,5857.33388258941,-2.27494545199366,-3.55185679531809
16,4,0.98,3.49013,54.9519725838413,39004.1333637661,32640.7784223611,80.7325481701583,55.388249024269,32579.8705853022,26241.3937405966,4905.73189986707,5857.33388258941,-1.889335035439,-3.55185679531809
17,5,0.978666666666667,3.50284,38.4586667735204,37762.0194262181,32640.7784223611,83.6463342827997,55.388249024269,32022.2004136717,26241.3937405966,4912.39236505796,5857.33388258941,-1.50372461888434,-3.55185679531809
18,6,0.977333333333333,3.516,87.3551070280468,34964.7319848015,32640.7784223611,82.4041397427165,55.388249024269,30071.5450083724,26241.3937405966,4962.13043897844,5857.33388258941,-0.902889085612447,-3.55185679531809
19,7,0.976,3.5285,80.6407811557946,32167.4445433849,32640.7784223611,81.1619452026334,55.388249024269,28120.889603073,26241.3937405966,5011.86851289892,5857.33388258941,-0.302053552340551,-3.55185679531809
20,8,0.974666666666667,3.54109,52.5467989906941,30247.4081750586,32640.7784223611,77.8138698784415,55.388249024269,26427.4061913987,26241.3937405966,5066.32719626407,5857.33388258941,-0.263938649438886,-3.55185679531809
21,9,0.973333333333333,3.55395,38.7399432143591,28327.3718067323,32640.7784223611,74.4657945542497,55.388249024269,24733.9227797244,26241.3937405966,5120.78587962921,5857.33388258941,-0.225823746537222,-3.55185679531809
