para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,36412.544488920736,5.22066,0.9755
2,24678.55808182125,7.6246,0.9466666666666667
3,30297.946086971897,9.84172,0.9246666666666667
4,19596.194609382404,12.91664,0.9001666666666667
1,27256.930429880395,4.83987,0.9801666666666666
2,34139.369104712605,7.09079,0.9526666666666667
3,22009.123046668432,12.91373,0.9001666666666667
1,33119.50519487753,4.87878,0.9798333333333333
2,26089.09342970001,7.64572,0.9466666666666667
3,20504.97532047004,12.94594,0.9001666666666667
1,37382.81856802178,5.07834,0.9771666666666666
2,25267.422630096302,7.60367,0.9468333333333333
3,20592.855595069137,9.79882,0.925
4,30062.655094418802,12.90231,0.9001666666666667
1,30969.615146825563,5.66532,0.9698333333333333
2,20765.80058904198,7.91557,0.9433333333333334
3,25377.147526437642,12.91698,0.9001666666666667
1,34569.126996414074,5.46609,0.9725
2,30141.815403435834,7.97436,0.9428333333333333
3,19411.95340135861,10.32919,0.9201666666666667
4,27082.782005531146,12.92693,0.9001666666666667
1,28017.03749827595,4.83584,0.9801666666666666
2,36298.16136776036,6.64542,0.9578333333333333
3,22382.752760178675,9.12498,0.9313333333333333
4,26108.874954132167,12.91772,0.9001666666666667
1,24500.048989420207,5.69851,0.9695
2,32595.312467298354,7.61804,0.9468333333333333
3,24197.694310483075,12.9326,0.9001666666666667
1,33224.40638908407,7.01645,0.9535
2,26658.174288166534,10.22319,0.921
3,21584.250951109952,12.90968,0.9001666666666667
1,32881.22104939344,8.01136,0.9421666666666667
2,23166.452672516825,12.91093,0.9001666666666667
