index,dates,shiftFactor,population,storage_asis,observedInflow,observedInflow_fitted,storage,storage_fitted,outflow,outflow_fitted,waterSupply,waterSupply_fitted,elevation,elevation_fitted
1,1,1,3.31769,73.8984840889827,8635.04476374563,35286.7759254241,8.69728505224979,60.2189587231926,10394.2642206976,29172.4730896574,4456.72644490647,6000.02579071811,-3.71956281795651,-1.72522745020882
2,2,0.9995,3.31769,51.4996317108262,11891.8306385933,35286.7759254239,15.681460290234,60.2189587231934,12364.8558286755,29172.4730896572,4487.76711868377,6000.02579071811,-3.44007808363692,-1.72522745020882
3,3,0.999,3.33081,50.8451004119375,15148.6165134409,35286.7759254239,22.6656355282181,60.2189587231934,14335.4474366534,29172.4730896572,4518.80779246107,6000.02579071811,-3.16059334931733,-1.72522745020882
4,4,0.9985,3.34371,52.1212709208949,18448.5433165536,35286.7759254239,29.6812397006045,60.2189587231934,16416.6484183001,29172.4730896572,4556.61162037051,6000.02579071811,-2.88662626310359,-1.72522745020882
5,5,0.998,3.3573,76.8036663777246,21748.4701196662,35286.7759254239,36.6968438729908,60.2189587231934,18497.8493999468,29172.4730896572,4594.41544827994,6000.02579071811,-2.61265917688984,-1.72522745020882
6,6,0.9975,3.37014,53.4112077013338,25200.8355366738,35286.7759254239,43.973936949742,60.2189587231934,20729.9736013432,29172.4730896572,4629.78744887844,6000.02579071811,-2.33714162768465,-1.72522745020882
7,7,0.997,3.38334,32.305028324382,28653.2009536813,35286.7759254239,51.2510300264931,60.2189587231934,22962.0978027395,29172.4730896572,4665.15944947695,6000.02579071811,-2.06162407847946,-1.72522745020882
8,8,0.9965,3.39658,20.0408377285531,32255.5215984073,35286.7759254239,58.9314003971347,60.2189587231934,25549.8658229641,29172.4730896572,4694.27438055499,6000.02579071811,-1.77513052134901,-1.72522745020882
9,9,0.996,3.40965,1.13821810241737,35857.8422431333,35286.7759254239,66.6117707677763,60.2189587231934,28137.6338431887,29172.4730896572,4723.38931163303,6000.02579071811,-1.48863696421856,-1.72522745020882
10,10,0.9955,3.42253,-11.379094463755,38388.1099832367,35286.7759254239,72.629254219996,60.2189587231934,31140.7424740977,29172.4730896572,4770.51817454019,6000.02579071811,-1.27408980937289,-1.72522745020882
11,11,0.995,3.43546,47.8722895525829,40918.3777233402,35286.7759254239,78.6467376722157,60.2189587231934,34143.8511050068,29172.4730896572,4817.64703744735,6000.02579071811,-1.05954265452722,-1.72522745020882
