para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,38803.20115375329,4.83805,0.881
2,31370.178252954138,6.88211,0.731
3,27323.564484006845,9.62033,0.561
4,20889.022436219326,12.92954,0.401
1,39512.940352108,4.89829,0.877
2,27260.397123404735,10.22725,0.5269999999999999
3,21193.34321962688,12.93251,0.401
1,34674.67028000555,5.66701,0.819
2,24662.527504484533,12.92866,0.401
1,37385.856185678334,4.84656,0.881
2,30793.953386670913,8.15805,0.644
3,22704.89546004029,12.93161,0.401
1,34257.8706353947,5.10978,0.861
2,22113.97950344394,6.90842,0.7290000000000001
3,28484.983296904087,8.75983,0.609
4,21497.833431430292,12.91708,0.401
1,35083.20960957728,5.62624,0.8220000000000001
2,24799.285603537417,8.7255,0.611
3,18637.258664897156,12.91939,0.401
1,27902.64470647109,4.90407,0.876
2,32974.75900817439,6.51416,0.756
3,26586.552538364595,10.14665,0.531
4,20577.432507151185,12.91437,0.401
1,33269.91744050372,6.69559,0.744
2,27190.109015877115,10.32948,0.521
3,23489.218582300633,12.92392,0.401
1,36540.766270982094,5.04729,0.866
2,26135.16587113374,6.68423,0.745
3,33513.60421460068,8.48094,0.625
4,23659.17124965321,12.92902,0.401
1,32961.24318763702,5.0749,0.864
2,26026.84213281222,12.92471,0.401
