index,dates,shiftFactor,population,storage_asis,observedInflow,observedInflow_fitted,storage,storage_fitted,outflow,outflow_fitted,waterSupply,waterSupply_fitted,elevation,elevation_fitted
1,1,1,3.30553,186.351268682335,58259.103405138,33500.1793961919,135.080302508281,59.3419156886992,50937.4874049923,27633.3046653365,4451.42544676945,5791.35424229043,0.758481364754979,-1.73639704085704
2,2,0.999166666666667,3.30553,241.177709901368,54633.3861564419,33500.1793961922,126.736721955736,59.3419156886992,47902.1643714602,27633.3046653364,4527.04288241798,5791.35424229042,0.508060618870213,-1.73639704085704
3,3,0.998333333333333,3.31817,181.801791973421,51007.6689077459,33500.1793961922,118.393141403192,59.3419156886992,44866.841337928,27633.3046653364,4602.66031806651,5791.35424229042,0.257639872985447,-1.73639704085704
4,4,0.9975,3.3312,63.6091753979158,48003.2089121618,33500.1793961922,110.934080717911,59.3419156886992,42382.2951786543,27633.3046653364,4685.47802557659,5791.35424229042,0.0312766240789288,-1.73639704085704
5,5,0.996666666666667,3.34367,85.4909079002475,44998.7489165777,33500.1793961922,103.47502003263,59.3419156886992,39897.7490193805,27633.3046653364,4768.29573308667,5791.35424229042,-0.19508662482759,-1.73639704085704
6,6,0.995833333333333,3.35622,69.5410417170478,42276.541286948,33500.1793961922,96.5127235097375,59.3419156886992,37744.776499082,27633.3046653364,4850.5795920671,5791.35424229042,-0.410016758911559,-1.73639704085704
7,7,0.995,3.36864,49.3306636162363,39554.3336573183,33500.1793961922,89.5504269868455,59.3419156886992,35591.8039787834,27633.3046653364,4932.86345104753,5791.35424229042,-0.624946892995529,-1.73639704085704
8,8,0.994166666666667,3.38181,21.731817428413,36968.47011419,33500.1793961922,82.779305735695,59.3419156886992,33421.0867298276,27633.3046653364,5010.00929328463,5791.35424229042,-0.835796320215778,-1.73639704085704
9,9,0.993333333333333,3.39453,-4.58853072403277,34382.6065710616,33500.1793961922,76.0081844845445,59.3419156886992,31250.3694808718,27633.3046653364,5087.15513552174,5791.35424229042,-1.04664574743603,-1.73639704085704
10,10,0.9925,3.40727,52.5712624188843,34007.9310878813,33500.1793961922,72.2030164712394,59.3419156886992,30358.2865301632,27633.3046653364,5166.33243286341,5791.35424229042,-1.17899863954327,-1.73639704085704
11,11,0.991666666666667,3.42072,46.8443390641143,33633.2556047009,33500.1793961922,68.3978484579343,59.3419156886992,29466.2035794546,27633.3046653364,5245.50973020508,5791.35424229042,-1.3113515316505,-1.73639704085704
12,12,0.990833333333333,3.43396,49.7412974728945,33763.5389463076,33500.1793961922,65.6672038638585,59.3419156886992,29688.6209399251,27633.3046653364,5284.63996544246,5791.35424229042,-1.44081760023323,-1.73639704085704
13,1,0.99,3.44687,161.265504637073,33893.8222879143,33500.1793961922,62.9365592697827,59.3419156886992,29911.0383003955,27633.3046653364,5323.77020067984,5791.35424229042,-1.57028366881595,-1.73639704085704
14,2,0.989166666666667,3.45956,170.579032061457,34334.2486166729,33500.1793961922,60.8634696787916,59.3419156886992,29992.2594020014,27633.3046653364,5320.23338718739,5791.35424229042,-1.67531356692266,-1.73639704085704
15,3,0.988333333333333,3.47213,90.3093123454468,34774.6749454315,33500.1793961922,58.7903800878005,59.3419156886992,30073.4805036072,27633.3046653364,5316.69657369494,5791.35424229042,-1.78034346502937,-1.73639704085704
16,4,0.9875,3.48547,49.9640570594173,35944.6591418392,33500.1793961922,59.6626563753035,59.3419156886992,30625.6512692844,27633.3046653364,5283.36437901316,5791.35424229042,-1.75303508163661,-1.73639704085704
17,5,0.986666666666667,3.49841,36.4109143104192,37114.643338247,33500.1793961922,60.5349326628066,59.3419156886992,31177.8220349615,27633.3046653364,5250.03218433139,5791.35424229042,-1.72572669824384,-1.73639704085704
18,6,0.985833333333333,3.51108,16.409600596295,37103.1025147983,33500.1793961922,61.3720606915511,59.3419156886992,31495.5188788322,27633.3046653364,5218.62296187495,5791.35424229042,-1.6817310490846,-1.73639704085704
19,7,0.985,3.52451,7.40727424615114,37091.5616913497,33500.1793961922,62.2091887202955,59.3419156886992,31813.2157227029,27633.3046653364,5187.21373941852,5791.35424229042,-1.63773539992536,-1.73639704085704
20,8,0.984166666666667,3.53754,-8.64214382637337,35647.1871083106,33500.1793961922,60.362300489228,59.3419156886992,30878.2159836512,27633.3046653364,5233.24201219614,5791.35424229042,-1.69627050099516,-1.73639704085704
21,9,0.983333333333333,3.55043,-18.5946705826939,34202.8125252715,33500.1793961922,58.5154122581605,59.3419156886992,29943.2162445994,27633.3046653364,5279.27028497376,5791.35424229042,-1.75480560206495,-1.73639704085704
22,10,0.9825,3.56369,144.616698124721,33322.0660966798,33500.1793961922,57.0802782918342,59.3419156886992,28740.477242255,27633.3046653364,5340.52707081895,5791.35424229042,-1.81011514125735,-1.73639704085704
23,11,0.981666666666667,3.57623,86.3161447563274,32441.3196680882,33500.1793961922,55.645144325508,59.3419156886992,27537.7382399105,27633.3046653364,5401.78385666414,5791.35424229042,-1.86542468044974,-1.73639704085704
24,12,0.980833333333333,3.58879,161.85218428849,31539.5691540971,33500.1793961922,54.2799427482299,59.3419156886992,26744.5841470473,27633.3046653364,5425.63029163769,5791.35424229042,-1.92783215809996,-1.73639704085704
25,1,0.98,3.60179,50.8400930912943,30637.818640106,33500.1793961922,52.9147411709519,59.3419156886992,25951.430054184,27633.3046653364,5449.47672661125,5791.35424229042,-1.99023963575018,-1.73639704085704
26,2,0.979166666666667,3.61517,49.7096744246483,28086.4150285026,33500.1793961922,48.4154490723842,59.3419156886992,24307.7419275359,27633.3046653364,5439.65815872405,5791.35424229042,-2.18612529576119,-1.73639704085704
27,3,0.978333333333333,3.62817,43.9783414467309,25535.0114168992,33500.1793961922,43.9161569738166,59.3419156886992,22664.0538008878,27633.3046653364,5429.83959083685,5791.35424229042,-2.3820109557722,-1.73639704085704
28,4,0.9775,3.64152,51.1463944733234,21992.5862021624,33500.1793961922,35.570247874915,59.3419156886992,19794.5761326821,27633.3046653364,5429.05879295026,5791.35424229042,-2.74066618538814,-1.73639704085704
29,5,0.976666666666667,3.65444,33.7181753601151,18450.1609874256,33500.1793961922,27.2243387760135,59.3419156886992,16925.0984644763,27633.3046653364,5428.27799506368,5791.35424229042,-3.09932141500407,-1.73639704085704
30,6,0.975833333333333,3.66727,10.4753329914904,19070.6095126981,33500.1793961922,22.7976000852459,59.3419156886992,16065.1436189771,27633.3046653364,5435.80157809284,5791.35424229042,-3.29825985724495,-1.73639704085704
31,7,0.975,3.68003,-2.99093789994752,19691.0580379705,33500.1793961922,18.3708613944784,59.3419156886992,15205.1887734778,27633.3046653364,5443.325161122,5791.35424229042,-3.49719829948583,-1.73639704085704
32,8,0.974166666666667,3.69279,-13.5347762757522,23967.9952350187,33500.1793961922,22.1286060870412,59.3419156886992,17847.7430889101,27633.3046653364,5459.1213605624,5791.35424229042,-3.37231116339951,-1.73639704085704
33,9,0.973333333333333,3.7053,-32.7244250764162,28244.9324320668,33500.1793961922,25.8863507796041,59.3419156886992,20490.2974043423,27633.3046653364,5474.9175600028,5791.35424229042,-3.24742402731319,-1.73639704085704
34,10,0.9725,3.71821,-40.0913978708273,30991.0092987374,33500.1793961922,30.7018363660353,59.3419156886992,23300.1297344013,27633.3046653364,5579.2195984864,5791.35424229042,-3.07144678889279,-1.73639704085704
35,11,0.971666666666667,3.73158,-48.6898549642932,33737.0861654079,33500.1793961922,35.5173219524666,59.3419156886992,26109.9620644603,27633.3046653364,5683.52163697001,5791.35424229042,-2.89546955047239,-1.73639704085704
36,12,0.970833333333333,3.74435,45.2455995965732,34614.1638909307,33500.1793961922,38.4906655208434,59.3419156886992,27186.306911329,27633.3046653364,5853.60331425331,5791.35424229042,-2.77749101380844,-1.73639704085704
37,1,0.97,3.7578,82.1575571381569,35491.2416164535,33500.1793961922,41.4640090892203,59.3419156886992,28262.6517581977,27633.3046653364,6023.6849915366,5791.35424229042,-2.65951247714448,-1.73639704085704
38,2,0.969166666666667,3.77036,217.530564523371,35982.8498328493,33500.1793961922,44.6337537332757,59.3419156886992,28465.3623411377,27633.3046653364,6124.49449970279,5791.35424229042,-2.50826648404075,-1.73639704085704
