index,dates,shiftFactor,population,storage_asis,observedInflow,observedInflow_fitted,storage,storage_fitted,outflow,outflow_fitted,waterSupply,waterSupply_fitted,elevation,elevation_fitted
1,1,1,3.30881,206.50000697139,56770.908719324,36235.8939779026,130.877012499653,70.4869319215291,46015.2224439965,32866.2220539111,4933.69753266663,6079.76826876914,0.780527767769154,-1.41506024110664
2,2,1,3.30881,175.642202548859,53428.1668654363,36235.8939779029,125.337973835844,70.4869319215292,43794.2277137154,32866.2220539112,4935.78410183745,6079.76826876909,0.620096315269026,-1.41506024110664
3,3,1,3.32193,200.537405292601,50085.4250115485,36235.8939779029,119.798935172034,70.4869319215292,41573.2329834342,32866.2220539112,4937.87067100828,6079.76826876909,0.459664862768899,-1.41506024110664
4,4,1,3.33473,79.2972717740811,46834.3548079492,36235.8939779029,113.842885822884,70.4869319215292,39516.8886071009,32866.2220539112,4950.54529884223,6079.76826876909,0.278100335023073,-1.41506024110664
5,5,1,3.34757,67.9352387830123,43583.2846043499,36235.8939779029,107.886836473735,70.4869319215292,37460.5442307677,32866.2220539112,4963.21992667618,6079.76826876909,0.0965358072772465,-1.41506024110664
6,6,1,3.36031,77.766471529034,40298.702670375,36235.8939779029,101.242776831693,70.4869319215292,35408.7486379881,32866.2220539112,4981.90959778079,6079.76826876909,-0.11628974720604,-1.41506024110664
7,7,1,3.37329,86.8292728081327,37014.1207364,36235.8939779029,94.5987171896515,70.4869319215292,33356.9530452085,32866.2220539112,5000.59926888539,6079.76826876909,-0.329115301689326,-1.41506024110664
8,8,1,3.38624,83.0617698272572,33975.8319018749,36235.8939779029,87.8660964002398,70.4869319215292,31228.9289334145,32866.2220539112,5018.09870510367,6079.76826876909,-0.548245741095259,-1.41506024110664
9,9,1,3.39853,59.3451071836574,30937.5430673497,36235.8939779029,81.1334756108282,70.4869319215292,29100.9048216205,32866.2220539112,5035.59814132195,6079.76826876909,-0.767376180501193,-1.41506024110664
10,10,1,3.41151,49.3282963844458,29140.1072192966,36235.8939779029,74.9277794092331,70.4869319215292,27289.3995499103,32866.2220539112,5066.78056702946,6079.76826876909,-0.988430310899655,-1.41506024110664
11,11,1,3.42362,49.3410218110486,27342.6713712435,36235.8939779029,68.7220832076379,70.4869319215292,25477.8942782001,32866.2220539112,5097.96299273697,6079.76826876909,-1.20948444129812,-1.41506024110664
12,12,1,3.43678,134.080919396662,26248.5103122569,36235.8939779029,61.8756268626481,70.4869319215292,24287.8645033537,32866.2220539112,5106.6585440963,6079.76826876909,-1.4921328685463,-1.41506024110664
