para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,85.71107679747402,7.26156,0.8520000000000001
2,76.70153548793922,10.31591,0.7605000000000001
3,58.70403958400852,12.91707,0.7005000000000001
1,86.56836554140807,6.24846,0.888
2,74.29332076507504,8.9012,0.8005
3,65.14102990735522,12.91873,0.7005000000000001
1,86.37583730388296,5.79644,0.905
2,76.58003439786548,10.0064,0.7695000000000001
3,63.45816990818285,12.92012,0.7005000000000001
1,90.61535814502678,5.22116,0.9265
2,79.53911048158795,6.85466,0.8665
3,72.93222565448461,10.3301,0.7605000000000001
4,50.49197562421492,12.91916,0.7005000000000001
1,83.44217072595802,5.21443,0.9265
2,90.26780934990977,6.86258,0.8665
3,67.40920239476141,12.92656,0.7005000000000001
1,88.69214032328561,5.47026,0.917
2,80.31233701228227,7.16067,0.8560000000000001
3,76.17904160641541,9.065,0.796
4,63.363331672429574,12.92169,0.7005000000000001
1,85.65994463372861,5.94915,0.899
2,74.97939395385603,10.32178,0.7605000000000001
3,64.38955776317988,12.91592,0.7005000000000001
1,89.08540425709927,4.84663,0.9405
2,82.56921306017739,7.95264,0.8290000000000001
3,74.983230360738645,10.33474,0.7605000000000001
4,60.52947288592975,12.93328,0.7005000000000001
1,95.70914888879241,4.84416,0.9405
2,82.56313848858412,7.70253,0.8375
3,70.06985471129829,9.77983,0.776
4,65.45430042212809,12.92569,0.7005000000000001
1,83.63999025143525,8.03953,0.8255
2,74.45755541363343,10.3117,0.7605000000000001
3,63.63011693392365,12.91781,0.7005000000000001
