para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,90.49074660081122,6.20275,1
2,72.27527820785963,8.03428,1
3,81.54048755224547,12.93517,1
1,83.19816327334806,7.29276,1
2,76.42730851747669,12.92334,1
1,95.06818851424335,5.74036,1
2,78.53500114921586,8.64105,1
3,72.61777866415586,12.91794,1
1,89.89240029277227,6.08743,1
2,78.27762501279612,9.13569,1
3,81.66705551247931,12.92581,1
1,86.92711959720948,6.20877,1
2,83.08321602712546,9.33544,1
3,74.28758192088026,12.92172,1
1,82.8181914156268,9.38994,1
2,74.55627598937947,12.93013,1
1,85.8740051601684,8.21233,1
2,78.094266849006,12.9245,1
1,91.03967043187811,5.43764,1
2,80.56763082803309,7.70942,1
3,87.99787227361182,9.73159,1
4,75.02925344337814,12.91171,1
1,84.19563660660995,5.85216,1
2,88.69545830795938,9.27913,1
3,75.71483708961125,12.92826,1
1,89.3571016711934,4.97296,1
2,82.74555407998707,9.51136,1
3,70.47921667253252,12.9256,1
