para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,26688.96086417529,5.33007,0.7675
2,20878.400257198788,7.19491,0.565
3,13216.775185867416,9.5859,0.34450000000000003
4,8292.955332833708,12.9314,0.10149999999999992
1,26244.601892941224,6.12236,0.6775
2,9449.337075141582,12.90657,0.10149999999999992
1,23342.129582656427,5.22913,0.778
2,19341.348222857727,7.68859,0.514
3,9724.101767252067,9.70485,0.33399999999999996
4,6377.947079712026,12.92957,0.10149999999999992
1,36289.44856824431,5.09733,0.7929999999999999
2,15637.322228314075,8.08331,0.4734999999999999
3,8764.18744837957,12.92208,0.10149999999999992
1,24652.23595408527,5.00803,0.8005
2,29643.831732708088,6.67555,0.616
3,15144.128139359333,8.9958,0.39249999999999996
4,6164.016714296451,12.90629,0.10149999999999992
1,21624.491241563264,6.11144,0.679
2,16499.810432169586,8.15558,0.46599999999999997
3,9900.491455575566,12.92056,0.10149999999999992
1,28512.248339160262,6.39983,0.6459999999999999
2,15623.070539934655,8.20069,0.45999999999999996
3,10371.514887241003,12.90639,0.10149999999999992
1,26332.541517909827,6.05777,0.685
2,13175.184826706218,9.61085,0.3414999999999999
3,9667.885088146604,12.91292,0.10149999999999992
1,28889.798828542018,5.57763,0.739
2,13460.924187971952,8.39196,0.44499999999999995
3,7763.061460688057,12.91891,0.10149999999999992
1,22625.857247129883,7.08244,0.5754999999999999
2,9650.132341854898,12.90726,0.10149999999999992
