para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,32974.68220888407,4.83805,0.881
2,23531.356144502486,6.8965,0.73
3,17895.071590093292,9.60297,0.562
4,11372.847882390368,12.92954,0.401
1,33646.0603800103,4.91178,0.876
2,20346.428014471854,7.89886,0.662
3,15761.937624729017,10.2453,0.526
4,10507.542613074927,12.93251,0.401
1,28304.03420815233,5.66701,0.819
2,18023.728798989592,7.92413,0.659
3,11262.618296110297,10.32704,0.521
4,16385.03573219829,12.92866,0.401
1,31797.712507496733,4.84656,0.881
2,22627.054052788197,8.17254,0.643
3,12450.602100091224,12.93161,0.401
1,28280.24793069921,5.10978,0.861
2,14719.565447110113,6.87916,0.731
3,19168.81585031225,8.72425,0.611
4,10757.045370966021,12.91708,0.401
1,28513.92870211992,5.67952,0.8180000000000001
2,16335.861118272904,8.76081,0.609
3,8854.329164641806,12.91939,0.401
1,22181.14721000266,4.91783,0.875
2,25641.613620623582,6.52869,0.755
3,17017.85472199889,10.19887,0.528
4,9831.96828613533,12.91437,0.401
1,28592.48567416896,5.09227,0.862
2,24048.339792920317,6.72478,0.742
3,17631.252785559893,10.32948,0.521
4,12007.988830529885,12.92392,0.401
1,30690.514667781496,5.06062,0.865
2,18476.981805312833,6.69857,0.744
3,24300.318897775724,8.49841,0.624
4,13530.185481687673,12.92902,0.401
1,26896.793251189265,5.0883,0.863
2,19156.38221048241,7.65262,0.679
3,14524.420135607268,12.92471,0.401
