para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,5839.2321621494475,4.8478,0.8215
2,7928.81282881072,7.98708,0.484
3,9683.619282022559,10.33475,0.2815
4,10624.8836965835,12.9314,0.10149999999999992
1,5936.737019998986,5.07672,0.7945
2,7604.399524203232,7.58877,0.523
3,9369.389863111632,12.90657,0.10149999999999992
1,6024.386754947682,5.08156,0.7945
2,7550.906241001869,6.75784,0.61
3,9076.075227038373,9.70485,0.33399999999999996
4,6553.86710186396,12.92957,0.10149999999999992
1,5860.578097294441,4.8438,0.8215
2,7232.547980744336,6.93346,0.592
3,9770.106120587232,10.29237,0.2845
4,8438.379478830884,12.92208,0.10149999999999992
1,5740.879185399852,4.82108,0.8215
2,7220.515202358977,6.45585,0.6385000000000001
3,9368.705875491265,12.90629,0.10149999999999992
1,5796.961256733795,4.84308,0.8215
2,7763.63503131274,7.52502,0.5305
3,9689.129392555933,9.75388,0.3295
4,8697.910981194656,12.92056,0.10149999999999992
1,5956.062502628843,4.82769,0.8215
2,7912.856036916739,8.09879,0.47050000000000003
3,9947.940804651831,10.31637,0.2815
4,8717.247611727917,12.90639,0.10149999999999992
1,5710.6251600192945,4.83774,0.8215
2,7482.919978050209,6.44793,0.6415
3,9505.023315628334,10.32114,0.2815
4,8876.867144173342,12.91292,0.10149999999999992
1,5954.566957285504,4.83926,0.8215
2,7693.541136035764,7.54572,0.5289999999999999
3,9667.809687017965,9.58185,0.34450000000000003
4,7375.68816001875,12.91891,0.10149999999999992
1,5939.608889982515,5.05835,0.7975
2,7646.979641809104,6.76164,0.6085
3,8805.92369833524,8.57367,0.4285
4,9909.11292469771,12.90726,0.10149999999999992
