para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,5710.30006109264,4.8661,0.8386666666666667
2,7660.822793439736,6.97352,0.6333333333333333
3,9049.626084125475,12.93442,0.20133333333333325
1,5747.679548865868,4.84057,0.8413333333333333
2,7384.907081769748,6.51426,0.6746666666666666
3,8522.901950411151,8.90027,0.46799999999999997
4,9289.671833142282,12.91404,0.20133333333333325
1,5728.720111417257,4.83252,0.8413333333333333
2,7319.590196435194,6.526,0.6733333333333333
3,8883.373512789174,8.75588,0.4786666666666667
4,10497.066650660787,12.91141,0.20133333333333325
1,5857.333882589406,4.90256,0.8346666666666667
2,7576.744472823316,6.98455,0.632
3,9642.3968183551915,10.00654,0.3853333333333333
4,8591.866025039937,12.9254,0.20133333333333325
1,5850.149663851403,4.98042,0.8266666666666667
2,7606.704104101215,6.59845,0.6666666666666667
3,8856.64161058315,9.3766,0.43199999999999994
4,9524.800146910551,12.9154,0.20133333333333325
1,5969.1440514551105,5.26137,0.8
2,7944.975366820229,7.58652,0.5773333333333333
3,10167.46020306804,10.15448,0.3746666666666666
4,6627.769645229533,12.92773,0.20133333333333325
1,6043.018049575141,4.97237,0.8293333333333333
2,7392.587064649175,6.60381,0.6679999999999999
3,8900.425100813627,10.34062,0.3613333333333333
4,10256.23610771338,12.94084,0.20133333333333325
1,5749.579506562778,4.83531,0.8413333333333333
2,7453.555232200686,6.55927,0.6706666666666666
3,8906.660070403956,12.9042,0.20133333333333325
1,6090.560496520124,5.1126,0.81466666666666665
2,7636.642492699522,6.73769,0.6546666666666666
3,8615.061173116876,8.66391,0.4866666666666667
4,9523.168685122644,12.93579,0.20133333333333325
1,5947.54790992038,4.95604,0.8293333333333333
2,7878.781530931152,7.79768,0.5573333333333332
3,10089.822971369329,10.32979,0.3613333333333333
4,9425.880378613085,12.92916,0.20133333333333325
