para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,5912.832252934367,4.84649,1
2,7678.812650189978,6.81782,1
3,9076.396794944872,9.46445,1
4,11443.954780949418,12.93517,1
1,5849.112423498576,4.84145,1
2,7564.037539973849,6.7689,1
3,9301.718630867581,9.32777,1
4,11599.478723603694,12.92334,1
1,5776.989473208989,4.9146,1
2,7598.944343933417,6.58383,1
3,8904.3683542205,8.79849,1
4,10867.338863915818,12.91794,1
1,6079.768268769091,5.10849,1
2,7771.310928121033,6.9725,1
3,9107.394749017383,8.99296,1
4,11184.053454123503,12.92581,1
1,5828.89332675694,4.84055,1
2,7590.688546881558,6.81228,1
3,9422.534872793814,9.05127,1
4,11031.04133795805,12.92172,1
1,6030.814129790742,5.15546,1
2,7814.47515041978,7.41609,1
3,9635.105951851594,10.06662,1
4,11368.669542013398,12.93013,1
1,5859.124193010995,4.96249,1
2,7684.7994334070045,6.85603,1
3,9130.259559568805,9.29608,1
4,10881.720987799274,12.9245,1
1,6003.397902302773,5.27823,1
2,8065.856001957893,7.81045,1
3,9512.470817098743,9.85681,1
4,11028.19638222673,12.91171,1
1,5811.968222022183,4.94478,1
2,7630.513870666298,6.75083,1
3,9084.09224594881,9.61785,1
4,11245.603320773964,12.92826,1
1,5962.05058110783,4.94564,1
2,7767.8499082658545,7.01243,1
3,9593.335552951872,10.29826,1
4,11341.739326009449,12.9256,1
