index,dates,shiftFactor,population,storage_asis,observedInflow,observedInflow_fitted,storage,storage_fitted,outflow,outflow_fitted,waterSupply,waterSupply_fitted,elevation,elevation_fitted
1,1,1,3.31222,206.410490892704,64683.0737511156,35748.9055038728,110.57910518985,68.1305931635903,57221.0427241826,29637.5773274467,4638.82236115418,5806.68211554737,-0.0893912957552885,-1.4275420807967
2,2,0.9995,3.31222,196.630591589018,62163.1004841356,35748.9055038725,107.329887062021,68.1305931635902,55155.0169008692,29637.5773274468,4721.07659220164,5806.68211554735,-0.144460163992373,-1.4275420807967
3,3,0.999,3.32474,119.847587949647,59643.1272171556,35748.9055038725,104.080668934191,68.1305931635902,53088.9910775558,29637.5773274468,4803.33082324909,5806.68211554735,-0.199529032229457,-1.4275420807967
4,4,0.9985,3.33818,51.9975581121858,56909.231257172,35748.9055038725,100.647069403981,68.1305931635902,50886.9502195822,29637.5773274468,4891.29354221048,5806.68211554735,-0.272741383563669,-1.4275420807967
5,5,0.998,3.35095,78.4572283958106,54175.3352971884,35748.9055038725,97.2134698737699,68.1305931635902,48684.9093616086,29637.5773274468,4979.25626117187,5806.68211554735,-0.345953734897881,-1.4275420807967
6,6,0.9975,3.36407,88.3120545089845,51490.7430381767,35748.9055038725,93.4023908432548,68.1305931635902,46533.9823228576,29637.5773274468,5067.31356697041,5806.68211554735,-0.445119585156097,-1.4275420807967
7,7,0.997,3.37688,70.5503214336576,48806.1507791651,35748.9055038725,89.5913118127397,68.1305931635902,44383.0552841066,29637.5773274468,5155.37087276894,5806.68211554735,-0.544285435414314,-1.4275420807967
8,8,0.9965,3.39012,78.8730831236504,46834.1050108131,35748.9055038725,86.1594349163705,68.1305931635902,42599.0323053389,29637.5773274468,5248.10736064858,5806.68211554735,-0.635922126872462,-1.4275420807967
9,9,0.996,3.40317,79.982060450762,44862.0592424611,35748.9055038725,82.7275580200013,68.1305931635902,40815.0093265712,29637.5773274468,5340.84384852821,5806.68211554735,-0.72755881833061,-1.4275420807967
10,10,0.9955,3.41596,49.42966830312,43054.7588633014,35748.9055038725,80.7708251369256,68.1305931635902,38867.2610115044,29637.5773274468,5479.04788082787,5806.68211554735,-0.797685465439263,-1.4275420807967
11,11,0.995,3.42845,42.6207126362441,41247.4584841417,35748.9055038725,78.8140922538499,68.1305931635902,36919.5126964376,29637.5773274468,5617.25191312753,5806.68211554735,-0.867812112547916,-1.4275420807967
12,12,0.9945,3.44186,50.4918028860004,37517.2606326293,35748.9055038725,73.0940107814091,68.1305931635902,33940.8360969024,29637.5773274468,5727.56798841213,5806.68211554735,-1.13238111386643,-1.4275420807967
13,1,0.994,3.45511,46.7835693158156,33787.0627811168,35748.9055038725,67.3739293089684,68.1305931635902,30962.1594973672,29637.5773274468,5837.88406369672,5806.68211554735,-1.39695011518495,-1.4275420807967
14,2,0.9935,3.46847,232.074427375528,31375.6602065611,35748.9055038725,59.4076780974974,68.1305931635902,28825.9884333704,29637.5773274468,5878.39787487091,5806.68211554735,-1.77008998532165,-1.4275420807967
15,3,0.993,3.48132,111.59289992398,28964.2576320054,35748.9055038725,51.4414268860265,68.1305931635902,26689.8173693737,29637.5773274468,5918.9116860451,5806.68211554735,-2.14322985545836,-1.4275420807967
16,4,0.9925,3.49473,49.8569287243799,28577.6849297351,35748.9055038725,44.423604967234,68.1305931635902,25888.7198704332,29637.5773274468,5923.89837289924,5806.68211554735,-2.47772569445858,-1.4275420807967
17,5,0.992,3.50792,21.1390691648561,28191.1122274648,35748.9055038725,37.4057830484414,68.1305931635902,25087.6223714927,29637.5773274468,5928.88505975338,5806.68211554735,-2.81222153345879,-1.4275420807967
18,6,0.9915,3.52098,22.2366563242773,30448.413568551,35748.9055038725,35.7219478258577,68.1305931635902,25923.0138347313,29637.5773274468,5893.20336651905,5806.68211554735,-2.91264436860132,-1.4275420807967
19,7,0.991,3.53389,0.142771774584479,32705.7149096372,35748.9055038725,34.0381126032739,68.1305931635902,26758.40529797,29637.5773274468,5857.52167328471,5806.68211554735,-3.01306720374384,-1.4275420807967
20,8,0.9905,3.54653,-33.6339829811077,36937.8447763261,35748.9055038725,39.2420755367996,68.1305931635902,29654.0613655147,29637.5773274468,5783.17746619288,5806.68211554735,-2.84458589213087,-1.4275420807967
21,9,0.99,3.55957,-34.4980215072932,41169.974643015,35748.9055038725,44.4460384703254,68.1305931635902,32549.7174330595,29637.5773274468,5708.83325910105,5806.68211554735,-2.67610458051789,-1.4275420807967
22,10,0.9895,3.57251,-54.5360093937141,44724.8554248921,35748.9055038725,52.5346074266592,68.1305931635902,35794.0845581815,29637.5773274468,5596.04170358806,5806.68211554735,-2.38809233457238,-1.4275420807967
23,11,0.989,3.58569,-49.5386974454166,48279.7362067692,35748.9055038725,60.623176382993,68.1305931635902,39038.4516833036,29637.5773274468,5483.25014807506,5806.68211554735,-2.10008008862687,-1.4275420807967
24,12,0.9885,3.59867,62.6758499594769,50239.3769206013,35748.9055038725,68.6567576689587,68.1305931635902,41223.4856498097,29637.5773274468,5344.76800032879,5806.68211554735,-1.78369130559986,-1.4275420807967
25,1,0.988,3.61192,164.023006246112,52199.0176344334,35748.9055038725,76.6903389549243,68.1305931635902,43408.5196163158,29637.5773274468,5206.28585258252,5806.68211554735,-1.46730252257284,-1.4275420807967
26,2,0.9875,3.62535,299.231237757686,53332.0485434205,35748.9055038725,85.0056418787615,68.1305931635902,44544.0080817424,29637.5773274468,5108.79396605998,5806.68211554735,-1.09157025830988,-1.4275420807967
27,3,0.987,3.63839,217.284641844771,54465.0794524076,35748.9055038725,93.3209448025987,68.1305931635902,45679.496547169,29637.5773274468,5011.30207953743,5806.68211554735,-0.715837994046908,-1.4275420807967
28,4,0.9865,3.6515,113.109102543876,53126.7634984593,35748.9055038725,99.1190072541663,68.1305931635902,45307.5345774083,29637.5773274468,4962.48202525011,5806.68211554735,-0.406382134821967,-1.4275420807967
29,5,0.986,3.66477,77.7905439014242,51788.4475445109,35748.9055038725,104.917069705734,68.1305931635902,44935.5726076476,29637.5773274468,4913.66197096279,5806.68211554735,-0.0969262755970262,-1.4275420807967
30,6,0.9855,3.67787,59.156193960874,46417.8323490272,35748.9055038725,102.019855513041,68.1305931635902,41746.8970944101,29637.5773274468,4925.25938364371,5806.68211554735,-0.127127194823142,-1.4275420807967
31,7,0.985,3.69134,77.6605322531982,41047.2171535434,35748.9055038725,99.1226413203471,68.1305931635902,38558.2215811726,29637.5773274468,4936.85679632464,5806.68211554735,-0.157328114049259,-1.4275420807967
32,8,0.9845,3.7042,82.7477499710239,35523.1277627143,35748.9055038725,89.352490910789,68.1305931635902,34093.7092314995,29637.5773274468,4983.90147754021,5806.68211554735,-0.4763762022396,-1.4275420807967
