index,dates,shiftFactor,population,storage_asis,observedInflow,observedInflow_fitted,storage,storage_fitted,outflow,outflow_fitted,waterSupply,waterSupply_fitted,elevation,elevation_fitted
1,1,1,3.32095,52.5401806121278,40356.7367516067,33713.1912397186,55.7357721601109,60.9061172849779,37026.2386333903,27248.3988080533,4370.65523894161,6090.56049652009,-2.40855353766472,-1.73598872408538
2,2,0.998666666666667,3.32095,72.9072671780823,39100.5872885825,33713.1912397183,56.2316408725722,60.9061172849775,35645.2887424661,27248.3988080536,4473.74365384989,6090.56049652012,-2.28484083710873,-1.73598872408539
3,3,0.997333333333333,3.33336,134.703412921714,37844.4378255582,33713.1912397183,56.7275095850335,60.9061172849775,34264.3388515419,27248.3988080536,4576.83206875818,6090.56049652012,-2.16112813655273,-1.73598872408539
4,4,0.996,3.34605,118.527625280519,36818.0574156402,33713.1912397183,56.7192517595912,60.9061172849775,33119.912461144,27248.3988080536,4672.11483789246,6090.56049652012,-2.07260467090352,-1.73598872408539
5,5,0.994666666666667,3.35859,69.5855245096267,35791.6770057221,33713.1912397183,56.7109939341489,60.9061172849775,31975.4860707461,27248.3988080536,4767.39760702673,6090.56049652012,-1.9840812052543,-1.73598872408539
6,6,0.993333333333333,3.37091,69.8398050880762,34907.1289019106,33713.1912397183,56.359397171033,60.9061172849775,30979.2676735368,27248.3988080536,4852.82302801814,6090.56049652012,-1.92780515590822,-1.73598872408539
7,7,0.992,3.3839,42.3296760558229,34022.580798099,33713.1912397183,56.0078004079171,60.9061172849775,29983.0492763274,27248.3988080536,4938.24844900954,6090.56049652012,-1.87152910656213,-1.73598872408539
8,8,0.990666666666667,3.39688,11.3442368977868,32852.1234401882,33713.1912397183,55.1803295297285,60.9061172849775,28862.9873612298,27248.3988080536,5015.42402118343,6090.56049652012,-1.84234327264089,-1.73598872408539
9,9,0.989333333333333,3.40978,-8.80740568321981,31681.6660822774,33713.1912397183,54.3528586515399,60.9061172849775,27742.9254461322,27248.3988080536,5092.59959335732,6090.56049652012,-1.81315743871964,-1.73598872408539
10,10,0.988,3.4225,61.901333148546,31111.9706179467,33713.1912397183,51.2643196804297,60.9061172849775,27338.2286604237,27248.3988080536,5160.56995345739,6090.56049652012,-1.90691698078002,-1.73598872408539
11,11,0.986666666666667,3.43567,43.2140114107977,30542.2751536161,33713.1912397183,48.1757807093194,60.9061172849775,26933.5318747152,27248.3988080536,5228.54031355746,6090.56049652012,-2.0006765228404,-1.73598872408539
12,12,0.985333333333333,3.44875,51.2002729969934,31760.5200590917,33713.1912397183,46.1740880429134,60.9061172849775,27664.2143887361,27248.3988080536,5248.68274055289,6090.56049652012,-2.12070014835736,-1.73598872408539
13,1,0.984,3.46143,48.3280268190762,32978.7649645674,33713.1912397183,44.1723953765074,60.9061172849775,28394.896902757,27248.3988080536,5268.82516754832,6090.56049652012,-2.24072377387433,-1.73598872408539
14,2,0.982666666666667,3.47453,50.9455004683334,32725.3119390711,33713.1912397183,43.0863633160601,60.9061172849775,28009.7946355393,27248.3988080536,5276.17765642423,6090.56049652012,-2.31668257340125,-1.73598872408539
15,3,0.981333333333333,3.48755,69.8519177507241,32471.8589135749,33713.1912397183,42.0003312556128,60.9061172849775,27624.6923683216,27248.3988080536,5283.53014530014,6090.56049652012,-2.39264137292817,-1.73598872408539
16,4,0.98,3.50078,49.9511421757255,31601.751496752,33713.1912397183,41.7489659574684,60.9061172849775,26509.0335481909,27248.3988080536,5294.53128255192,6090.56049652012,-2.39338528488619,-1.73598872408539
17,5,0.978666666666667,3.51386,77.4299548344024,30731.6440799292,33713.1912397183,41.497600659324,60.9061172849775,25393.3747280602,27248.3988080536,5305.53241980369,6090.56049652012,-2.39412919684422,-1.73598872408539
18,6,0.977333333333333,3.52663,58.1984370313014,30392.867379262,33713.1912397183,42.6520308715028,60.9061172849775,24688.3951108015,27248.3988080536,5351.27222177729,6090.56049652012,-2.3093618053285,-1.73598872408539
19,7,0.976,3.53984,28.7129704617677,30054.0906785949,33713.1912397183,43.8064610836817,60.9061172849775,23983.4154935428,27248.3988080536,5397.0120237509,6090.56049652012,-2.22459441381279,-1.73598872408539
20,8,0.974666666666667,3.55301,14.3067025886395,30176.5719618398,33713.1912397183,46.623760578126,60.9061172849775,23733.0078169601,27248.3988080536,5415.78988480286,6090.56049652012,-2.09967553302437,-1.73598872408539
21,9,0.973333333333333,3.56595,-7.21973746036428,30299.0532450847,33713.1912397183,49.4410600725703,60.9061172849775,23482.6001403774,27248.3988080536,5434.56774585483,6090.56049652012,-1.97475665223594,-1.73598872408539
22,10,0.972,3.57898,-1.7292479002068,30267.1530667153,33713.1912397183,52.00731568116,60.9061172849775,23679.4188553877,27248.3988080536,5391.37206089483,6090.56049652012,-1.9001947158765,-1.73598872408539
23,11,0.970666666666667,3.59141,50.9411093779914,30235.2528883459,33713.1912397183,54.5735712897496,60.9061172849775,23876.237570398,27248.3988080536,5348.17637593484,6090.56049652012,-1.82563277951705,-1.73598872408539
24,12,0.969333333333333,3.6043,61.3982709992176,30238.2679352379,33713.1912397183,55.7196628751337,60.9061172849775,24254.2313635958,27248.3988080536,5284.05547437077,6090.56049652012,-1.82935524934873,-1.73598872408539
25,1,0.968,3.61676,52.8792748875109,30241.2829821298,33713.1912397183,56.8657544605177,60.9061172849775,24632.2251567936,27248.3988080536,5219.9345728067,6090.56049652012,-1.83307771918041,-1.73598872408539
26,2,0.966666666666667,3.63013,50.196906818479,30901.0230636352,33713.1912397183,58.49455462678,60.9061172849775,25044.9677216205,27248.3988080536,5194.79491230348,6090.56049652012,-1.79563396146341,-1.73598872408539
27,3,0.965333333333333,3.64297,209.508056065228,31560.7631451407,33713.1912397183,60.1233547930424,60.9061172849775,25457.7102864475,27248.3988080536,5169.65525180027,6090.56049652012,-1.7581902037464,-1.73598872408539
28,4,0.964,3.65605,94.3566667185146,32978.2145313331,33713.1912397183,63.4320960135863,60.9061172849775,26489.4096420788,27248.3988080536,5203.47738159488,6090.56049652012,-1.60402879842811,-1.73598872408539
29,5,0.962666666666667,3.66891,74.6204797373799,34395.6659175254,33713.1912397183,66.7408372341302,60.9061172849775,27521.1089977101,27248.3988080536,5237.29951138949,6090.56049652012,-1.44986739310982,-1.73598872408539
30,6,0.961333333333333,3.68183,59.1272192284511,35704.0302506243,33713.1912397183,69.4403384359213,60.9061172849775,29104.550416149,27248.3988080536,5328.23975465274,6090.56049652012,-1.29039590804379,-1.73598872408539
31,7,0.96,3.69452,24.6282209668832,37012.3945837232,33713.1912397183,72.1398396377125,60.9061172849775,30687.9918345878,27248.3988080536,5419.179997916,6090.56049652012,-1.13092442297775,-1.73598872408539
32,8,0.958666666666667,3.70739,-6.77869211370607,37484.4035582221,33713.1912397183,71.3477573147999,60.9061172849775,31961.6712402427,27248.3988080536,5479.43545490903,6090.56049652012,-1.12273094188449,-1.73598872408539
33,9,0.957333333333333,3.72038,82.0405248467796,37956.412532721,33713.1912397183,70.5556749918874,60.9061172849775,33235.3506458976,27248.3988080536,5539.69091190207,6090.56049652012,-1.11453746079124,-1.73598872408539
34,10,0.956,3.73346,50.281646430905,37919.9702019515,33713.1912397183,67.3043848395016,60.9061172849775,33556.1357118437,27248.3988080536,5527.67998867919,6090.56049652012,-1.24359160602595,-1.73598872408539
35,11,0.954666666666667,3.74678,49.1239045706981,37883.527871182,33713.1912397183,64.0530946871159,60.9061172849775,33876.9207777898,27248.3988080536,5515.66906545632,6090.56049652012,-1.37264575126066,-1.73598872408539
36,12,0.953333333333333,3.75956,121.869787119672,38078.7614996506,33713.1912397183,61.1380833490441,60.9061172849775,34043.0305473159,27248.3988080536,5455.95765786637,6090.56049652012,-1.53297144501858,-1.73598872408539
