para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,32605.391825140818,5.42344,0.757
2,28745.35330688036,7.13743,0.571
3,22502.401502718098,9.6041,0.34299999999999997
4,18441.071568607473,12.9314,0.10149999999999992
1,32650.967728278185,6.12236,0.6775
2,16935.485311896748,10.00631,0.30699999999999994
3,20827.197431425364,12.90657,0.10149999999999992
1,27011.028523963065,5.98119,0.694
2,30350.323841095364,7.68859,0.514
3,18471.211373907103,9.70485,0.33399999999999996
4,13312.177773497137,12.92957,0.10149999999999992
1,42367.56801277346,5.08423,0.7945
2,23457.08419360752,8.05401,0.4764999999999999
3,17922.600937918236,12.92208,0.10149999999999992
1,30356.730139949286,5.00803,0.8005
2,37114.50970754733,6.66105,0.6174999999999999
3,24377.23137807174,8.97843,0.394
4,15364.33567682092,12.90629,0.10149999999999992
1,25305.102899624486,4.9089,0.814
2,30227.02629390439,6.51765,0.634
3,23443.06316415758,9.75388,0.3295
4,16993.54608042744,12.92056,0.10149999999999992
1,35133.677780594786,6.39983,0.6459999999999999
2,23933.231697008334,8.20069,0.45999999999999996
3,19643.699275169885,12.90639,0.10149999999999992
1,32647.006851431386,6.05777,0.685
2,22227.684889985372,9.61085,0.3414999999999999
3,18573.13052914051,12.91292,0.10149999999999992
1,35103.08180650643,5.57763,0.739
2,21919.176048339425,8.37468,0.4465
3,15449.744738972615,12.91891,0.10149999999999992
1,27056.788159868593,5.04467,0.7989999999999999
2,31603.862384993157,7.05357,0.5785
3,19112.17070444949,12.90726,0.10149999999999992
