para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,-1.8208207619987489,7.26156,0.8520000000000001
2,-2.990251669042831,10.31591,0.7605000000000001
3,-6.052859789407947,12.91707,0.7005000000000001
1,-1.6474856422690514,6.2623,0.8875000000000001
2,-3.341603704514112,8.9012,0.8005
3,-4.991171879165778,12.91873,0.7005000000000001
1,-1.7252274502088194,5.81004,0.9045
2,-3.0696547791504862,9.9887,0.77
3,-5.1972053157560865,12.92012,0.7005000000000001
1,-1.2142104379175274,5.22116,0.9265
2,-2.4713843033860234,6.85466,0.8665
3,-3.561675585261226,10.3301,0.7605000000000001
4,-8.259528112254879,12.91916,0.7005000000000001
1,-1.800800668688454,6.86258,0.8665
2,-4.529167341497254,12.92656,0.7005000000000001
1,-1.4088514012159408,5.48384,0.9165
2,-2.7309714591722276,9.065,0.796
3,-5.194662742344571,12.92169,0.7005000000000001
1,-1.76158263412538,5.9624,0.8985000000000001
2,-3.282112461817273,10.32178,0.7605000000000001
3,-5.216979468074896,12.91592,0.7005000000000001
1,-1.4275420807966974,4.84663,0.9405
2,-2.1831154610673082,7.73423,0.8365
3,-3.151764895498726,10.33474,0.7605000000000001
4,-5.834839098852495,12.93328,0.7005000000000001
1,-0.6886938505442748,4.84416,0.9405
2,-2.2574676906604187,7.70253,0.8375
3,-4.192826572892834,9.79765,0.7755000000000001
4,-4.918225303887278,12.92569,0.7005000000000001
1,-2.057277199770181,8.03953,0.8255
2,-3.341497044876403,10.3117,0.7605000000000001
3,-5.006257754274464,12.91781,0.7005000000000001
