para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,-1.4052396185130387,5.7853,0.8416666666666667
2,-2.529674386251782,8.02316,0.7108333333333333
3,-4.22542389458585,10.11362,0.6108333333333333
4,-5.901503468931115,12.92337,0.5008333333333334
1,-1.8475068214277757,5.6937,0.8475
2,-3.6216676101629712,8.91615,0.6666666666666667
3,-7.782808873032766,12.92386,0.5008333333333334
1,-1.7363970408570402,5.00812,0.89
2,-2.8447267758287977,7.09062,0.7641666666666667
3,-4.1164530685301335,12.92863,0.5008333333333334
1,-1.6363580244651268,5.86895,0.8375
2,-2.4689736874633494,7.57003,0.7375
3,-5.3339034376781305,9.8273,0.625
4,-7.588765059692076,12.93565,0.5008333333333334
1,-1.9056868939596021,5.06527,0.8866666666666667
2,-3.3654195102772864,8.05744,0.7083333333333333
3,-6.9947454588879205,12.91677,0.5008333333333334
1,-1.6374432434572679,4.84388,0.9008333333333334
2,-2.7060914778893994,8.04216,0.71
3,-6.281342667165058,10.1382,0.61
4,-4.7804178968879025,12.92912,0.5008333333333334
1,-1.1574279022356286,5.85127,0.8383333333333334
2,-3.211022445063638,7.54418,0.7383333333333333
3,-4.629379995698353,10.33282,0.6008333333333333
4,-7.378021388888436,12.93169,0.5008333333333334
1,-1.7078563691081101,5.48157,0.8608333333333333
2,-3.185447018050852,9.42746,0.6433333333333333
3,-6.112163862397471,12.93237,0.5008333333333334
1,-1.7136306342004861,4.93585,0.895
2,-3.161879239571755,6.65147,0.7891666666666667
3,-4.028240764587601,10.333,0.6008333333333333
4,-6.047468028699258,12.93165,0.5008333333333334
1,-1.8516295345023959,6.54645,0.795
2,-3.7430837323153736,10.22181,0.6058333333333333
3,-5.825416136937841,12.91923,0.5008333333333334
