para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,-1.5686933619964256,4.8478,0.8215
2,-2.6678676838030637,6.4659,0.64
3,-3.8673243678677562,9.71219,0.33399999999999996
4,-8.995925325856472,12.9314,0.10149999999999992
1,-1.7854647176100162,6.30935,0.6565000000000001
2,-6.611312077994361,9.63488,0.3384999999999999
3,-8.910878513212095,12.90657,0.10149999999999992
1,-4.669993645110662,10.13491,0.29800000000000004
2,-43.468883974356714,12.92957,0.10149999999999992
1,-1.8540821083564953,5.90017,0.703
2,-7.334182379750353,7.6323,0.52
3,-5.380528413891956,10.32773,0.2815
4,-11.218629919138563,12.92208,0.10149999999999992
1,-1.9309762700627784,6.67555,0.616
2,-5.26781677665184,9.13812,0.38050000000000006
3,-10.100942451758726,12.90629,0.10149999999999992
1,-2.746259747175924,7.21853,0.562
2,-6.805110302985593,9.80723,0.32499999999999996
3,-10.823399334683558,12.92056,0.10149999999999992
1,-3.8266769249763652,10.31637,0.2815
2,-34.32764709110183,12.90639,0.10149999999999992
1,-1.6940162231291467,6.15163,0.6745
2,-5.389200625467342,8.19542,0.4614999999999999
3,-7.344403270586403,10.32114,0.2815
4,-9.654470658794423,12.91292,0.10149999999999992
1,-2.4324544117157334,7.16253,0.5680000000000001
2,-7.327022742072055,9.61679,0.3414999999999999
3,-16.224895720284515,12.91891,0.10149999999999992
1,-2.483846834032974,7.02414,0.5815
2,-6.270894897840128,10.31502,0.2815
3,-9.936135655129917,12.90726,0.10149999999999992
