para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,6026.730100274555,4.83805,0.881
2,7555.544280680908,6.48423,0.758
3,8727.936988665524,8.24497,0.638
4,10091.173782821215,12.92954,0.401
1,5819.338707666594,4.85846,0.88
2,7623.787866564747,7.01013,0.7230000000000001
3,9376.887385936056,9.58591,0.563
4,10476.428228910074,12.93251,0.401
1,6221.2240595282765,5.1572,0.857
2,7697.437028195814,6.80433,0.736
3,9290.094046626895,10.05715,0.536
4,11024.693896813826,12.92866,0.401
1,5700.728889467039,4.95339,0.873
2,7721.999989748215,6.56735,0.753
3,8790.18807153036,9.40681,0.573
4,10821.79220107392,12.93161,0.401
1,5847.174949309622,4.8431,0.881
2,7783.576207327801,7.75431,0.671
3,10227.219320084974,10.21772,0.5269999999999999
4,10929.479798560034,12.91708,0.401
1,6183.196689771526,5.10291,0.861
2,7841.02692309709,7.04338,0.72
3,8984.366462435799,10.32234,0.521
4,10890.444537814326,12.91939,0.401
1,5921.615283905694,4.93058,0.874
2,7504.151203843234,6.74785,0.74
3,9258.271858558204,9.006,0.595
4,10910.754252089217,12.91437,0.401
1,5793.505151168318,4.83912,0.881
2,7807.189669884597,6.76794,0.739
3,9292.175005700572,9.54326,0.565
4,10813.9071030728,12.92392,0.401
1,5987.0198215291775,5.33955,0.844
2,8162.358724742766,7.00535,0.7230000000000001
3,9366.38713110419,9.86973,0.5469999999999999
4,10741.168095405941,12.92902,0.401
1,6019.120544472212,4.84771,0.881
2,7622.303241520001,6.92293,0.7290000000000001
3,9676.722017462085,9.32429,0.5780000000000001
4,11111.990458924352,12.92471,0.401
