para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,-1.2496570476347983,6.20275,1
2,-3.7561489120272604,8.03428,1
3,-2.512754786678027,12.93517,1
1,-2.149225974976214,7.32122,1
2,-3.4962411789680377,9.9491,1
3,-2.9005033486769127,12.92334,1
1,-0.7276078511360149,5.74036,1
2,-2.789835562783348,8.64105,1
3,-3.6380542028857095,12.91794,1
1,-1.4150602411066364,6.51955,1
2,-3.076561204589843,8.90297,1
3,-2.393635847170087,12.92581,1
1,-1.6525173906998547,6.20877,1
2,-2.1441998132441,9.31724,1
3,-3.455892302590838,12.92172,1
1,-2.1543441660220273,9.37234,1
2,-3.4363946596978336,12.93013,1
1,-1.6515579351409817,6.08883,1
2,-2.1869369839929522,10.1319,1
3,-3.2466297371625052,12.9245,1
1,-1.2180064752658883,5.45109,1
2,-2.4832510559950958,7.70942,1
3,-1.5806162191488948,9.73159,1
4,-3.3063015689299893,12.91171,1
1,-1.9942428879724632,5.83842,1
2,-1.483383362386071,9.29694,1
3,-3.4101566528021485,12.92826,1
1,-1.3687209796521955,4.98596,1
2,-2.255182395556166,9.529,1
3,-4.187868087862284,12.9256,1
