para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,42475.229088892,5.22066,0.9755
2,32395.14679697191,7.61016,0.9468333333333333
3,40187.9671803898,9.82357,0.9248333333333334
4,29995.53803759886,12.91664,0.9001666666666667
1,33106.78977564488,4.83987,0.9801666666666666
2,41661.87426618151,7.07611,0.9528333333333333
3,29378.614321682082,8.96431,0.9328333333333334
4,33643.57096565999,12.91373,0.9001666666666667
1,38737.868808589534,4.89218,0.9796666666666667
2,32030.5457206554,12.94594,0.9001666666666667
1,43481.17471400384,5.06472,0.9773333333333334
2,31819.49119490301,9.78113,0.9251666666666667
3,41230.810855604024,12.90231,0.9001666666666667
1,37316.03410397101,5.65138,0.97
2,29042.777704236883,7.88597,0.9436666666666667
3,36108.317628092605,12.91698,0.9001666666666667
1,37616.55842668144,6.09403,0.9646666666666667
2,42630.54101498038,7.94527,0.9431666666666667
3,29070.554761023574,10.32919,0.9201666666666667
4,38933.65038911415,12.92693,0.9001666666666667
1,33907.62259933017,4.83584,0.9801666666666666
2,43716.64613564386,6.64542,0.9578333333333333
3,31406.81305654077,9.12498,0.9313333333333333
4,37550.976203331804,12.91772,0.9001666666666667
1,30737.977263818637,5.6853,0.9696666666666667
2,40866.929758627404,7.60317,0.9470000000000001
3,34436.25987469052,12.9326,0.9001666666666667
1,37092.34955379673,5.40883,0.973
2,43776.41049724543,7.06005,0.9530000000000001
3,34801.23349952377,12.90968,0.9001666666666667
1,40130.470141689926,8.01136,0.9421666666666667
2,33751.09492273204,12.91093,0.9001666666666667
