index,dates,shiftFactor,population,storage_asis,observedInflow,observedInflow_fitted,storage,storage_fitted,outflow,outflow_fitted,waterSupply,waterSupply_fitted,elevation,elevation_fitted
1,1,1,3.31609,49.4322617262421,25178.0471702918,32961.2431876371,32.6663647157073,55.1515204870608,22549.6253700974,26896.7932511892,5153.35864307917,6019.12054447224,-3.14481671328896,-1.86565204826249
2,2,0.999,3.31609,49.8768083822319,26202.1282293693,32961.243187637,37.4012106464601,55.151520487061,23154.1008466793,26896.7932511893,5169.26194124098,6019.12054447221,-2.87603437712823,-1.8656520482625
3,3,0.998,3.32907,142.802832981602,27226.2092884467,32961.243187637,42.1360565772128,55.151520487061,23758.5763232611,26896.7932511893,5185.1652394028,6019.12054447221,-2.6072520409675,-1.8656520482625
4,4,0.997,3.34219,51.6905172654715,28052.4415799766,32961.243187637,45.812212240835,55.151520487061,24311.8015927304,26896.7932511893,5194.09700911568,6019.12054447221,-2.39292769732459,-1.8656520482625
5,5,0.996,3.35459,34.133921510278,28878.6738715065,32961.243187637,49.4883679044571,55.151520487061,24865.0268621996,26896.7932511893,5203.02877882857,6019.12054447221,-2.17860335368169,-1.8656520482625
6,6,0.995,3.36778,82.5625321378556,29661.7862217751,32961.243187637,52.2553549881962,55.151520487061,25397.9812026926,26896.7932511893,5206.24831612275,6019.12054447221,-2.01533502176917,-1.8656520482625
7,7,0.994,3.38053,72.588519683213,30444.8985720438,32961.243187637,55.0223420719353,55.151520487061,25930.9355431857,26896.7932511893,5209.46785341694,6019.12054447221,-1.85206668985666,-1.8656520482625
8,8,0.993,3.39369,59.4166279312877,31014.9741573028,32961.243187637,57.4440029464255,55.151520487061,26309.5818440705,26896.7932511893,5217.54670818629,6019.12054447221,-1.70927089864563,-1.8656520482625
9,9,0.992,3.40632,35.738285965987,31585.0497425618,32961.243187637,59.8656638209156,55.151520487061,26688.2281449553,26896.7932511893,5225.62556295563,6019.12054447221,-1.5664751074346,-1.8656520482625
10,10,0.991,3.41987,17.1395870696991,30726.5931350774,32961.243187637,59.193565042502,55.151520487061,26317.7797625391,26896.7932511893,5216.95354899681,6019.12054447221,-1.57376161616585,-1.8656520482625
11,11,0.99,3.43231,80.2058970091928,29868.136527593,32961.243187637,58.5214662640884,55.151520487061,25947.3313801229,26896.7932511893,5208.28153503799,6019.12054447221,-1.58104812489711,-1.8656520482625
12,12,0.989,3.44522,52.1659556323329,30143.5578899325,32961.243187637,56.4292375485163,55.151520487061,26028.3990041158,26896.7932511893,5152.41064519024,6019.12054447221,-1.69772008152843,-1.8656520482625
13,1,0.988,3.45814,49.0906923198205,30418.979252272,32961.243187637,54.3370088329442,55.151520487061,26109.4666281087,26896.7932511893,5096.5397553425,6019.12054447221,-1.81439203815974,-1.8656520482625
14,2,0.987,3.47109,52.4203014265312,31374.0220879217,32961.243187637,54.6150925109288,55.151520487061,26423.6186866832,26896.7932511893,5076.57059558951,6019.12054447221,-1.82673160518822,-1.8656520482625
15,3,0.986,3.48397,107.794404839369,32329.0649235713,32961.243187637,54.8931761889134,55.151520487061,26737.7707452576,26896.7932511893,5056.60143583652,6019.12054447221,-1.8390711722167,-1.8656520482625
16,4,0.985,3.49685,49.130037124824,33465.3129059075,32961.243187637,58.2567973680849,55.151520487061,27236.7611959846,26896.7932511893,5090.45440269724,6019.12054447221,-1.69070559005961,-1.8656520482625
17,5,0.984,3.51003,32.2192930612301,34601.5608882437,32961.243187637,61.6204185472564,55.151520487061,27735.7516467116,26896.7932511893,5124.30736955796,6019.12054447221,-1.54234000790252,-1.8656520482625
18,6,0.983,3.52357,77.8261017850393,36019.4747070419,32961.243187637,67.1505814188992,55.151520487061,28579.7786036654,26896.7932511893,5191.85633032784,6019.12054447221,-1.2968045372601,-1.8656520482625
19,7,0.982,3.5367,77.3707703510602,37437.3885258402,32961.243187637,72.6807442905421,55.151520487061,29423.8055606191,26896.7932511893,5259.40529109772,6019.12054447221,-1.05126906661769,-1.8656520482625
20,8,0.981,3.54939,67.2681820768691,40415.7532084799,32961.243187637,80.7920409364889,55.151520487061,31776.105420717,26896.7932511893,5354.51747651748,6019.12054447221,-0.743940827138787,-1.8656520482625
21,9,0.98,3.56198,42.1969067558825,43394.1178911197,32961.243187637,88.9033375824358,55.151520487061,34128.4052808148,26896.7932511893,5449.62966193725,6019.12054447221,-0.43661258765989,-1.8656520482625
22,10,0.979,3.57541,103.87392108371,44888.5847089036,32961.243187637,95.2821502855186,55.151520487061,36304.2711487748,26896.7932511893,5489.6033197458,6019.12054447221,-0.23242558882471,-1.8656520482625
23,11,0.978,3.58826,51.567544748591,46383.0515266875,32961.243187637,101.660962988601,55.151520487061,38480.1370167349,26896.7932511893,5529.57697755435,6019.12054447221,-0.0282385899895299,-1.8656520482625
24,12,0.977,3.60102,46.9840846501673,45883.1565118201,32961.243187637,102.88956580145,55.151520487061,39221.45821143,26896.7932511893,5489.57668768816,6019.12054447221,-0.0323705146307002,-1.8656520482625
25,1,0.976,3.61395,164.988490920195,45383.2614969527,32961.243187637,104.118168614299,55.151520487061,39962.7794061251,26896.7932511893,5449.57639782197,6019.12054447221,-0.0365024392718706,-1.8656520482625
26,2,0.975,3.62729,141.070858196651,43914.5109408711,32961.243187637,102.19520303429,55.151520487061,39020.9268524877,26896.7932511893,5397.82784959192,6019.12054447221,-0.140501632448792,-1.8656520482625
27,3,0.974,3.64012,261.809118188025,42445.7603847894,32961.243187637,100.27223745428,55.151520487061,38079.0742988503,26896.7932511893,5346.07930136187,6019.12054447221,-0.244500825625714,-1.8656520482625
28,4,0.973,3.65315,161.035186775639,40254.2756069993,32961.243187637,98.0435829248459,55.151520487061,35962.7579162201,26896.7932511893,5321.18443492658,6019.12054447221,-0.312261782505324,-1.8656520482625
29,5,0.972,3.66561,78.0655853636519,38062.7908292093,32961.243187637,95.8149283954113,55.151520487061,33846.44153359,26896.7932511893,5296.28956849129,6019.12054447221,-0.380022739384934,-1.8656520482625
30,6,0.971,3.67844,62.2501299657262,34680.963158681,32961.243187637,91.1864713696235,55.151520487061,31204.5996372179,26896.7932511893,5296.08814732311,6019.12054447221,-0.503169246487785,-1.8656520482625
31,7,0.97,3.69146,38.7872987708338,31299.1354881527,32961.243187637,86.5580143438358,55.151520487061,28562.7577408458,26896.7932511893,5295.88672615494,6019.12054447221,-0.626315753590636,-1.8656520482625
32,8,0.969,3.70448,55.5340161132822,27102.3102788478,32961.243187637,77.1489506602526,55.151520487061,25374.7547348227,26896.7932511893,5340.9222911286,6019.12054447221,-0.939698682355733,-1.8656520482625
33,9,0.968,3.71748,32.083858203651,22905.4850695428,32961.243187637,67.7398869766694,55.151520487061,22186.7517287996,26896.7932511893,5385.95785610225,6019.12054447221,-1.25308161112083,-1.8656520482625
34,10,0.967,3.73075,32.4147941351185,20199.3360273699,32961.243187637,57.5837489170348,55.151520487061,19258.3941832041,26896.7932511893,5443.15139697981,6019.12054447221,-1.64251963593692,-1.8656520482625
35,11,0.966,3.74387,47.2413099442917,17493.1869851971,32961.243187637,47.4276108574002,55.151520487061,16330.0366376087,26896.7932511893,5500.34493785737,6019.12054447221,-2.03195766075302,-1.8656520482625
36,12,0.965,3.75662,38.8419334422779,17118.7043944949,32961.243187637,40.3658269717401,55.151520487061,15161.1579241081,26896.7932511893,5549.91446245579,6019.12054447221,-2.35522835277233,-1.8656520482625
37,1,0.964,3.76948,48.8494894178041,16744.2218037927,32961.243187637,33.30404308608,55.151520487061,13992.2792106074,26896.7932511893,5599.48398705421,6019.12054447221,-2.67849904479165,-1.8656520482625
38,2,0.963,3.78257,57.1479162434312,17554.0835826245,32961.243187637,29.1253421690155,55.151520487061,14092.1888276457,26896.7932511893,5631.05403031601,6019.12054447221,-2.88576883803231,-1.8656520482625
39,3,0.962,3.79542,44.843055750575,18363.9453614562,32961.243187637,24.946641251951,55.151520487061,14192.098444684,26896.7932511893,5662.62407357781,6019.12054447221,-3.09303863127298,-1.8656520482625
40,4,0.961,3.80843,27.115564581146,20828.1596732572,32961.243187637,25.0377456638721,55.151520487061,15560.1295644164,26896.7932511893,5715.11791491432,6019.12054447221,-3.08627046199274,-1.8656520482625
41,5,0.96,3.82163,13.0355302426596,23292.3739850582,32961.243187637,25.1288500757932,55.151520487061,16928.1606841488,26896.7932511893,5767.61175625083,6019.12054447221,-3.07950229271251,-1.8656520482625
42,6,0.959,3.83498,12.2993108334063,27684.6202946111,32961.243187637,31.3110948670607,55.151520487061,19834.1636012529,26896.7932511893,5813.51644130457,6019.12054447221,-2.81913029038693,-1.8656520482625
43,7,0.958,3.84754,-8.18514246779659,32076.8666041641,32961.243187637,37.4933396583282,55.151520487061,22740.1665183571,26896.7932511893,5859.42112635831,6019.12054447221,-2.55875828806134,-1.8656520482625
44,8,0.957,3.86067,-2.760508706336,35683.7111226021,32961.243187637,46.2103914968015,55.151520487061,26149.8125820261,26896.7932511893,5898.03120617686,6019.12054447221,-2.22108156756294,-1.8656520482625
45,9,0.956,3.87393,12.4916580790355,39290.5556410401,32961.243187637,54.9274433352749,55.151520487061,29559.4586456951,26896.7932511893,5936.6412859954,6019.12054447221,-1.88340484706454,-1.8656520482625
46,10,0.955,3.88672,48.9724950595716,42043.7693841779,32961.243187637,61.2144497837217,55.151520487061,32949.4479508452,26896.7932511893,5947.40726210755,6019.12054447221,-1.6525076921356,-1.8656520482625
47,11,0.954,3.89941,45.1937321600581,44796.9831273158,32961.243187637,67.5014562321685,55.151520487061,36339.4372559954,26896.7932511893,5958.17323821969,6019.12054447221,-1.42161053720666,-1.8656520482625
48,12,0.953,3.912,47.1068732076582,46312.0634542153,32961.243187637,71.0406785601751,55.151520487061,38474.5644348487,26896.7932511893,5933.54977106106,6019.12054447221,-1.30246505798763,-1.8656520482625
49,1,0.952,3.92538,216.127770726772,47827.1437811149,32961.243187637,74.5799008881816,55.151520487061,40609.691613702,26896.7932511893,5908.92630390243,6019.12054447221,-1.1833195787686,-1.8656520482625
50,2,0.951,3.93836,207.850647426523,47280.9837741998,32961.243187637,75.7759049087981,55.151520487061,40657.3227404665,26896.7932511893,5837.9369461042,6019.12054447221,-1.14955206953873,-1.8656520482625
51,3,0.95,3.95146,76.9605514941732,46734.8237672847,32961.243187637,76.9719089294146,55.151520487061,40704.953867231,26896.7932511893,5766.94758830597,6019.12054447221,-1.11578456030886,-1.8656520482625
52,4,0.949,3.96414,48.7159453730818,43675.0137816325,32961.243187637,75.2706440800352,55.151520487061,38399.0238765812,26896.7932511893,5707.46168680387,6019.12054447221,-1.16003802689491,-1.8656520482625
53,5,0.948,3.97745,86.4430353334192,40615.2037959803,32961.243187637,73.5693792306558,55.151520487061,36093.0938859313,26896.7932511893,5647.97578530178,6019.12054447221,-1.20429149348097,-1.8656520482625
54,6,0.947,3.99025,77.2193732917509,36581.1074722737,32961.243187637,68.9339908917278,55.151520487061,32735.8622627942,26896.7932511893,5612.80542523801,6019.12054447221,-1.32993034589386,-1.8656520482625
55,7,0.946,4.00317,46.6303529411949,32547.011148567,32961.243187637,64.2986025527997,55.151520487061,29378.6306396571,26896.7932511893,5577.63506517424,6019.12054447221,-1.45556919830676,-1.8656520482625
56,8,0.945,4.01623,17.242744358983,30161.2794197987,32961.243187637,58.2426965395432,55.151520487061,27056.5468062974,26896.7932511893,5604.19713259022,6019.12054447221,-1.65101105249002,-1.8656520482625
57,9,0.944,4.02951,9.97513151503847,27775.5476910304,32961.243187637,52.1867905262866,55.151520487061,24734.4629729376,26896.7932511893,5630.75920000621,6019.12054447221,-1.84645290667329,-1.8656520482625
58,10,0.943,4.04244,29.2456963385886,27979.8025789974,32961.243187637,49.0788748499861,55.151520487061,24052.8414156607,26896.7932511893,5745.07610024225,6019.12054447221,-1.97397449635529,-1.8656520482625
