para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,-1.5638218401344532,4.83805,0.881
2,-2.5173517106189593,7.26308,0.7050000000000001
3,-4.197459027524324,10.32922,0.521
4,-7.379074572851277,12.92954,0.401
1,-1.5845782075295998,5.33809,0.844
2,-3.1877690211642253,8.44747,0.627
3,-6.718619515856141,12.93251,0.401
1,-1.9889063104977969,5.94747,0.798
2,-3.589876998562171,7.9099,0.6599999999999999
3,-5.648689890919188,12.92866,0.401
1,-1.7199987762711262,5.8246,0.808
2,-3.666173759236479,8.92545,0.6
3,-7.0387704323802325,12.93161,0.401
1,-2.0821319016525064,5.45702,0.835
2,-4.63188532591517,9.71798,0.5549999999999999
3,-7.095113613008452,12.91708,0.401
1,-2.22126779420608,6.86647,0.732
2,-4.808919305940739,8.70787,0.6120000000000001
3,-7.779955015518595,12.91939,0.401
1,-2.3311513968230697,5.26359,0.849
2,-3.058389206501885,7.3482,0.6990000000000001
3,-5.119371573101359,10.19887,0.528
4,-7.253746124606051,12.91437,0.401
1,-2.0953177252008506,6.68117,0.745
2,-4.122853700026218,10.32948,0.521
3,-7.024302065172712,12.92392,0.401
1,-1.3247334486276157,5.04729,0.866
2,-2.7403427851273783,8.05542,0.651
3,-5.015328669245805,10.33462,0.521
4,-6.31985940564064,12.92902,0.401
1,-1.8656520482625025,5.48891,0.833
2,-3.7232043141153786,7.72462,0.6739999999999999
3,-4.781913877632034,9.99712,0.54
4,-6.2118641418845675,12.92471,0.401
