para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,33480.41705451194,5.23465,0.8261666666666667
2,27380.808642433498,8.63103,0.552
3,20829.42191286909,12.91892,0.3011666666666667
1,42160.16364595713,4.83888,0.8611666666666666
2,30347.869634880873,7.6301,0.6266666666666667
3,25365.668087383394,10.14939,0.4528333333333334
4,18916.452342509383,12.91474,0.3011666666666667
1,29775.33169210695,8.79814,0.5415000000000001
2,26174.24899847786,12.92083,0.3011666666666667
1,31909.221185249196,5.04019,0.8436666666666667
2,25007.759197022555,7.46871,0.6395
3,30116.589297570023,9.49255,0.496
4,19591.299498398814,12.91903,0.3011666666666667
1,35931.93946488838,6.0992,0.7515000000000001
2,25941.85045561235,10.15636,0.45166666666666666
3,17183.86642519819,12.91031,0.3011666666666667
1,36089.422505690665,6.86854,0.6873333333333334
2,25890.775326822313,9.59733,0.4890000000000001
3,19027.99250707219,12.92358,0.3011666666666667
1,36275.045470787,5.76049,0.7806666666666666
2,28674.062092677974,7.44444,0.6406666666666667
3,20687.355691191366,10.25684,0.44466666666666665
4,17235.37490833757,12.91215,0.3011666666666667
1,35128.44009934479,5.70611,0.7865
2,22779.34864080574,9.37361,0.5041666666666667
3,27109.402290230977,12.93494,0.3011666666666667
1,40725.73640260358,5.99083,0.762
2,27401.516794910996,8.77343,0.5438333333333334
3,18883.130739948097,12.92835,0.3011666666666667
1,39618.54175221455,5.88144,0.7701666666666667
2,26197.146803338732,9.82682,0.47383333333333333
3,18529.281389798605,12.91697,0.3011666666666667
