para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,28771.17011582556,8.53739,0.8105
2,15558.85419284401,12.91707,0.7005000000000001
1,26572.99399631794,6.23505,0.8885000000000001
2,17569.107523849896,12.91873,0.7005000000000001
1,29172.473089657247,5.46218,0.9175
2,23277.67775774239,8.9729,0.7985
3,17375.97333573803,12.92012,0.7005000000000001
1,33128.996265550435,5.22116,0.9265
2,22325.514324901014,6.8687,0.8660000000000001
3,15799.59000833284,9.86477,0.7735000000000001
4,19876.83724515345,12.91916,0.7005000000000001
1,27357.542683491465,5.22819,0.926
2,37521.025914946746,6.87729,0.8660000000000001
3,17028.292298212396,12.92656,0.7005000000000001
1,30516.907416049315,5.48384,0.9165
2,24577.6560608507,8.15463,0.8220000000000001
3,17165.2742898732,12.92169,0.7005000000000001
1,27566.05961661505,5.76086,0.906
2,19079.85023019766,9.1491,0.7935000000000001
3,23072.731671682304,12.91592,0.7005000000000001
1,29637.577327446787,5.75724,0.9065000000000001
2,23005.526561551942,10.33474,0.7605000000000001
3,14742.937197219757,12.93328,0.7005000000000001
1,39548.566107945415,4.84416,0.9405
2,23441.42811825579,6.7718,0.8695
3,27979.285396782114,9.01538,0.7975000000000001
4,17432.011213480895,12.92569,0.7005000000000001
1,29934.354496468906,5.40785,0.919
2,25558.321888256818,8.08287,0.8240000000000001
3,19250.844308158055,10.3117,0.7605000000000001
4,14558.25935162699,12.91781,0.7005000000000001
