index,dates,shiftFactor,population,storage_asis,observedInflow,observedInflow_fitted,storage,storage_fitted,outflow,outflow_fitted,waterSupply,waterSupply_fitted,elevation,elevation_fitted
1,1,1,3.31332,53.178223790674,17911.0257935946,25305.1028996243,5.31801866933957,36.5779858158772,18074.7734610045,21624.4912415632,3865.10776442906,5796.96125673381,-4.41852402684517,-2.74625974717592
2,2,0.9985,3.31332,53.0368126048444,21047.9233948874,25305.1028996245,17.4955502342783,36.5779858158771,19865.5934143832,21624.4912415633,4041.89711572711,5796.9612567338,-3.82718743964124,-2.74625974717592
3,3,0.997,3.32674,49.7721775649692,24184.8209961802,25305.1028996245,29.673081799217,36.5779858158771,21656.413367762,21624.4912415633,4218.68646702516,5796.9612567338,-3.2358508524373,-2.74625974717592
4,4,0.9955,3.33933,51.9311350606309,27334.4345350445,25305.1028996245,41.2270539697457,36.5779858158771,23684.8572930954,21624.4912415633,4373.68949864331,5796.9612567338,-2.69613975298356,-2.74625974717592
5,5,0.994,3.35272,84.2204969594945,30484.0480739088,25305.1028996245,52.7810261402744,36.5779858158771,25713.3012184287,21624.4912415633,4528.69253026147,5796.9612567338,-2.15642865352981,-2.74625974717592
6,6,0.9925,3.36593,54.3621012652672,33664.053205119,25305.1028996245,63.7845701454191,36.5779858158771,27889.6757205089,21624.4912415633,4653.14523274387,5796.9612567338,-1.66736798240269,-2.74625974717592
7,7,0.991,3.37886,81.7961243703234,36844.0583363293,25305.1028996245,74.7881141505639,36.5779858158771,30066.0502225891,21624.4912415633,4777.59793522628,5796.9612567338,-1.17830731127556,-2.74625974717592
8,8,0.9895,3.3915,87.3464671974552,39832.3485962625,25305.1028996245,85.6750307158802,36.5779858158771,32249.0546838888,21624.4912415633,4889.94189222288,5796.9612567338,-0.705331418521685,-2.74625974717592
9,9,0.988,3.40385,77.1679024050707,42820.6388561957,25305.1028996245,96.5619472811966,36.5779858158771,34432.0591451884,21624.4912415633,5002.28584921948,5796.9612567338,-0.232355525767805,-2.74625974717592
10,10,0.9865,3.41596,48.8723806567366,44086.9280930579,25305.1028996245,103.399325548985,36.5779858158771,36690.1243870504,21624.4912415633,5050.92621773486,5796.9612567338,0.0296290067580346,-2.74625974717592
11,11,0.985,3.42874,52.0960305159045,45353.2173299201,25305.1028996245,110.236703816774,36.5779858158771,38948.1896289124,21624.4912415633,5099.56658625025,5796.9612567338,0.291613539283874,-2.74625974717592
12,12,0.9835,3.44155,155.94715227454,44337.0159965678,25305.1028996245,108.088329905267,36.5779858158771,39465.4155611573,21624.4912415633,5007.1941031967,5796.9612567338,0.132704866589552,-2.74625974717592
13,1,0.982,3.45415,166.511105221436,43320.8146632154,25305.1028996245,105.93995599376,36.5779858158771,39982.6414934021,21624.4912415633,4914.82162014315,5796.9612567338,-0.02620380610477,-2.74625974717592
14,2,0.9805,3.46694,282.53312444905,41421.2581028417,25305.1028996245,100.065042746843,36.5779858158771,38806.928973345,21624.4912415633,4849.12356594908,5796.9612567338,-0.306925424592981,-2.74625974717592
15,3,0.979,3.48019,151.190144378957,39521.7015424679,25305.1028996245,94.1901294999269,36.5779858158771,37631.216453288,21624.4912415633,4783.42551175501,5796.9612567338,-0.587647043081192,-2.74625974717592
16,4,0.9775,3.4933,52.0407557600547,36699.82803533,25305.1028996245,86.7351293044795,36.5779858158771,35096.8961648997,21624.4912415633,4808.48608246995,5796.9612567338,-0.861102936326383,-2.74625974717592
17,5,0.976,3.50672,72.9580412973711,33877.9545281921,25305.1028996245,79.280129109032,36.5779858158771,32562.5758765114,21624.4912415633,4833.54665318488,5796.9612567338,-1.13455882957157,-2.74625974717592
18,6,0.9745,3.51948,53.0065619165341,29713.1461954419,25305.1028996245,70.0429045967049,36.5779858158771,28735.7802634263,21624.4912415633,4921.35918602992,5796.9612567338,-1.41448800115542,-2.74625974717592
19,7,0.973,3.53221,29.7803507488922,25548.3378626918,25305.1028996245,60.8056800843777,36.5779858158771,24908.9846503412,21624.4912415633,5009.17171887496,5796.9612567338,-1.69441717273926,-2.74625974717592
