para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,6170.252843983417,5.60682,0.8826666666666667
2,8108.857511448963,7.80693,0.7786666666666667
3,9955.032311496152,10.08162,0.6900000000000001
4,10763.758119791093,12.92673,0.6006666666666668
1,5883.157103611542,4.8445,0.9206666666666667
2,7558.8298030405185,7.06229,0.8126666666666666
3,8958.50099226263,8.94316,0.7326666666666667
4,10796.378628696559,12.92356,0.6006666666666668
1,6122.575898055227,5.28099,0.8986666666666667
2,7775.294215515194,6.92505,0.8186666666666667
3,8945.033856288544,8.7691,0.7386666666666668
4,10586.340715661041,12.91366,0.6006666666666668
1,5747.2369141019135,4.84733,0.9206666666666667
2,7897.042507743898,6.4529,0.8406666666666667
3,9187.846326477917,9.24682,0.7213333333333334
4,10960.522633524528,12.93383,0.6006666666666668
1,5943.025415631573,5.0301,0.9113333333333333
2,7847.652344111634,7.65734,0.7853333333333333
3,10166.218987337506,10.1695,0.6866666666666668
4,11556.729445104498,12.9212,0.6006666666666668
1,6112.6592809430895,5.20344,0.9026666666666667
2,7811.550324767928,7.12187,0.81
3,9732.348447115068,10.11985,0.6886666666666668
4,10973.370182225995,12.92939,0.6006666666666668
1,5671.600764749207,4.83661,0.9206666666666667
2,7329.70660154442,6.43792,0.8406666666666667
3,8764.676872143438,8.32566,0.7553333333333334
4,10411.472621013554,12.9178,0.6006666666666668
1,6099.003422154245,5.24814,0.9
2,8024.990822573174,7.34531,0.7993333333333333
3,9577.59377751346,10.27006,0.6826666666666668
4,10977.394820251488,12.92228,0.6006666666666668
1,5842.9402339729195,5.0508,0.91
2,7715.157838184217,6.96222,0.8166666666666667
3,9285.819754991493,9.43173,0.7140000000000001
4,10816.782758116331,12.91799,0.6006666666666668
1,5917.229837618217,4.83294,0.9206666666666667
2,7524.311176699505,6.60229,0.8333333333333334
3,8942.455665716101,8.38051,0.7533333333333334
4,10746.917780281696,12.90505,0.6006666666666668
