para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,-1.448727537349714,5.31052,0.7946666666666666
2,-3.8631701834077816,8.02632,0.5373333333333332
3,-7.025166387079959,10.3346,0.3613333333333333
4,-10.920633168658412,12.93442,0.20133333333333325
1,-1.6930962023202607,5.38821,0.7866666666666666
2,-3.4217003090945055,7.38018,0.596
3,-7.066143797856099,10.21324,0.3693333333333333
4,-11.033232980124318,12.91404,0.20133333333333325
1,-1.8483655648252695,5.1527,0.8093333333333333
2,-3.0180248888170795,6.80466,0.6479999999999999
3,-4.889527832440896,10.01678,0.384
4,-7.8228310349487735,12.91141,0.20133333333333325
1,-3.551856795318093,10.32799,0.3613333333333333
2,-57.243564292837206,12.9254,0.20133333333333325
1,-1.6342903457323676,4.84735,0.84
2,-3.39616144838516,8.73619,0.48
3,-8.2744667183447,12.9154,0.20133333333333325
1,-3.543504207667133,10.33277,0.3613333333333333
2,-22.495670209935774,12.92773,0.20133333333333325
1,-3.3976707716978565,10.03619,0.384
2,-17.20996132494727,12.94084,0.20133333333333325
1,-1.9997365181191507,6.05409,0.72
2,-3.4216550928680234,7.76755,0.56
3,-7.4589377200430445,9.83863,0.3973333333333333
4,-12.2302870955842,12.9042,0.20133333333333325
1,-1.7359887240853946,5.47214,0.7786666666666666
2,-3.2806397669881147,7.36657,0.5973333333333333
3,-5.574261639309793,9.83573,0.3986666666666666
4,-9.803615663600823,12.93579,0.20133333333333325
1,-1.9255686208314449,6.77469,0.6506666666666666
2,-4.593471098948484,10.29398,0.364
3,-12.746768928681167,12.92916,0.20133333333333325
