para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,38717.31622817671,5.83597,0.8713333333333333
2,26961.659473553806,12.92673,0.6006666666666668
1,40952.50658287895,6.23499,0.8513333333333334
2,27654.886450235306,7.96784,0.7713333333333334
3,38753.35542019385,10.04813,0.6913333333333334
4,25663.458967263916,12.92356,0.6006666666666668
1,28840.900875038362,4.83823,0.9206666666666667
2,35625.86296339611,6.44563,0.8406666666666667
3,29551.235236749137,12.91366,0.6006666666666668
1,32836.35981798529,7.0473,0.8133333333333334
2,25133.82366692445,8.92594,0.7333333333333334
3,29305.79687360438,12.93383,0.6006666666666668
1,32346.887106915812,6.82387,0.8233333333333334
2,38515.62220764074,9.68893,0.7046666666666668
3,29808.155317849683,12.9212,0.6006666666666668
1,35587.162269354405,6.21158,0.8526666666666667
2,30805.511550725896,12.92939,0.6006666666666668
1,36744.16555792652,6.83004,0.8226666666666667
2,29325.15290746451,10.03327,0.6913333333333334
3,24020.291772368382,12.9178,0.6006666666666668
1,33009.502180044205,4.92873,0.916
2,40940.30944192597,6.64191,0.8313333333333334
3,30513.540590170654,9.98542,0.6933333333333334
4,23206.668294451258,12.92228,0.6006666666666668
1,35087.31780647974,5.46346,0.8893333333333333
2,26709.517435678645,8.07462,0.766
3,35611.6048339255,10.18039,0.6860000000000002
4,24218.267922268027,12.91799,0.6006666666666668
1,36370.20089613874,4.90001,0.9173333333333333
2,30221.687254858134,9.72517,0.7026666666666668
3,25848.773371230447,12.90505,0.6006666666666668
