para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,5801.747313596235,4.94636,0.936
2,7799.6062750231595,6.60645,0.8745
3,8950.765048657804,9.2654,0.79
4,10843.589554831497,12.91707,0.7005000000000001
1,6071.127879173923,5.13343,0.9295
2,7577.443709929505,6.95729,0.863
3,9512.562082351975,10.32531,0.7605000000000001
4,11304.476669087655,12.91873,0.7005000000000001
1,6000.025790718114,5.12767,0.93
2,7907.931352182046,7.51664,0.8440000000000001
3,9553.867576481289,10.06051,0.768
4,11192.407800589774,12.92012,0.7005000000000001
1,6122.619172042095,5.23481,0.926
2,7851.9544467747855,7.07216,0.859
3,9272.935424884046,8.95503,0.799
4,10007.714156452816,12.91916,0.7005000000000001
1,5985.032628559777,4.8398,0.9405
2,7489.389790461006,7.21416,0.8545
3,9592.836770604921,10.1727,0.765
4,11345.33236427727,12.92656,0.7005000000000001
1,5797.643794028637,4.84195,0.9405
2,7548.02029600105,6.81442,0.868
3,9139.880532773157,9.27857,0.79
4,11378.184338527275,12.92169,0.7005000000000001
1,6058.52191082441,5.12964,0.9295
2,7888.375560462243,7.50795,0.8440000000000001
3,9499.567903401869,9.89464,0.7725000000000001
4,11371.954527213378,12.91592,0.7005000000000001
1,5806.682115547353,4.84663,0.9405
2,7576.8530748578105,7.20951,0.8545
3,9365.786926937304,9.24788,0.791
4,10837.22316771746,12.93328,0.7005000000000001
1,5975.951412513378,5.16508,0.9285
2,7668.0879710049,6.8012,0.8685
3,9379.39369779939,9.12305,0.7945
4,10962.031346756094,12.92569,0.7005000000000001
1,5707.7957302830855,4.83142,0.9405
2,7602.573168336903,6.94667,0.863
3,9516.654228913792,9.99293,0.7695000000000001
4,11388.74522220625,12.91781,0.7005000000000001
