para.numbp,para.fitp,para.pop.fitp,para.shif.fitp
1,34589.88942859557,5.88657,0.901
2,38077.0786319479,8.51996,0.811
3,26225.65895272945,12.91707,0.7005000000000001
1,33019.79537236688,6.22091,0.889
2,26111.41503540082,10.30662,0.761
3,29986.964639964513,12.91873,0.7005000000000001
1,35286.77592542386,5.46218,0.9175
2,31671.237400838683,8.95529,0.799
3,28213.36951754781,12.92012,0.7005000000000001
1,39138.51488045819,5.22116,0.9265
2,27966.024172615875,12.91916,0.7005000000000001
1,33352.640939809105,5.20097,0.927
2,44997.10426752185,6.84777,0.867
3,27269.475718588586,12.92656,0.7005000000000001
1,36713.330180954115,5.48384,0.9165
2,32905.49861716613,8.13994,0.8225
3,27880.894268563155,12.92169,0.7005000000000001
1,33846.84299878871,5.74801,0.9065000000000001
2,27615.092386821576,9.13099,0.794
3,33832.80290577684,12.91592,0.7005000000000001
1,35748.90550387248,5.91869,0.9005000000000001
2,31941.073990779492,10.33474,0.7605000000000001
3,25242.721139104742,12.93328,0.7005000000000001
1,45218.71696563349,4.84416,0.9405
2,30980.68072442916,6.7569,0.87
3,37327.78549739712,8.99745,0.798
4,28310.45748687062,12.92569,0.7005000000000001
1,32872.154952607,6.33281,0.8845000000000001
2,38435.83003262698,8.06828,0.8245
3,27658.168830514875,12.91781,0.7005000000000001
