observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
153980.56790559774 0.0 0.0 0.0 28666.47790559775 109505.89775377058 39669.42148760331  4805.248664223916  4805.248664223916 249.61303687725615  9.342784548921183E8  1.0213449629538685E8  124159.0  331435.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
229004.64870881825 0.0 0.0 0.0 75024.0808032205 124548.65054123465 55537.19008264461  4444.137933112066  4444.137933112066 250.93474935744612  8.438644108700347E8  1.1466290635929362E8  124159.0  331435.0 0.9996666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
392093.6799450364 0.0 0.0 0.0 163089.0312362182 189738.16470056053 93223.14049586785  4676.376581024704  4676.376581024704 255.74519760681767  9.369204336712408E8  7.169693285202432E7  124666.0  332723.0 0.9993333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
399493.9321987479 0.0 0.0 0.0 7400.252253711469 132972.20410434916 59504.13223140493  4662.080618518169  4662.080618518169 251.61714192153673  9.094447403668395E8  9.608922262801112E7  125174.0  334108.0 0.999 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
405916.68057721324 0.0 0.0 0.0 6422.748378465336 122909.77473471347 11900.826446280991  4584.351301820026  4584.351301820026 250.79356432931715  9.42344451794387E8  4.642457848885396E7  125681.0  335369.0 0.9986666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
408151.82304565806 0.0 0.0 0.0 2235.1424684448466 114579.83517939142 5950.413223140496  4614.668800626399  4614.668800626399 250.07596099064364  9.145756788523817E8  8.073233632077381E7  126189.0  336690.0 0.9983333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
407404.91586768714 0.0 0.0 0.0 -746.9071779709327 101708.21389619831 6148.760330578512  5975.953774643651  5975.953774643651 248.88493006103388  9.477335467494221E8  3.411812047087236E8  126696.0  337994.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
408314.42029281583 0.0 0.0 0.0 909.5044251286733 90611.73611850086 6148.760330578512  5857.221872247615  5857.221872247615 247.76845401101687  9.503831181447386E8  3.129231185472761E8  127204.0  339285.0 0.9976666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
419046.97638752236 0.0 0.0 0.0 10732.556094706524 90921.48960653972 5950.413223140496  4472.389383527173  4472.389383527173 247.80174651832974  9.222038581384897E8  4.241683138870092E7  127711.0  340533.0 0.9973333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
421580.1331806179 0.0 0.0 0.0 2533.1567930955407 85261.2377865038 3689.2561983471073  4504.152414784344  4504.152414784344 247.19337895383745  9.555499553353657E8  1.5921496613273919E7  128219.0  341802.0 0.997 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
450244.4870721906 0.0 0.0 0.0 28664.353891572748 105898.9296661312 3570.2479338842977  4456.414078061051  4456.414078061051 249.27945987849174  9.273475015035694E8  3.382757789202617E7  128726.0  343120.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
509645.96879275533 0.0 0.0 0.0 59401.4817205647 108968.70902512404 51570.24793388428  4761.4544276876795  4761.4544276876795 249.5633569800355  9.608529458330764E8  6.61143102187955E7  129234.0  344381.0 0.9963333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
678501.679089266 0.0 0.0 0.0 168855.71029651066 183969.88348063917 89256.1983471075  4598.337493888229  4598.337493888229 255.35412769360266  9.635019130520618E8  2.8283708382890202E7  129741.0  345674.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
851359.9847193336 0.0 0.0 0.0 172858.30563006757 217116.81688497378 134876.03305785116  4835.339167881961  4835.339167881961 257.50991635851125  8.72659388375882E8  1.7024358858855253E8  130249.0  346969.0 0.9956666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
