observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
202483.58135615152 0.0 0.0 0.0 77169.49135615153 136645.37241002033 61487.603305785095  4350.605640346394  4350.605640346394 251.91315032718353  9.336845764928731E8  4669366.505415514  124159.0  331406.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
379520.61032442714 0.0 0.0 0.0 177037.02896827558 207857.06045667778 101157.02479338844  4668.3161282299  4668.3161282299 256.9309209713132  8.433280045739325E8  1.635508551100496E8  124159.0  331406.0 0.9996666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
459280.4584692159 0.0 0.0 0.0 79759.84814478879 188910.84849722483 93223.14049586785  5482.919608374142  5482.919608374142 255.6891083726932  9.363538111340405E8  2.4622159536864215E8  124666.0  332709.0 0.9993333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
541218.3183341401 0.0 0.0 0.0 81937.8598649242 183130.40826359866 83305.78512396697  4412.514974583565  4412.514974583565 255.297214119566  9.086800738869898E8  4.3026692301710695E7  125174.0  333983.0 0.999 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
545044.0906850917 0.0 0.0 0.0 3825.7723509516018 122816.11972660567 59504.132231404954  4635.928656539626  4635.928656539626 250.78549618595844  9.416768534702814E8  5.8216562282576434E7  125681.0  335302.0 0.9986666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
544868.5520139236 0.0 0.0 0.0 -175.53867116805554 112136.99029779485 5950.413223140496  4553.177534502255  4553.177534502255 249.8563636639041  9.1374182851836E8  6.83035338654952E7  126189.0  336532.0 0.9983333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
546490.0046543155 0.0 0.0 0.0 1621.4526403919142 102861.63608584422 6148.760330578512  4748.046521764028  4748.046521764028 248.9985671031022  9.468810108896134E8  7.719438080166076E7  126696.0  337839.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
552806.2247541489 0.0 0.0 0.0 6316.220099833342 97315.1225215907 6148.760330578512  5713.973333508349  5713.973333508349 248.44979818953948  9.495188343280437E8  2.828910531508339E8  127204.0  339125.0 0.9976666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
552623.6937015821 0.0 0.0 0.0 -182.53105256667132 86242.85769492119 5950.413223140496  4939.320550962348  4939.320550962348 247.2988841030655  9.215272406644255E8  1.4380280712106305E8  127711.0  340452.0 0.9973333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
588633.5717881916 0.0 0.0 0.0 36009.87808660938 109834.00179713611 7933.884297520661  4484.849686873768  4484.849686873768 249.64338035671284  9.548596659673967E8  1.2448505659463992E7  128219.0  341727.0 0.997 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
645342.4576986496 0.0 0.0 0.0 56708.88591045804 107803.58281949637 53553.719008264445  5185.585879833443  5185.585879833443 249.45560462586667  9.266204152248125E8  1.9182500579153505E8  128726.0  343021.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
711007.284009392 0.0 0.0 0.0 65664.82631074238 109480.60982503272 59504.13223140493  4483.667073801252  4483.667073801252 249.61069821742652  9.601734182369502E8  6879683.238372715  129234.0  344320.0 0.9963333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
856650.0383138428 0.0 0.0 0.0 145642.7543044508 172561.88807782903 77355.37190082643  5206.10415082822  5206.10415082822 254.56404135171306  9.627582407492398E8  1.601126332017333E8  129741.0  345579.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
925312.7537183275 0.0 0.0 0.0 68662.71540448468 170848.19177872624 65454.54545454541  4921.866249042208  4921.866249042208 254.4431286092377  8.719900725139146E8  1.8957536997681656E8  130249.0  346873.0 0.9956666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
958168.971757031 0.0 0.0 0.0 32856.218038703606 136954.97269438975 61487.603305785095  5261.833817255264  5261.833817255264 251.93809998343056  9.679672285449439E8  1.6692361608451396E8  130756.0  348118.0 0.9953333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
958885.3894627182 0.0 0.0 0.0 716.4177056870659 108810.48043410107 23801.65289256199  5059.257073413743  5059.257073413743 249.54872379858514  9.393506358005118E8  1.5184774344355667E8  131264.0  349428.0 0.995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
957542.2250807406 0.0 0.0 0.0 -1343.164381977476 95654.80878516381 6148.760330578512  5663.74693638127  5663.74693638127 248.28534556112953  9.732785984356239E8  2.4829828286581373E8  131771.0  350706.0 0.9946666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1017869.8586431154 0.0 0.0 0.0 60327.63356237472 117852.42718776905 29752.066115702477  8377.949044067025  8377.949044067025 250.35788655993875  9.44529173825889E8  8.624563747678872E8  132279.0  352042.0 0.9943333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1068992.8520582437 0.0 0.0 0.0 51122.99341512828 121776.06160314969 41652.89256198347  5546.466437764179  5546.466437764179 250.69589779489573  9.78638763338573E8  2.176426470744364E8  132786.0  353319.0 0.994 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1072789.222914992 0.0 0.0 0.0 3796.370856748258 113424.48219987305 6148.760330578512  5999.189929446374  5999.189929446374 249.9754325533962  9.812845453468877E8  3.1264186179175913E8  133294.0  354612.0 0.9936666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1072725.9443782505 0.0 0.0 0.0 -63.27853674127905 102387.91349701198 5950.413223140496  5022.876942979305  5022.876942979305 248.95225371404635  9.52218417965878E8  1.3113336665198751E8  133801.0  355918.0 0.9933333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1225707.32437221 0.0 0.0 0.0 152981.37999395968 173402.58401778556 77355.37190082643  4611.337572359836  4611.337572359836 254.62335807646832  9.866478440004307E8  7941680.132334654  134309.0  357229.0 0.993 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
