observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
162706.02095140348 0.0 0.0 0.0 37391.93095140348 108507.33154251531 49586.77685950412  4611.912549384147  4611.912549384147 249.5206882033215  9.34825832536128E8  5.988770466681025E7  124159.0  331864.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
341205.2558549524 0.0 0.0 0.0 178499.2349035489 194993.4594604067 87272.72727272734  4740.37971293039  4740.37971293039 256.0966514988266  8.443588164839526E8  1.780629708845819E8  124159.0  331864.0 0.9996666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
393068.2675771537 0.0 0.0 0.0 51863.01172220132 168487.91290007936 73388.42975206609  4980.128530462766  4980.128530462766 254.2765951386495  9.375492415999095E8  1.3658241489181933E8  124666.0  333189.0 0.9993333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
403025.5688772987 0.0 0.0 0.0 9957.301300145013 113570.84782872697 59504.13223140493  5370.234140092652  5370.234140092652 249.98896863300908  9.098198837789273E8  2.4845112415633884E8  125174.0  334458.0 0.999 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
414234.9598534999 0.0 0.0 0.0 11209.39097620122 114052.3287381859 6148.760330578512  4579.1497361637785  4579.1497361637785 250.0305176376797  9.427000705940844E8  4.494706769456199E7  125681.0  335706.0 0.9986666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
470419.0751610837 0.0 0.0 0.0 56184.11530758384 123702.22438673016 41652.89256198347  4881.327097056131  4881.327097056131 250.8618318734261  9.148974912626702E8  1.3792432418910348E8  126189.0  337022.0 0.9983333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
470526.00083187706 0.0 0.0 0.0 106.92567079335407 109467.20692189668 6148.760330578512  8193.182805048311  8193.182805048311 249.60945869988873  9.481521952361253E8  8.189823203648387E8  126696.0  338368.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
474514.7212064528 0.0 0.0 0.0 3988.7203745757583 100069.46730466225 6148.760330578512  7237.699661231667  7237.699661231667 248.72261363952677  9.50783453482452E8  6.102690934022894E8  127204.0  339651.0 0.9976666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
491173.394907479 0.0 0.0 0.0 16658.6737010262 105104.48042365714 5950.413223140496  5673.247358890818  5673.247358890818 249.20598820157747  9.227363758846756E8  3.008895899905579E8  127711.0  340973.0 0.9973333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
497567.2411803933 0.0 0.0 0.0 6393.846272914317 103074.04060673084 3689.2561983471073  4735.0298914935065  4735.0298914935065 249.01821054348756  9.561280875566698E8  6.5139831488860786E7  128219.0  342262.0 0.997 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
