observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow totalWaterSupply waterSupply elevation totalIndoor totalOutdoor numOfHouseholds population shiftFactor inflow deficit reliability resilience sumDeficit nonzerodeficit maxDeficit averageDemand sustainabilityindex
161782.48580787817 0.0 0.0 0.0 36468.395807878165 109603.55376447825 47603.30578512396 4575.626258276071 4575.626258276071 249.6220682293978 9.324380619678026E8 5.444912020457588E7 124159.0 330607.0 1.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
233254.24306142266 0.0 0.0 0.0 71471.7572535445 119991.55195996563 55537.19008264461 5546.568975412748 5546.568975412748 250.5421667780811 8.422021204867755E8 3.541014056069158E8 124159.0 330607.0 0.9995 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
242504.848510579 0.0 0.0 0.0 9250.605449156348 108102.2686954137 15867.768595041325 5272.120118666922 5272.120118666922 249.48322747576194 9.35124584310786E8 2.0198484602632236E8 124666.0 331918.0 0.999 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
260409.1064557488 0.0 0.0 0.0 17904.257945169804 109701.44881559454 11900.826446280993 4404.251378707942 4404.251378707942 249.6311216883006 9.076470281021149E8 4.227741663241091E7 125174.0 333273.0 0.9985 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
260368.77261395834 0.0 0.0 0.0 -40.33384179046947 96235.23897755884 6148.760330578512 7277.115665666718 7277.115665666718 248.34283666576454 9.406183690763342E8 6.28935560429607E8 125681.0 334595.0 0.998 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
260237.19934932195 0.0 0.0 0.0 -131.57326463638645 84275.45761650342 5950.413223140496 5877.794873278525 5877.794873278525 247.08742665697588 9.128603874461985E8 3.548831065459697E8 126189.0 335898.0 0.9975 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
277565.4547863144 0.0 0.0 0.0 17328.255436992436 90788.76176724427 6148.760330578512 4666.190955673068 4666.190955673068 247.78748084342695 9.45930341066228E8 6.0490153917933986E7 126696.0 337186.0 0.997 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
283508.67927203124 0.0 0.0 0.0 5943.224485716839 86065.688503588 6148.760330578512 4517.537418794606 4517.537418794606 247.27984184260404 9.485523529853889E8 2.5806023757792927E7 127204.0 338463.0 0.9965 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
293565.23944543384 0.0 0.0 0.0 10056.560173402599 85412.17744825302 5950.413223140496 4759.658005597086 4759.658005597086 247.2096020473187 9.205821453205557E8 1.0599765208845142E8 127711.0 339786.0 0.996 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
349017.7369351273 0.0 0.0 0.0 55452.497489693465 108062.51894624485 27768.59504132232 5033.560950379329 5033.560950379329 249.47955136837555 9.538578289534959E8 1.3179831999988142E8 128219.0 341049.0 0.9955 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
