observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
141581.5491665699 0.0 0.0 0.0 16267.4591665699 108681.53997012504 27768.59504132232  5131.414155122544  5131.414155122544 249.53679922039444  9.364801972027061E8  1.702812754895799E8  124159.0  332418.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
270129.9240508677 0.0 0.0 0.0 128548.37488429777 168477.93052579276 63471.07438016525  5280.909948464957  5280.909948464957 254.27589081533853  8.458530813441112E8  2.931521704319271E8  124159.0  332418.0 0.9985 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
332437.2427974411 0.0 0.0 0.0 62307.318746573415 160819.58990308823 65454.54545454542  4511.113914732759  4511.113914732759 253.72654685536475  9.391630932870237E8  3.3809839482235104E7  124666.0  333726.0 0.997 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
392993.98472976376 0.0 0.0 0.0 60556.74193232268 156999.93257890438 59504.13223140493  4872.267025101868  4872.267025101868 253.4475157118054  9.114285679646637E8  1.3943913926711094E8  125174.0  335015.0 0.9955 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
413799.37625462573 0.0 0.0 0.0 20805.391524861945 123512.60579498445 47603.305785123965  6689.412523657919  6689.412523657919 250.845496708734  9.444433279274942E8  4.983527186054238E8  125681.0  336298.0 0.994 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
457767.8495550281 0.0 0.0 0.0 43968.473300402344 121467.33987312407 41652.89256198347  4360.846660279253  4360.846660279253 250.66930219444555  9.165020904875405E8  2.4060671747211E7  126189.0  337570.0 0.9925 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
460220.7595372182 0.0 0.0 0.0 2452.909982190142 109837.24711099762 6148.760330578512  7934.24241373808  7934.24241373808 249.64368048746857  9.496355185418401E8  7.616498217322621E8  126696.0  338832.0 0.991 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
456726.0207413133 0.0 0.0 0.0 -3494.7387959048915 95645.38154548229 6148.760330578512  4548.366439031915  4548.366439031915 248.28441180125617  9.522666122768158E8  2.8741076098527193E7  127204.0  340115.0 0.9895 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
458715.61216926103 0.0 0.0 0.0 1989.5914279477652 86773.14732156275 5950.413223140496  4911.412428726799  4911.412428726799 247.35587997867185  9.241268080928018E8  1.351839176240475E8  127711.0  341417.0 0.988 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
475795.8874775168 0.0 0.0 0.0 17080.27530825577 94852.74924259697 3689.2561983471073  5311.417188874441  5311.417188874441 248.20590226253933  9.575789193527741E8  1.880062414529431E8  128219.0  342710.0 0.9865 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
524593.3665705752 0.0 0.0 0.0 48797.479093058326 108808.07648913666 29752.066115702488  5090.085730816173  5090.085730816173 249.54850147869573  9.292288422158345E8  1.6861877040398136E8  128726.0  343992.0 0.985 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
575620.839375718 0.0 0.0 0.0 51027.47280514283 109293.73956652393 45619.834710743795  4921.975017011845  4921.975017011845 249.5934162181193  9.628492353159387E8  9.873966663351123E7  129234.0  345281.0 0.9835 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
590274.5123540089 0.0 0.0 0.0 14653.672978290848 108729.3258462161 9917.355371900827  5300.731326697828  5300.731326697828 249.54121851902488  9.655338137106881E8  1.7774658271309713E8  129741.0  346584.0 0.982 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
605532.4232916847 0.0 0.0 0.0 15257.910937675839 109482.98322219487 9917.355371900827  4586.8981897962185  4586.8981897962185 249.61091771221632  8.744388110017153E8  1.1487954104850292E8  130249.0  347850.0 0.9805 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
623080.8456017163 0.0 0.0 0.0 17548.422310031554 107916.46963487999 13884.297520661159  5230.638376685248  5230.638376685248 249.46604454220662  9.708194673793402E8  1.5734303479049355E8  130756.0  349163.0 0.979 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
641977.762150821 0.0 0.0 0.0 18896.91654910468 107847.20529186344 13884.297520661159  5081.883371460038  5081.883371460038 249.45963888762265  9.42050929564957E8  1.5402756930912182E8  131264.0  350447.0 0.9775 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
760913.766672673 0.0 0.0 0.0 118936.00452185197 125046.16503158674 97190.08264462808  4546.9621375006045  4546.9621375006045 250.977608979289  9.75999641828915E8  4705161.846646861  131771.0  351690.0 0.976 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
762215.0443994155 0.0 0.0 0.0 1301.2777267424083 113675.36066806232 5950.413223140496  6721.668867126334  6721.668867126334 249.9980427867042  9.470987232156785E8  5.0265448504946345E8  132279.0  352993.0 0.9745 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
778405.4998612927 0.0 0.0 0.0 16190.455461877222 118938.26321001351 6148.760330578512  4778.792589347519  4778.792589347519 250.45142860182747  9.812992212423828E8  4.940759056388223E7  132786.0  354276.0 0.973 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
779051.3463961342 0.0 0.0 0.0 645.8465348415378 108757.16441845361 6148.760330578512  4678.184995822907  4678.184995822907 249.54379306561117  9.839086776346011E8  2.50987341595196E7  133294.0  355550.0 0.9715 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
778947.3469686152 0.0 0.0 0.0 -103.99942751905158 98132.28202470129 5950.413223140496  4570.4697430927745  4570.4697430927745 248.53073712605996  9.548145713865167E8  3.096043543390558E7  133801.0  356882.0 0.97 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
815606.5084353773 0.0 0.0 0.0 36659.161466762074 108263.40760899788 21818.181818181823  4709.854064283646  4709.854064283646 249.49812980754626  9.893893121416261E8  2.644859584580824E7  134309.0  358219.0 0.9685 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
884880.8646875973 0.0 0.0 0.0 69274.35625221998 113556.11377034569 59504.13223140493  4477.5178594674  4477.5178594674 249.98760600854024  9.600183482723033E8  5708469.0037797615  134816.0  359502.0 0.967 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
953081.8318390237 0.0 0.0 0.0 68200.96715142646 115434.66436497841 61487.603305785095  4834.813251008869  4834.813251008869 250.14960237465357  9.946335521145979E8  4.815599324762842E7  135324.0  360777.0 0.9655 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
991555.6293890303 0.0 0.0 0.0 38473.79755000653 109104.02052999489 39669.42148760331  5135.01989738683  5135.01989738683 249.57587076019558  9.971785153202704E8  1.103606565609049E8  135831.0  362018.0 0.964 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1182378.3067880434 0.0 0.0 0.0 190822.67739901305 202099.26388326514 93223.14049586782  4604.293549875196  4604.293549875196 256.5574987926108  9.030003491664529E8  9.006989539477079E7  136339.0  363271.0 0.9625 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1320109.1298926969 0.0 0.0 0.0 137730.82310465348 210175.57076265925 124958.67768595039  4695.838539309207  4695.838539309207 257.0776554217623  1.0024143671978225E9  1.0400623013516419E7  136846.0  364567.0 0.961 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1339391.2739284604 0.0 0.0 0.0 19282.144035763653 160865.57348617178 63471.07438016526  5121.066932086099  5121.066932086099 253.72990601842147  9.725934615091894E8  1.3193628568637201E8  137354.0  365834.0 0.9595 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1362035.674344452 0.0 0.0 0.0 22644.400415991713 118444.94982699446 53553.71900826446  11511.305066904588  11511.305066904588 250.40893089481344  1.0076163687760109E9  1.475182439374456E9  137861.0  367105.0 0.958 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1362267.9836993106 0.0 0.0 0.0 232.30935485853223 105724.27132682731 5950.413223140496  7002.574631885187  7002.574631885187 249.26330725301278  9.776240494117022E8  5.32715903268226E8  138369.0  368366.0 0.9565 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1365329.4033085238 0.0 0.0 0.0 3061.419609213255 97020.56277325623 6148.760330578512  5616.367832205826  5616.367832205826 248.42062230321474  1.0128515203353094E9  1.9850646895465985E8  138876.0  369649.0 0.955 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1429252.9697193739 0.0 0.0 0.0 63923.566410849984 125795.23114262646 29752.066115702477  5396.831925777284  5396.831925777284 251.03877356294836  1.0156332670216697E9  1.4837444498278117E8  139384.0  371007.0 0.9535 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1433741.6434326076 0.0 0.0 0.0 4488.673713233802 119625.78834130747 5950.413223140496  4707.7032914122965  4707.7032914122965 250.51065716241447  9.854567479094988E8  2.9917273812173672E7  139891.0  372313.0 0.952 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1451810.842525142 0.0 0.0 0.0 18069.19909253435 109146.09864893682 23801.65289256199  4747.235892343015  4747.235892343015 249.57976219818153  1.0209139080295159E9  2986644.256703113  140399.0  373583.0 0.9505 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1490218.7503964752 0.0 0.0 0.0 38407.90787133318 108671.0021020183 33719.00826446282  5163.996153788921  5163.996153788921 249.53582466494203  9.905243978356093E8  1.2326447505026592E8  140906.0  374862.0 0.949 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1580983.9831627267 0.0 0.0 0.0 90765.23276625153 131748.8792105992 61487.603305785095  6199.752351885804  6199.752351885804 251.51855824084126  1.0262755341480433E9  3.109088824435327E8  141414.0  376194.0 0.9475 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1623160.8396006632 0.0 0.0 0.0 42176.85643793638 108940.56680435088 59504.13223140493  5481.036612779936  5481.036612779936 249.56075435164624  1.0289064158192868E9  1.532628595638571E8  141921.0  377473.0 0.946 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1640430.4257997202 0.0 0.0 0.0 17269.58619905716 109097.61858466468 11900.826446280993  5211.707972462338  5211.707972462338 249.5752787001447  9.317583810869341E8  1.9232114484505075E8  142429.0  378780.0 0.9445 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
