observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
270852.54173866264 0.0 0.0 0.0 145538.45173866267 180960.09632963283 85289.25619834714  4603.189210682846  4603.189210682846 255.15007432743275  9.328825516150084E8  5.994950518004769E7  124159.0  330837.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
298620.89708678715 0.0 0.0 0.0 27768.3553481245 147576.61356953756 55537.19008264461  5614.648025575409  5614.648025575409 252.74944691502037  8.426035950068222E8  3.683834603330386E8  124159.0  330837.0 0.9993333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
331993.7530266955 0.0 0.0 0.0 33372.85593990837 114640.70743716003 61487.603305785095  4821.158766500987  4821.158766500987 250.08120498252586  9.354635283330927E8  1.043809697340801E8  124666.0  332096.0 0.9986666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
345106.21010968083 0.0 0.0 0.0 13112.457082985295 109061.88331221859 13884.297520661159  4806.983687265546  4806.983687265546 249.57197385667425  9.078093197893093E8  1.2897784727612355E8  125174.0  333367.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
344523.42207688873 0.0 0.0 0.0 -582.7880327921279 96941.83673697931 6148.760330578512  5388.498211868624  5388.498211868624 248.4128245579417  9.407718961521752E8  2.214383710934837E8  125681.0  334683.0 0.9973333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
346280.4365426342 0.0 0.0 0.0 1757.0144657454664 87580.61168885799 5950.413223140496  5167.8262907263  5167.8262907263 247.44266677653246  9.130443657730073E8  2.0157060453346145E8  126189.0  336003.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
416806.37372794945 0.0 0.0 0.0 70525.93718531523 123371.07993286854 29752.066115702477  4983.402825602184  4983.402825602184 250.83330461172199  9.460617948169004E8  1.2877607317909588E8  126696.0  337262.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
443849.2342119746 0.0 0.0 0.0 27042.860484025154 120990.39191417911 23801.652892561982  5621.895610152594  5621.895610152594 250.62821432754816  9.487676107131598E8  2.6378262918852478E8  127204.0  338578.0 0.9953333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
448502.93527195655 0.0 0.0 0.0 4653.701059981951 114814.79048209815 5950.413223140496  4878.889268922409  4878.889268922409 250.09620179894023  9.206665889725661E8  1.3162942712417471E8  127711.0  339838.0 0.9946666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
452336.24646102847 0.0 0.0 0.0 3833.3111890719315 109952.2905009531 3966.9421487603304  4728.86902145665  4728.86902145665 249.65431984656922  9.539768935618285E8  6.596222734146164E7  128219.0  341114.0 0.994 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
