observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
140177.4468740507 0.0 0.0 0.0 14863.356874050713 109651.07008741498 25785.123966942156  4741.252819693587  4741.252819693587 249.6264625994095  9.329898272945806E8  8.962027481598078E7  124159.0  331080.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
316488.7163021872 0.0 0.0 0.0 176311.26942813647 194627.71704806047 87272.72727272734  4061.895194763876  4061.895194763876 256.07293125676506  8.427004891690251E8  3.3383368375565175E7  124159.0  331080.0 0.9993333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
430738.9395931042 0.0 0.0 0.0 114250.22329091703 199245.57757257964 105123.96694214879  4508.395824249308  4508.395824249308 256.3724228271989  9.356092762623284E8  3.677740917987494E7  124666.0  332359.0 0.9986666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
443763.7399643088 0.0 0.0 0.0 13024.800371204634 148395.0969987112 59504.13223140493  4371.148713668427  4371.148713668427 252.81174585162972  9.079754196339109E8  3.480932574923824E7  125174.0  333642.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
451682.7035316718 0.0 0.0 0.0 7918.96356736297 119772.0023967426 29752.066115702477  6789.992053629118  6789.992053629118 250.52325313548783  9.40949517920433E8  5.235398757792151E8  125681.0  334963.0 0.9973333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
454022.35456918814 0.0 0.0 0.0 2339.651037516381 108993.446165432 5950.413223140496  7167.7940456864735  7167.7940456864735 249.56564470225024  9.133416864196967E8  6.326333711655465E8  126189.0  336346.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
454910.2336932823 0.0 0.0 0.0 887.8791240941736 98702.58657546245 6148.760330578512  5029.978383485221  5029.978383485221 248.58722529471697  9.46423721227328E8  1.3845972708528545E8  126696.0  337633.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
479112.56480647647 0.0 0.0 0.0 24202.331113194185 111628.2643392193 6148.760330578512  5127.893018858834  5127.893018858834 249.80931603987972  9.490823804693892E8  1.5691964115825415E8  127204.0  338924.0 0.9953333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
480569.322991358 0.0 0.0 0.0 1456.7581848815457 102634.37987024024 5950.413223140496  4500.229430720108  4500.229430720108 248.97666599348653  9.209185577251791E8  4.9706771205718875E7  127711.0  340156.0 0.9946666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
552845.4262488021 0.0 0.0 0.0 72276.10325744409 107738.13535339475 61487.603305785095  5684.744468504641  5684.744468504641 249.44955196091692  9.54385373553743E8  2.717203294074996E8  128219.0  341506.0 0.994 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
605257.1206507485 0.0 0.0 0.0 52411.69440194643 109893.82253338436 45619.834710743795  4636.172511213106  4636.172511213106 249.6489126545255  9.261040804498914E8  7.384193073738164E7  128726.0  342768.0 0.9933333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
614715.9949630445 0.0 0.0 0.0 9458.874312296011 108787.79038674459 5950.413223140496  4614.493235795273  4614.493235795273 249.54662539413158  9.595659591696275E8  3.5704189564824216E7  129234.0  344030.0 0.9926666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
639673.7876043989 0.0 0.0 0.0 24957.79264135443 108952.53842513895 19834.710743801657  4958.33385915838  4958.33385915838 249.56186150237113  9.621605156360968E8  1.0727038940789874E8  129741.0  345292.0 0.992 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
733367.7535332183 0.0 0.0 0.0 93693.96592881944 142483.81137743467 55537.19008264461  4625.502893879363  4625.502893879363 252.36180783813631  8.715211102705638E8  1.2612364028348747E8  130249.0  346624.0 0.9913333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
745762.7900839365 0.0 0.0 0.0 12395.036550718227 107831.6900663002 41652.89256198347  5394.2652998693  5394.2652998693 249.45820401981877  9.675855205207691E8  1.9586861257152346E8  130756.0  347931.0 0.9906666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
754892.3824288879 0.0 0.0 0.0 9129.592344951328 108572.15504573914 3966.9421487603304  4422.185216752052  4422.185216752052 249.5266831633903  9.388666399424304E8  1.4925838126648678E7  131264.0  349186.0 0.99 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
765087.5646191542 0.0 0.0 0.0 10195.182190266349 107878.57651404868 6148.760330578512  4740.000391378304  4740.000391378304 249.46254013817153  9.727928453727483E8  4.954712858924843E7  131771.0  350465.0 0.9893333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
765079.7183278773 0.0 0.0 0.0 -7.846291276811411 96648.98666296042 5950.413223140496  5271.330336670945  5271.330336670945 248.38381801336772  9.439278855924109E8  1.9301120178125668E8  132279.0  351732.0 0.9886666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
775714.891402376 0.0 0.0 0.0 10635.173074498678 96387.39288315659 6148.760330578512  4748.0065237239905  4748.0065237239905 248.35790737749176  9.780693515883242E8  4.5997413185354784E7  132786.0  353034.0 0.988 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
807086.571932443 0.0 0.0 0.0 31371.680530067002 116750.39336805925 6148.760330578512  4859.919714585814  4859.919714585814 250.26294911854404  9.807539241153303E8  6.745067171091574E7  133294.0  354341.0 0.9873333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
809971.5886273909 0.0 0.0 0.0 2885.0166949479803 108012.74679312493 5950.413223140496  5672.250046741796  5672.250046741796 249.47494837631785  9.517404075053215E8  2.7167045457521415E8  133801.0  355658.0 0.9866666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
815261.4657642575 0.0 0.0 0.0 5289.877136866617 103369.4662157836 3689.2561983471073  6243.901515860842  6243.901515860842 249.04553187975435  9.861375127856662E8  3.605691509415918E8  134309.0  356961.0 0.986 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
837900.5830758703 0.0 0.0 0.0 22639.117311612867 108382.69813390847 11900.826446280993  5725.0589472069705  5725.0589472069705 249.50916194709225  9.568973327604643E8  2.7790353891374695E8  134816.0  358257.0 0.9853333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
877580.022782864 0.0 0.0 0.0 39679.4397069938 109568.8761936966 33719.00826446282  4774.253382742891  4774.253382742891 249.61886120352324  9.914846893163229E8  3.824309042668833E7  135324.0  359567.0 0.9846666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1024380.814663823 0.0 0.0 0.0 146800.7918809589 173828.24686296546 77355.37190082643  5186.049310863746  5186.049310863746 254.65339143886018  9.941683667076378E8  1.2437700874591067E8  135831.0  360877.0 0.984 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1044355.7367028553 0.0 0.0 0.0 19974.922039032288 133540.9474013389 55537.19008264461  4725.0314180145  4725.0314180145 251.66297505047456  9.003139174243141E8  1.1879749565486993E8  136339.0  362149.0 0.9833333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
