observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
255208.54880232128 0.0 0.0 0.0 129894.45880232129 173286.32921898388 77355.37190082643  4566.84768251112  4566.84768251112 254.6151555224006  9.321279179870554E8  5.286587005343084E7  124159.0  330439.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
312809.28830769286 0.0 0.0 0.0 57600.73950537156 167013.30707800513 59504.13223140493  4369.629414945582  4369.629414945582 254.17255182939428  8.419219904396486E8  1.0053506724677777E8  124159.0  330439.0 0.9993333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
418906.5570268406 0.0 0.0 0.0 106097.26871914772 181068.48829398985 87272.72727272731  4769.360230435818  4769.360230435818 255.15742293518576  9.347839438871615E8  9.388846353697467E7  124666.0  331733.0 0.9986666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
442094.0092239437 0.0 0.0 0.0 23187.452197103143 140498.91687500692 59504.13223140493  4252.891384681421  4252.891384681421 252.21072742236314  9.071244702704413E8  1.0154118013873998E7  125174.0  332991.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
455867.84217833495 0.0 0.0 0.0 13773.832954391242 125635.52765960104 23801.652892561982  4835.569277235158  4835.569277235158 251.0259035909099  9.400449069270518E8  1.029077008335939E8  125681.0  334296.0 0.9973333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
457705.29072004947 0.0 0.0 0.0 1837.4485417145158 116697.58612609566 5950.413223140496  4824.976852079398  4824.976852079398 250.25839990748582  9.122559968180811E8  1.2841199938666654E8  126189.0  335572.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
461674.3994063164 0.0 0.0 0.0 3969.108686266908 109758.9871877313 6148.760330578512  4758.947294052755  4758.947294052755 249.63644291017582  9.453311395363698E8  8.109536910480182E7  126696.0  336874.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
462308.39265337266 0.0 0.0 0.0 633.9932470562777 99412.1457711744 6148.760330578512  4832.074333034663  4832.074333034663 248.6575065145775  9.479795304535958E8  9.421927543566732E7  127204.0  338164.0 0.9953333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
514947.026971294 0.0 0.0 0.0 52638.63431792136 122744.43393300363 23801.652892561982  5504.693263530153  5504.693263530153 250.7793206351657  9.199268322942785E8  2.6734479281513074E8  127711.0  339436.0 0.9946666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
520629.3225929653 0.0 0.0 0.0 5682.295621671303 109030.61721987542 13884.297520661159  5511.814814138334  5511.814814138334 249.56908232866692  9.531641077328876E8  2.3564351848842755E8  128219.0  340691.0 0.994 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
525426.9775918953 0.0 0.0 0.0 4797.654998929953 105747.99798331162 3570.2479338842977  4510.026301609455  4510.026301609455 249.26550152439765  9.249973020648049E8  4.7741050473766334E7  128726.0  341991.0 0.9933333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
665731.6433862585 0.0 0.0 0.0 140304.66579436327 166348.62049420027 73388.42975206609  6315.613531408724  6315.613531408724 254.1256537426233  9.584550198383768E8  4.0371874389987946E8  129234.0  343268.0 0.9926666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
674464.493116808 0.0 0.0 0.0 8732.849730549458 108830.76102900508 61487.603305785095  4763.105889959714  4763.105889959714 249.55059937380977  9.610387530471398E8  6.628469620218649E7  129741.0  344529.0 0.992 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
696864.1993982873 0.0 0.0 0.0 22399.70628147934 108888.5984534149 17851.23966942149  4490.629187647975  4490.629187647975 249.55594825241977  8.704969931326672E8  9.80577215715037E7  130249.0  345858.0 0.9913333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
734860.7707140308 0.0 0.0 0.0 37996.571315743546 108133.99326699106 33719.00826446282  5032.168237704598  5032.168237704598 249.48616140451227  9.664114335644687E8  1.189443302146963E8  130756.0  347145.0 0.9906666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
791666.3444981355 0.0 0.0 0.0 56805.573784104716 107927.55804913536 51570.24793388428  5441.761068076251  5441.761068076251 249.46707001286742  9.377967314525688E8  2.359014561577384E8  131264.0  348434.0 0.99 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
794831.2497490536 0.0 0.0 0.0 3164.90525091812 99212.77615538704 6148.760330578512  5730.926814087927  5730.926814087927 248.63775912791075  9.716937118840443E8  2.643727619800928E8  131771.0  349716.0 0.9893333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
798308.0067717022 0.0 0.0 0.0 3476.757022648566 91549.31599868556 5950.413223140496  5189.803956209556  5189.803956209556 247.86922570923105  9.429967190183035E8  1.763584715625702E8  132279.0  351050.0 0.9886666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
864799.519469916 0.0 0.0 0.0 66491.5126982138 123248.7934698775 29752.066115702477  5039.969111319369  5039.969111319369 250.8227699405477  9.770637329863381E8  1.099745506809004E8  132786.0  352332.0 0.988 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
870617.37851177 0.0 0.0 0.0 5817.859041854054 116534.42297495986 6148.760330578512  6383.469206193189  6383.469206193189 250.24434381245348  9.797351602125309E8  3.9707395438216996E8  133294.0  353632.0 0.9873333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
873471.0053692657 0.0 0.0 0.0 2853.626857495665 108667.66865869476 5950.413223140496  4769.967950620269  4769.967950620269 249.53551638386153  9.506946871676149E8  7.81087954843919E7  133801.0  354923.0 0.9866666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1011903.0412381799 0.0 0.0 0.0 138432.03586891424 166387.36935534695 73388.42975206609  7323.905420196135  7323.905420196135 254.1283877340963  9.849599485285867E8  5.946857599820267E8  134309.0  356175.0 0.986 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1054679.0534684216 0.0 0.0 0.0 42776.01223024174 143587.03885231813 59504.13223140493  6072.210501865877  6072.210501865877 252.4457800922757  9.557990655774851E8  3.5387667572480965E8  134816.0  357490.0 0.9853333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1100148.0780899131 0.0 0.0 0.0 45469.024621491466 122011.6483424301 61487.603305785095  5556.8118255946565  5556.8118255946565 250.71619299986477  9.902708508878742E8  2.082418891982728E8  135324.0  358763.0 0.9846666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1188938.6873738 0.0 0.0 0.0 88790.60928388679 144651.75112154926 61487.603305785095  4662.903198982829  4662.903198982829 252.52682075822418  9.928920302961011E8  1.2819349749855846E7  135831.0  360041.0 0.984 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1248211.5752967934 0.0 0.0 0.0 59272.88792299334 143612.02892142817 55537.19008264461  4775.420040470079  4775.420040470079 252.4476822135354  8.991401684660708E8  1.308392401226565E8  136339.0  361302.0 0.9833333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1349925.133213557 0.0 0.0 0.0 101713.55791676368 166984.26026758162 73388.42975206609  4952.896818544299  4952.896818544299 254.17050238252887  9.980645599264169E8  7.019366505399151E7  136846.0  362560.0 0.9826666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1357348.352899725 0.0 0.0 0.0 7423.219686168089 110408.38610231523 59504.13223140493  4494.9616200297  4494.9616200297 249.69650014818416  9.683121975404822E8  1176951.4326793277  137354.0  363791.0 0.982 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1361579.5410054957 0.0 0.0 0.0 4231.1881057705095 102900.19686190507 6148.760330578512  5590.617015602139  5590.617015602139 249.00213325274254  1.0033403954710436E9  2.02463567022704E8  137861.0  365132.0 0.9813333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1363331.3777791548 0.0 0.0 0.0 1751.8367736591706 89983.41422245438 5950.413223140496  8718.206189969385  8718.206189969385 247.7009215630325  9.736352275940766E8  9.06738180273499E8  138369.0  366473.0 0.9806666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1379070.1656036843 0.0 0.0 0.0 15738.78782452956 90549.10126356446 6148.760330578512  9024.340452840966  9024.340452840966 247.76172197587752  1.0088209632919451E9  9.375805602926865E8  138876.0  367801.0 0.98 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
