observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
250712.24285616347 0.0 0.0 0.0 125398.15285616349 170589.10298419374 75371.90082644626  4751.239045523638  4751.239045523638 254.42484816088293  9.332907209524612E8  9.147324550668694E7  124159.0  330849.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
338975.96671175846 0.0 0.0 0.0 88263.72385559497 180867.86490333715 73388.42975206609  4596.532184385541  4596.532184385541 255.14382134937878  8.429722640858212E8  1.4842398183981696E8  124159.0  330849.0 0.9993333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
450835.2858917243 0.0 0.0 0.0 111859.31917996581 190896.07255017536 97190.08264462817  4641.028888499684  4641.028888499684 255.82369983391018  9.359344225041823E8  6.5059029237213954E7  124666.0  332141.0 0.9986666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
452347.1344746984 0.0 0.0 0.0 1511.848582974119 128156.48506604535 59504.13223140493  4747.303835699465  4747.303835699465 251.22905915593884  9.083710721073208E8  1.1554413443870033E8  125174.0  333462.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
458481.2321938956 0.0 0.0 0.0 6134.097719197225 123847.94754256035 5950.413223140496  4492.222019541741  4492.222019541741 250.87438555673333  9.412770177565217E8  2.7621244537013624E7  125681.0  334743.0 0.9973333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
469264.3256312105 0.0 0.0 0.0 10783.093437314896 124290.41381944748 5950.413223140496  4390.21393728728  4390.21393728728 250.91250291346032  9.134258231917593E8  3.3470976750699613E7  126189.0  336014.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
470685.2417414909 0.0 0.0 0.0 1420.9161102803635 114241.15024929668 6148.760330578512  5321.419349852647  5321.419349852647 250.04678413588016  9.465301343225603E8  2.0121232777918926E8  126696.0  337306.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
480393.88839291566 0.0 0.0 0.0 9708.646651424742 112753.51531664134 6148.760330578512  5047.521253501574  5047.521253501574 249.91338068220116  9.491548313191705E8  1.395123249677106E8  127204.0  338585.0 0.9953333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
481597.97131143336 0.0 0.0 0.0 1204.0829185176844 103382.70993312304 5950.413223140496  4624.475078895484  4624.475078895484 249.0467566755871  9.211317190137988E8  7.629134878435455E7  127711.0  339895.0 0.9946666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
559783.3638273281 0.0 0.0 0.0 78185.39251589475 115418.60181763255 61487.603305785095  4661.89732560037  4661.89732560037 250.14821862660514  9.54477100936968E8  5.10173287961413E7  128219.0  341179.0 0.994 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
564753.1207269651 0.0 0.0 0.0 4969.756899637094 109629.77063388428 5950.413223140496  4808.174860244849  4808.174860244849 249.62449279884254  9.26220449826406E8  1.1082363362121437E8  128726.0  342453.0 0.9933333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
632195.0198626433 0.0 0.0 0.0 67441.89913567818 110934.26495512076 61487.603305785095  4649.80150865677  4649.80150865677 249.7451340936947  9.598656020462136E8  4.301995929772639E7  129234.0  343802.0 0.9926666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
653551.9037773162 0.0 0.0 0.0 21356.88391467289 109280.5839041048 17851.23966942149  5159.325296267329  5159.325296267329 249.59219956571764  9.625509426244911E8  1.5023050326576966E8  129741.0  345109.0 0.992 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
659992.7618977382 0.0 0.0 0.0 6440.858120421992 108592.72044562924 1983.4710743801652  5145.250504517391  5145.250504517391 249.52858507774246  8.718129235494785E8  2.3793282169919506E8  130249.0  346407.0 0.9913333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
664514.8739468757 0.0 0.0 0.0 4522.112049137523 103858.54400416088 3689.2561983471073  5567.032292258773  5567.032292258773 249.09076241599564  9.679228783093454E8  2.3279424801619202E8  130756.0  347730.0 0.9906666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
681653.5343432614 0.0 0.0 0.0 17138.66039638575 108519.73767007777 7933.884297520661  4543.582432948178  4543.582432948178 249.5218355377858  9.392094700581203E8  4.076638703982179E7  131264.0  348996.0 0.99 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
685133.0723971782 0.0 0.0 0.0 3479.5380539167236 97700.12457217435 6148.760330578512  8150.390821241632  8150.390821241632 248.48793230706957  9.732327540309719E8  7.846722358327323E8  131771.0  350318.0 0.9893333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
686847.6382899899 0.0 0.0 0.0 1714.5658928117243 89042.63881915882 5950.413223140496  4421.638422686758  4421.638422686758 247.59980640790616  9.444398852321359E8  9234658.367607249  132279.0  351626.0 0.9886666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
689236.9916385153 0.0 0.0 0.0 2389.3533485253147 80390.96532001613 6148.760330578512  4892.2665170894925  4892.2665170894925 246.63968419244983  9.785864096985719E8  7.659485838372494E7  132786.0  352925.0 0.988 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
689367.22442981 0.0 0.0 0.0 130.23279129466175 69781.56200122883 6148.760330578512  4590.875779503444  4590.875779503444 245.34914421001008  9.811755555238351E8  9000697.078807045  133294.0  354187.0 0.9873333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
692448.559257369 0.0 0.0 0.0 3081.334827559096 62137.62152695697 5950.413223140496  4774.862078690456  4774.862078690456 244.31147521038758  9.521138565575867E8  7.774520886950721E7  133801.0  355493.0 0.9866666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
716432.0788470723 0.0 0.0 0.0 23983.51958970329 76742.76865331433 3689.2561983471073  5689.116264998831  5689.116264998831 246.2105350727343  9.865339066156486E8  2.4051472080408216E8  134309.0  356802.0 0.986 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
754843.7942277367 0.0 0.0 0.0 38411.71538066429 108432.25179831462 1983.4710743801652  4738.761161283825  4738.761161283825 249.51374473303565  9.57274412534427E8  6.479827991531098E7  134816.0  358096.0 0.9853333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
810934.5033852 0.0 0.0 0.0 56090.70915746341 108183.50742673675 51570.24793388428  4769.205595157089  4769.205595157089 249.4907405370144  9.918350912801999E8  3.680396386425232E7  135324.0  359386.0 0.9846666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
862275.5354090286 0.0 0.0 0.0 51341.03202382856 108794.45615486935 45619.834710743795  5110.248584952244  5110.248584952244 249.54724185285022  9.94408626936389E8  1.0778778105697462E8  135831.0  360637.0 0.984 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
881849.5528656733 0.0 0.0 0.0 19574.017456644666 108909.42488806573 13884.297520661159  5574.751202787093  5574.751202787093 249.5578743075988  9.005812769174721E8  3.018006912060082E8  136339.0  361933.0 0.9833333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
888877.3577541086 0.0 0.0 0.0 7027.804888435257 109186.12974805043 1983.4710743801652  4767.628954070386  4767.628954070386 249.58346432516882  9.997711731849229E8  2.8527826458486117E7  136846.0  363251.0 0.9826666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
949878.619248267 0.0 0.0 0.0 61001.2614941584 109983.92367005082 55537.19008264461  4666.277489513535  4666.277489513535 249.65724532230195  9.70075432206247E8  3.636372670157719E7  137354.0  364540.0 0.982 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
951867.2982097962 0.0 0.0 0.0 1988.6789615291946 100715.6229722964 6148.760330578512  5108.219328705095  5108.219328705095 248.78661479519576  1.0050278919267572E9  9.673083893568748E7  137861.0  365811.0 0.9813333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
955598.6765148917 0.0 0.0 0.0 3731.378305095492 90768.55875269818 5950.413223140496  7728.02930155323  7728.02930155323 247.7853094102212  9.752623814848682E8  6.915461886749815E8  138369.0  367149.0 0.9806666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
