observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
211624.5252218389 0.0 0.0 0.0 86310.43522183891 145398.15777731632 61487.603305785095  4738.7641387377935  4738.7641387377935 252.58363356502636  9.302082203723158E8  9.18651142666061E7  124159.0  329683.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
251508.6889681927 0.0 0.0 0.0 39884.1637463538 124812.32823818667 55537.19008264461  4932.803202839074  4932.803202839074 250.95746452775558  8.401880700134342E8  2.2373629318134084E8  124159.0  329683.0 0.9993333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
383608.4899692226 0.0 0.0 0.0 132099.8010010299 172388.11222640215 79338.8429752066  5185.174037607947  5185.174037607947 254.55178030243437  9.327958579235526E8  1.8556073551320246E8  124666.0  330946.0 0.9986666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
444028.42806642054 0.0 0.0 0.0 60419.93809719796 164111.0191521502 63471.07438016526  5225.956791284914  5225.956791284914 253.9669902222332  9.053228556910391E8  2.218299056533319E8  125174.0  332266.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
448023.19268326927 0.0 0.0 0.0 3994.764616848738 121858.5298905661 41652.89256198347  4594.361316449359  4594.361316449359 250.70300223040715  9.380887942395873E8  5.2839231244913675E7  125681.0  333527.0 0.9973333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
471472.68289349385 0.0 0.0 0.0 23449.490210224583 123098.3764810401 17851.239669421488  4358.403950329095  4358.403950329095 250.80981189533426  9.103698924983325E8  2.9666017454874467E7  126189.0  334805.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
472912.3564400122 0.0 0.0 0.0 1439.6735465183658 113320.84026451575 6148.760330578512  5068.449432464198  5068.449432464198 249.9658476153256  9.433533958997419E8  1.498276237100153E8  126696.0  336092.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
557921.6803066678 0.0 0.0 0.0 85009.32386665558 120817.28314305976 71404.95867768595  6107.922310425645  6107.922310425645 250.6133014423725  9.460927935924603E8  3.7128539632256216E8  127204.0  337427.0 0.9953333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
561428.9037769771 0.0 0.0 0.0 3507.2234703093327 113873.98750231275 5950.413223140496  4500.105887915831  4500.105887915831 250.01515398882776  9.182185334450928E8  5.2380149339238584E7  127711.0  338759.0 0.9946666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
583915.8462819909 0.0 0.0 0.0 22486.94250501372 109462.52372806483 21818.181818181823  5080.224461079811  5080.224461079811 249.6090255921636  9.514386885814859E8  1.4428201066110608E8  128219.0  340034.0 0.994 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
