observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
148109.0750140242 0.0 0.0 0.0 22794.9850140242 108924.8297315256 33719.00826446282  5465.237018035818  5465.237018035818 249.55929896712527  9.345211112428674E8  2.4424045191362944E8  124159.0  331015.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
148810.85517521374 0.0 0.0 0.0 701.7801611895615 102132.17804888831 3332.2314049586776  4162.200438868189  4162.200438868189 248.92692334081698  8.440835843481226E8  5.363446142092371E7  124159.0  331015.0 0.9998333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
327107.65904449177 0.0 0.0 0.0 178296.80386927802 184628.37828531562 89256.1983471075  6544.405285743432  6544.405285743432 255.39877140917395  9.371268908634609E8  4.7439348402665704E8  124666.0  332285.0 0.9996666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
328521.03009598405 0.0 0.0 0.0 1413.37105149226 121877.95548601745 59504.13223140493  4659.6616193857235  4659.6616193857235 250.70467569659007  9.095111560696992E8  9.550106867329165E7  125174.0  333599.0 0.9995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
331074.94128385326 0.0 0.0 0.0 2553.911187869223 113302.87363081676 6148.760330578512  4980.2327124914  4980.2327124914 249.96418603817781  9.42540791003459E8  1.3161333583394186E8  125681.0  334922.0 0.9993333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
393689.1891941864 0.0 0.0 0.0 62614.24791033317 121990.67325009161 47603.305785123965  6323.142505934344  6323.142505934344 250.7143860484228  9.147197262093624E8  4.4907791326158905E8  126189.0  336227.0 0.9991666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
411002.4741711089 0.0 0.0 0.0 17313.28497692253 122709.26453213296 11900.826446280991  4693.867248600193  4693.867248600193 250.77629087974958  9.478107654628097E8  6.457904982910164E7  126696.0  337494.0 0.999 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
411924.6868132447 0.0 0.0 0.0 922.2126421357963 109299.9428382019 6148.760330578512  8182.7740054883525  8182.7740054883525 249.593989904578  9.504172381536866E8  8.144722709073266E8  127204.0  338766.0 0.9988333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
415198.4343183244 0.0 0.0 0.0 3273.747505079692 101402.36081491639 5950.413223140496  5220.916305224699  5220.916305224699 248.85463557992438  9.222705323893186E8  2.0379507917274508E8  127711.0  340029.0 0.9986666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
540909.5715521341 0.0 0.0 0.0 125711.13723380968 158270.8917714753 63471.07438016526  5371.53189708579  5371.53189708579 253.54036100310287  9.555813049712124E8  2.0296960776259443E8  128219.0  341281.0 0.9985 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
596833.8161722955 0.0 0.0 0.0 55924.24462016138 150008.316391966 59504.13223140493  4682.687768266034  4682.687768266034 252.9345361845004  9.272334880497116E8  8.2745097559393E7  128726.0  342527.0 0.9983333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
764359.2277204915 0.0 0.0 0.0 167525.411548196 203360.29656592835 109090.9090909091  5082.522283324726  5082.522283324726 256.639283128992  9.60761977021648E8  1.3545432461402056E8  129234.0  343803.0 0.9981666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
790711.1989740632 0.0 0.0 0.0 26351.971253571643 159487.7694225017 65454.54545454542  4769.9529424531265  4769.9529424531265 253.62925556450446  9.634481219744287E8  6.5352123664925545E7  129741.0  345116.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
933631.0428746728 0.0 0.0 0.0 142919.84390060965 202941.69310076511 95206.61157024797  4259.308652098466  4259.308652098466 256.61213458076173  8.725336961214597E8  4.612899099544113E7  130249.0  346367.0 0.9978333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
964597.5309434938 0.0 0.0 0.0 30966.48806882104 161531.7662797084 67438.01652892558  4938.398360952384  4938.398360952384 253.77857230474896  9.687416352868186E8  9.638951131197204E7  130756.0  347691.0 0.9976666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
972654.4298388589 0.0 0.0 0.0 8056.8988953650705 109082.01893104371 55537.19008264461  4969.456161385274  4969.456161385274 249.57383602432662  9.400729322004468E8  1.3175687014821845E8  131264.0  348988.0 0.9975 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
980033.0158728542 0.0 0.0 0.0 7378.586033995222 105593.55447190201 6148.760330578512  4718.290162558401  4718.290162558401 249.25121839192656  9.739936137242025E8  4.366382164249619E7  131771.0  350247.0 0.9973333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
982964.5957108756 0.0 0.0 0.0 2931.5798380213887 95916.6057010589 5950.413223140496  6658.1153857240015  6658.1153857240015 248.3112763174583  9.45171911125799E8  4.9087385850027096E8  132279.0  351557.0 0.9971666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1010522.2854361392 0.0 0.0 0.0 27557.689725263677 109929.61081064874 6148.760330578512  7395.924285095331  7395.924285095331 249.652222399949  9.793915992709421E8  6.157873915975653E8  132786.0  352876.0 0.997 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1027600.4224776063 0.0 0.0 0.0 17078.13704146707 114814.08848324306 6148.760330578512  6044.899038294232  6044.899038294232 250.09614132350475  9.821095060358771E8  3.216756026419619E8  133294.0  354201.0 0.9968333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
