observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
215519.9511465138 0.0 0.0 0.0 90205.86114651382 148902.33633859723 61487.603305785095  5130.011502131747  5130.011502131747 252.8503544176128  9.327376984905615E8  1.7372124506586447E8  124159.0  330433.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
336800.07817158184 0.0 0.0 0.0 121280.12702506801 186923.84834081493 79338.84297520663  3919.772047643855  3919.772047643855 255.55439649768238  8.424727599266808E8  2957476.8317825035  124159.0  330433.0 0.9998333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
346213.1810106439 0.0 0.0 0.0 9413.102839062047 128880.46104301543 61487.603305785095  5968.886831076739  5968.886831076739 251.28740196978123  9.353788891596389E8  3.5201163902562785E8  124666.0  331720.0 0.9996666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
346233.71182574297 0.0 0.0 0.0 20.53081509908871 107960.44588086434 15867.768595041325  5072.777382208814  5072.777382208814 249.47011152139686  9.077233518434949E8  1.8639113520608437E8  125174.0  332987.0 0.9995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
354043.95435592474 0.0 0.0 0.0 7810.242530181767 104977.21477098746 6148.760330578512  4644.713309480137  4644.713309480137 249.19421851206764  9.405320808636073E8  6.125603976787641E7  125681.0  334232.0 0.9993333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
400879.19817061245 0.0 0.0 0.0 46835.24381468772 122945.54974266999 23801.652892561982  5065.255950443199  5065.255950443199 250.79664625626035  9.126379636259004E8  1.79854274538305E8  126189.0  335461.0 0.9991666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
417627.62422905565 0.0 0.0 0.0 16748.42605844321 122989.69341365338 11900.826446280991  4803.455941178842  4803.455941178842 250.80044912247186  9.458023613817842E8  9.022392898538981E7  126696.0  336796.0 0.999 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
428065.8187194237 0.0 0.0 0.0 10438.194490368076 122585.4840424592 5950.413223140496  4891.990638421754  4891.990638421754 250.7656275019348  9.48534783608443E8  1.0658698199377184E8  127204.0  338127.0 0.9988333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
432723.4997186579 0.0 0.0 0.0 4657.680999234175 117003.71774543356 5950.413223140496  4289.034073119311  4289.034073119311 250.2847723764157  9.204872771655563E8  4586693.419372858  127711.0  339412.0 0.9986666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
455617.90467425436 0.0 0.0 0.0 22894.404955596412 109479.21551971578 25785.123966942156  4633.7832143720325  4633.7832143720325 249.61056927029648  9.538871112154967E8  4.5543568017722584E7  128219.0  340730.0 0.9985 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
475984.57212502 0.0 0.0 0.0 20366.667450765588 108957.82560492518 15867.768595041325  5020.288770514827  5020.288770514827 249.5623504674859  9.256962793306344E8  1.5709727913715774E8  128726.0  342032.0 0.9983333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
560685.8450161904 0.0 0.0 0.0 84701.27289117045 127654.7935099224 61487.603305785095  4516.701680388425  4516.701680388425 251.18862950357985  9.592049861462961E8  1.4973135592385983E7  129234.0  343325.0 0.9981666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
769066.3475073135 0.0 0.0 0.0 208380.50249112307 207912.96496087892 122975.20661157023  5147.124428596601  5147.124428596601 256.93454666067055  9.618722952779834E8  1.482776245140487E8  129741.0  344627.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
838437.1051145127 0.0 0.0 0.0 69370.7576071993 189810.31188063917 83305.78512396698  4167.6255634721765  4167.6255634721765 255.75008894106028  8.711741816479516E8  2.771397409717093E7  130249.0  345914.0 0.9978333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
864005.4334359529 0.0 0.0 0.0 25568.32832144011 149190.21921678365 61487.603305785095  4700.817679510841  4700.817679510841 252.8722666476468  9.671668750925484E8  4.67220336097674E7  130756.0  347204.0 0.9976666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
873101.743527583 0.0 0.0 0.0 9096.310091630077 109273.58583538943 43636.36363636363  5376.579836660763  5376.579836660763 249.5915523754175  9.386313708204029E8  2.2100829929379982E8  131264.0  348544.0 0.9975 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
876387.356020275 0.0 0.0 0.0 3285.612492692025 100191.37509049998 6148.760330578512  6219.0629070029745  6219.0629070029745 248.73468849945522  9.725062912533916E8  3.688430938563832E8  131771.0  349807.0 0.9973333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
887350.38464014 0.0 0.0 0.0 10963.028619864966 100588.740067778 5950.413223140496  4615.250419446451  4615.250419446451 248.77404715409847  9.437128162937913E8  5.1720644474310294E7  132279.0  351104.0 0.9971666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
894250.1525606351 0.0 0.0 0.0 6899.767920495167 96726.01051341588 6148.760330578512  4613.737144278764  4613.737144278764 248.39144715861883  9.779982110684628E8  1.7108861185653344E7  132786.0  352483.0 0.997 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
894919.9634689086 0.0 0.0 0.0 669.810908273441 86421.19534278169 6148.760330578512  4825.865748329124  4825.865748329124 247.31805194999802  9.806632525564584E8  6.0196463923028514E7  133294.0  353782.0 0.9968333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1000336.0211507241 0.0 0.0 0.0 105416.05768181554 121574.58043883671 65454.54545454545  4808.127131215096  4808.127131215096 250.67854069941737  9.516127400851258E8  8.542104899665144E7  133801.0  355082.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1003843.3805791173 0.0 0.0 0.0 3507.359428393197 108421.83804971412 11900.826446280993  4759.275371234781  4759.275371234781 249.51278165631314  9.859933493950678E8  4.0503920089315444E7  134309.0  356380.0 0.9965 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1013041.2500609558 0.0 0.0 0.0 9197.869481838481 108062.80209858279 3966.9421487603304  5589.96328420947  5589.96328420947 249.47957755466408  9.567305160839694E8  2.4893244732003346E8  134816.0  357660.0 0.9963333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1061535.015476614 0.0 0.0 0.0 48493.76541565825 107775.1435148899 43636.36363636363  5145.060362987563  5145.060362987563 249.45297452278643  9.913579760016854E8  1.1834675885208374E8  135324.0  358994.0 0.9961666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1078186.9947209037 0.0 0.0 0.0 16651.979244289632 109677.14605724388 9917.355371900827  4832.621330034807  4832.621330034807 249.62887413828204  9.93965673700043E8  4.83511104300576E7  135831.0  360266.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1162586.0087168477 0.0 0.0 0.0 84399.01399594411 134106.82501541512 55537.19008264461  4432.144955128505  4432.144955128505 251.70857724356637  9.002282547515732E8  5.571237476005426E7  136339.0  361594.0 0.9958333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1232663.207180661 0.0 0.0 0.0 70077.19846381318 137865.9557130184 61487.603305785095  4830.46446042511  4830.46446042511 252.01031935705726  9.992732285288615E8  4.257835436828373E7  136846.0  362856.0 0.9956666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
