observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
268859.99897357676 0.0 0.0 0.0 143545.90897357676 178869.29632574104 85289.25619834714  4701.446449488726  4701.446449488726 255.0083251746265  9.344060747586188E8  7.961844926711169E7  124159.0  331242.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
469810.2382984577 0.0 0.0 0.0 200950.23932488094 228894.81404562574 146776.85950413218  4147.862100864349  4147.862100864349 258.2338752125165  8.439796804268659E8  5.064582211582758E7  124159.0  331242.0 0.9998333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
580806.4593675005 0.0 0.0 0.0 110996.22106904282 209189.8123427574 124958.67768595039  5742.545085961027  5742.545085961027 257.016268049742  9.370808362277359E8  3.014915074221116E8  124666.0  332545.0 0.9996666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
604068.8121028999 0.0 0.0 0.0 23262.352735399396 164232.6345173313 63471.07438016526  4748.456180660454  4748.456180660454 253.97587438946096  9.094685190129718E8  1.1469522935250103E8  125174.0  333860.0 0.9995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
664667.5843999989 0.0 0.0 0.0 60598.772297099014 120249.01518015997 95206.61157024793  9375.780064022436  9375.780064022436 250.56434658685043  9.423546415701263E8  1.0798466147718306E9  125681.0  335114.0 0.9993333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
687900.9657028216 0.0 0.0 0.0 23233.381302822723 121244.61720119888 17851.239669421488  4386.539612362341  4386.539612362341 250.65011519651955  9.145070831538914E8  3.159722545157943E7  126189.0  336400.0 0.9991666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
689526.5009411034 0.0 0.0 0.0 1625.535238281828 111647.23424194596 6148.760330578512  5074.1578669562305  5074.1578669562305 249.81107040062386  9.475325711860752E8  1.468796636748705E8  126696.0  337641.0 0.999 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
701439.32572855 0.0 0.0 0.0 11912.824787446514 111316.32307095765 6148.760330578512  6094.975627856318  6094.975627856318 249.7804673144324  9.501569142850885E8  3.644288895496708E8  127204.0  338919.0 0.9988333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
710856.8225182358 0.0 0.0 0.0 9417.496789685834 110148.35651993103 5950.413223140496  4635.050117571962  4635.050117571962 249.6724522815066  9.220700615325614E8  7.76338678427936E7  127711.0  340210.0 0.9986666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
716754.4432807259 0.0 0.0 0.0 5897.620762490073 109176.13412842313 1983.4710743801652  4886.3720796177895  4886.3720796177895 249.58253991754586  9.55504377039917E8  9.840555801481843E7  128219.0  341528.0 0.9985 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
731965.2890437283 0.0 0.0 0.0 15210.845763002457 109551.58322496085 9917.355371900827  4918.04129456388  4918.04129456388 249.6172619277685  9.272884731779574E8  1.3345198966230914E8  128726.0  342841.0 0.9983333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
782096.1427486938 0.0 0.0 0.0 50130.85370496559 109422.31100928021 45619.834710743795  4640.2912099025425  4640.2912099025425 249.605306668758  9.609963943962108E8  3.983795222778407E7  129234.0  344204.0 0.9981666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
906158.5453244449 0.0 0.0 0.0 124062.4025757511 161033.8043206692 67438.01652892558  5012.892735436725  5012.892735436725 253.74219550885158  9.636441382072436E8  1.1755421737355658E8  129741.0  345495.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1065452.2489201666 0.0 0.0 0.0 159293.7035957217 210234.09879965452 105123.96694214875  4969.442174587847  4969.442174587847 257.0813002117109  8.727469521795844E8  1.9907983344861296E8  130249.0  346768.0 0.9978333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1124985.2371779038 0.0 0.0 0.0 59532.98825773712 179717.18776025737 85289.25619834714  4760.6430987872745  4760.6430987872745 255.06580933967845  9.690100661239111E8  5.7782199654220946E7  130756.0  348113.0 0.9976666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1183456.8733506207 0.0 0.0 0.0 58471.63617271697 166278.70550817318 67438.01652892558  4472.101895875769  4472.101895875769 254.12072077246688  9.402236543898604E8  2.433502878902599E7  131264.0  349362.0 0.9975 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1268124.3622548515 0.0 0.0 0.0 84667.48890423085 124842.53449615955 120991.73553719006  5111.924379054463  5111.924379054463 250.9600667208959  9.74287770630568E8  1.2827007853688277E8  131771.0  350689.0 0.9973333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1268214.535754319 0.0 0.0 0.0 90.17349946747483 113946.81317504424 5950.413223140496  5035.4815974422945  5035.4815974422945 250.02142773734013  9.454640070532323E8  1.406063938195084E8  132279.0  351999.0 0.9971666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1268244.182338528 0.0 0.0 0.0 29.646584209045653 101975.48598499813 6148.760330578512  5852.213443676639  5852.213443676639 248.91140312846653  9.797053007153672E8  2.825207004674217E8  132786.0  353327.0 0.997 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1267764.1973385569 0.0 0.0 0.0 -479.98499997133734 90643.87766737722 6148.760330578512  4702.862987071062  4702.862987071062 247.77190860569402  9.822248000096471E8  3.210524783010403E7  133294.0  354557.0 0.9968333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
