observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
213564.83649640763 0.0 0.0 0.0 88250.74649640762 147588.3592330452 61487.603305785095  4488.873957577622  4488.873957577622 252.7503409372085  9.32450904116419E8  3.572523638496619E7  124159.0  330674.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
408648.5139311026 0.0 0.0 0.0 195083.67743469495 217360.32447204785 120991.73553719003  4319.976658502465  4319.976658502465 257.52508061228343  8.422137198468121E8  8.953405650261696E7  124159.0  330674.0 0.9988333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
513442.656731955 0.0 0.0 0.0 104794.1428008524 206567.46984318882 111074.38016528926  4512.617264422457  4512.617264422457 256.8472845089298  9.350754796162999E8  3.822170090658536E7  124666.0  331954.0 0.9976666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
558824.6877698145 0.0 0.0 0.0 45382.03103785949 174325.73769606833 73388.42975206609  4235.33343291404  4235.33343291404 254.68849274649463  9.073863638333902E8  6105263.59135511  125174.0  333199.0 0.9965 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
565149.0105167775 0.0 0.0 0.0 6324.322746962992 121999.67104644036 53553.71900826446  5096.6703883264945  5096.6703883264945 250.7151611859442  9.403687420066159E8  1.588990727296416E8  125681.0  334534.0 0.9953333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
614490.1498544025 0.0 0.0 0.0 49341.13933762502 124806.50799420281 41652.89256198347  4881.4098278791025  4881.4098278791025 250.95696312837723  9.126031440619684E8  1.402365150654893E8  126189.0  335829.0 0.9941666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
622586.5821565046 0.0 0.0 0.0 8096.43230210213 119469.5327139592 5950.413223140496  7482.994359205242  7482.994359205242 250.4971961331805  9.456877981238642E8  6.682707729010202E8  126696.0  337130.0 0.993 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
653444.7756357733 0.0 0.0 0.0 30858.193479268728 121909.52633749926 23801.652892561982  4616.5469631666765  4616.5469631666765 250.70739544602853  9.484336424771149E8  4.7279461406525604E7  127204.0  338467.0 0.9918333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
733021.3736328287 0.0 0.0 0.0 79576.59799705542 125735.28027345127 71404.95867768595  4345.885383417476  4345.885383417476 251.0339423219801  9.203996467202189E8  1.693621464287738E7  127711.0  339756.0 0.9906666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
750730.4766950221 0.0 0.0 0.0 17709.103062193357 109067.8654242971 29752.066115702488  4624.451795645056  4624.451795645056 249.57252709001176  9.538368431672474E8  4.3581202820550494E7  128219.0  341096.0 0.9895 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
751107.0184101298 0.0 0.0 0.0 376.54171510779037 100979.37087380287 3570.2479338842977  4894.788331717711  4894.788331717711 248.81273879494879  9.256760753924348E8  1.3004910654844168E8  128726.0  342409.0 0.9883333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
792507.5352396651 0.0 0.0 0.0 41400.51682953521 109969.0925882728 27768.59504132232  4642.200073742979  4642.200073742979 249.65587372498592  9.591196074059334E8  4.2126449690835774E7  129234.0  343675.0 0.9871666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
809744.8619322879 0.0 0.0 0.0 17237.326692622883 108208.91794326493 13884.297520661159  5113.203816969576  5113.203816969576 249.4930905339189  9.61848353422513E8  1.40985449420064E8  129741.0  345005.0 0.986 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
839951.8510202299 0.0 0.0 0.0 30206.989087941925 109814.62976979703 23801.65289256199  4799.624368847824  4799.624368847824 249.6415888069728  8.711329029999201E8  1.6406698035749578E8  130249.0  346282.0 0.9848333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
875487.645456267 0.0 0.0 0.0 35535.79443603716 107434.12515020398 31735.537190082654  6180.761865547602  6180.761865547602 249.42143671046  9.671199897051812E8  3.659684919281488E8  130756.0  347574.0 0.9836666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
877082.8084787512 0.0 0.0 0.0 1595.1630224841915 100755.92006889638 3570.2479338842977  4703.120169907502  4703.120169907502 248.79060618748974  9.38400114118009E8  7.59854038200518E7  131264.0  348822.0 0.9825 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
878264.5157095254 0.0 0.0 0.0 1181.7072307742192 90739.67190204299 6148.760330578512  5049.195067049084  5049.195067049084 247.78220463263574  9.72349977086566E8  1.1667819319829023E8  131771.0  350120.0 0.9813333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
889807.0577117081 0.0 0.0 0.0 11542.542002182703 91793.24655819456 5950.413223140496  4538.554122890638  4538.554122890638 247.89544352517137  9.437010060576992E8  3.519032742206035E7  132279.0  351491.0 0.9801666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
900466.9132716851 0.0 0.0 0.0 10659.855559977039 91747.47353273474 6148.760330578512  4556.868254858325  4556.868254858325 247.89052381048307  9.778464568691148E8  4994933.079723187  132786.0  352801.0 0.979 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
911149.8318405317 0.0 0.0 0.0 10682.91856884655 88366.93027053881 6148.760330578512  7914.701500463964  7914.701500463964 247.52718081153685  9.804720603889807E8  7.2659862690608E8  133294.0  354082.0 0.9778333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
912671.9437938491 0.0 0.0 0.0 1522.1119533174272 79110.51247408843 5950.413223140496  4828.116526627299  4828.116526627299 246.48906040161023  9.514520223526658E8  8.98931499137617E7  133801.0  355399.0 0.9766666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
926286.8518671473 0.0 0.0 0.0 13614.90807329815 84002.36358291589 3689.2561983471073  5033.800766123587  5033.800766123587 247.05807433178373  9.857972423993613E8  9.991063085785502E7  134309.0  356680.0 0.9755 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
932920.0492030479 0.0 0.0 0.0 6633.197335900656 82135.37389174369 3570.2479338842977  4929.93909318856  4929.93909318856 246.844884589077  9.565339946985686E8  1.067726272419323E8  134816.0  357958.0 0.9743333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1002351.8002953287 0.0 0.0 0.0 69431.75109228086 109051.46512191856 37685.950413223145  4829.70944888292  4829.70944888292 249.5710103691777  9.910534691791307E8  5.0635270170757055E7  135324.0  359240.0 0.9731666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1025311.8261960665 0.0 0.0 0.0 22960.025900737728 109170.01296727735 17851.23966942149  4990.238385957425  4990.238385957425 249.58197382477366  9.936544464402716E8  8.265773927877952E7  135831.0  360511.0 0.972 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
