observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
170031.2727952504 0.0 0.0 0.0 44717.1827952504 109988.47099214193 55537.19008264461  4505.611720463996  4505.611720463996 249.6576658644356  9.353791538846452E8  3.640704625030143E7  124159.0  331922.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
231150.78408136894 0.0 0.0 0.0 61119.51128611852 111000.02764626514 55537.19008264461  4570.764549350854  4570.764549350854 249.75121591105753  8.448585906052046E8  1.40980001067746E8  124159.0  331922.0 0.9988333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
256663.27892286883 0.0 0.0 0.0 25512.49484149989 109106.48424104204 21818.181818181823  5587.856428541155  5587.856428541155 249.57609860732842  9.379333625477768E8  2.6727518681066692E8  124666.0  333169.0 0.9976666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
268579.3114677084 0.0 0.0 0.0 11916.03254483953 108132.8582061167 7933.884297520661  4955.774282244192  4955.774282244192 249.48605643263818  9.102665922749473E8  1.5861225420718923E8  125174.0  334470.0 0.9965 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
288784.03660866246 0.0 0.0 0.0 20204.72514095405 117608.15582415473 6148.760330578512  4580.6671923375  4580.6671923375 250.3368431964296  9.43161956660379E8  4.4812471918601565E7  125681.0  335718.0 0.9953333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
289177.7563001227 0.0 0.0 0.0 393.7196914602635 105036.29563293738 5950.413223140496  7015.1666595371225  7015.1666595371225 249.19968238536367  9.152409227170182E8  5.978149228233743E8  126189.0  336979.0 0.9941666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
297982.9138055367 0.0 0.0 0.0 8805.157505413954 102563.38980101948 6148.760330578512  5129.303006753336  5129.303006753336 248.9696344890075  9.484591206985084E8  1.5784701208141145E8  126696.0  338302.0 0.993 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
300754.8949785172 0.0 0.0 0.0 2771.981172980481 92360.24301629738 6148.760330578512  6826.367627124062  6826.367627124062 247.95638467501047  9.511544109650644E8  5.2118059450251675E8  127204.0  339616.0 0.9918333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
302201.63071071147 0.0 0.0 0.0 1446.7357321942834 83387.7945156414 5950.413223140496  4468.771009709753  4468.771009709753 246.99202004682303  9.23011329927556E8  4.082893599549174E7  127711.0  340898.0 0.9906666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
305730.4340125673 0.0 0.0 0.0 3528.803301855794 78442.12016097768 3689.2561983471073  4785.221458172411  4785.221458172411 246.4104352618489  9.565332077113132E8  7.556020515882555E7  128219.0  342240.0 0.9895 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
