observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
271287.3493327864 0.0 0.0 0.0 145973.2593327864 181327.67508544197 85289.25619834714  4670.418048997455  4670.418048997455 255.1749949210469  9.340385048144027E8  7.329370454264148E7  124159.0  331022.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
321590.5941930666 0.0 0.0 0.0 50303.24486028022 167536.74301840644 59504.13223140493  4590.044695911017  4590.044695911017 254.20948373798112  8.436476817675556E8  1.4634931980062658E8  124159.0  331022.0 0.9988333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
424012.1687493944 0.0 0.0 0.0 102421.57455632785 179040.90487424424 85289.25619834714  5628.156502143047  5628.156502143047 255.01995965249114  9.367972212092109E8  2.7710338992031074E8  124666.0  332364.0 0.9976666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
432369.32145652495 0.0 0.0 0.0 8357.152707130534 122775.76887480343 59504.13223140493  5118.156475166653  5118.156475166653 250.78202006157852  9.091853893217155E8  1.9471662027791148E8  125174.0  333678.0 0.9965 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
439214.7847719012 0.0 0.0 0.0 6845.463315376265 118565.6781629941 6148.760330578512  4906.79369660709  4906.79369660709 250.41933133726687  9.421035190042447E8  1.1621102230852564E8  125681.0  334949.0 0.9953333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
441318.11440657737 0.0 0.0 0.0 2103.3296346761595 109300.26396541482 5950.413223140496  5418.330609114942  5418.330609114942 249.5940196028313  9.143179475250342E8  2.5432667619781312E8  126189.0  336260.0 0.9941666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
463230.7011617807 0.0 0.0 0.0 21912.58675520331 120663.58230091313 6148.760330578512  4400.508089126487  4400.508089126487 250.60006050145702  9.473922077891852E8  1724871.0689840163  126696.0  337525.0 0.993 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
462082.90302301315 0.0 0.0 0.0 -1147.798138767538 108448.56393184824 6148.760330578512  4918.459899718822  4918.459899718822 249.51525329990272  9.501722398687625E8  1.1065850920724611E8  127204.0  338879.0 0.9918333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
462046.2457892044 0.0 0.0 0.0 -36.65723380876306 97458.34279534694 5950.413223140496  5003.1506795520545  5003.1506795520545 248.46398403281964  9.220846440802087E8  1.570125105856787E8  127711.0  340170.0 0.9906666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
465653.0768509962 0.0 0.0 0.0 3606.831061791791 92146.74775889832 3689.2561983471073  5229.169899893304  5229.169899893304 247.93343806522984  9.554071934787813E8  1.7243858244572756E8  128219.0  341430.0 0.9895 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
478773.13426454243 0.0 0.0 0.0 13120.057413546247 97285.21402264034 3570.2479338842977  4411.343215919933  4411.343215919933 248.44683577878766  9.271368317983875E8  2.4317205355627738E7  128726.0  342715.0 0.9883333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
518889.8687966449 0.0 0.0 0.0 40116.734532102484 108968.59311534897 23801.65289256199  4631.702546831859  4631.702546831859 249.563346260552  9.606879219637709E8  3.829399156781179E7  129234.0  344006.0 0.9871666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
627277.4969329992 0.0 0.0 0.0 108387.62813635438 151312.01859808504 61487.603305785095  4556.599347833492  4556.599347833492 253.03200588779933  9.633701895297769E8  1.9413201603447605E7  129741.0  345312.0 0.986 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
