observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
140508.97254488285 0.0 0.0 0.0 15194.882544882863 109907.74261679834 25785.123966942156  4816.105961142367  4816.105961142367 249.65020000155354  9.329800365130153E8  1.0577465470231465E8  124159.0  330844.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
199761.82939563543 0.0 0.0 0.0 59252.856850752585 108244.35299524869 55537.19008264461  5379.056389657759  5379.056389657759 249.49636761261894  8.426916458824356E8  3.1748217590496296E8  124159.0  330844.0 0.9988333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
361617.91412285576 0.0 0.0 0.0 161856.0847272203 179685.08709851102 85289.25619834714  5126.09442561099  5126.09442561099 255.06363302362786  9.356517800330606E8  1.6996231466943815E8  124666.0  332144.0 0.9976666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
380313.1035913893 0.0 0.0 0.0 18695.189468533532 133230.06045503003 59504.13223140493  5646.083880609851  5646.083880609851 251.63792170642517  9.080710345821528E8  3.096962166567708E8  125174.0  333453.0 0.9965 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
433799.6058760566 0.0 0.0 0.0 53486.50228466728 122199.73861641824 59504.132231404954  5012.691891874121  5012.691891874121 250.73239650382652  9.411701469107347E8  1.3998489002568433E8  125681.0  334832.0 0.9953333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
437201.1589667085 0.0 0.0 0.0 3401.553090651926 115174.51574782051 5950.413223140496  4476.362736109163  4476.362736109163 250.12719122569095  9.132777233479367E8  5.219995285374932E7  126189.0  336075.0 0.9941666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
453455.31577142765 0.0 0.0 0.0 16254.15680471915 119829.35239326279 6148.760330578512  5450.5598286983395  5450.5598286983395 250.52819369342373  9.464273737673312E8  2.2916856151574805E8  126696.0  337394.0 0.993 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
450750.5883116905 0.0 0.0 0.0 -2704.7274597371725 105815.18944707404 6148.760330578512  5160.675155873061  5160.675155873061 249.27171547647038  9.490239499381026E8  1.6404863842726183E8  127204.0  338665.0 0.9918333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
490895.21859228075 0.0 0.0 0.0 40144.63028059025 123429.82699311731 17851.239669421488  4678.753065125492  4678.753065125492 250.8383655231838  9.210115049051733E8  8.811843007604058E7  127711.0  339976.0 0.9906666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
580950.6211644843 0.0 0.0 0.0 90055.40257220351 146871.5606627567 61487.603305785095  5126.065596779323  5126.065596779323 252.6957817523791  9.544136442537427E8  1.5119423254382047E8  128219.0  341292.0 0.9895 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
600440.3154099348 0.0 0.0 0.0 19489.694245450544 110202.3411172668 51570.24793388428  4588.665857056293  4588.665857056293 249.6774448457659  9.262699385580732E8  6.342967019017464E7  128726.0  342624.0 0.9883333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
723215.8414983985 0.0 0.0 0.0 122775.52608846362 160815.28214699705 67438.01652892558  4724.5685298079825  4724.5685298079825 253.72623216794486  9.597905007770292E8  5.922107494440792E7  129234.0  343911.0 0.9871666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
