observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
271326.3627087295 0.0 0.0 0.0 146012.27270872952 181648.22060929533 85289.25619834714  4388.885901087223  4388.885901087223 255.19672682096916  9.313528613724737E8  1.5257503048578506E7  124159.0  330217.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
281609.0070829281 0.0 0.0 0.0 10282.64437419856 132183.79702459238 55537.19008264461  4209.877876257177  4209.877876257177 251.5536068196142  8.412219393038844E8  6.677934403276836E7  124159.0  330217.0 0.9988333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
314299.4809707379 0.0 0.0 0.0 32690.473887809814 108246.14869820555 51570.24793388428  5057.874280312475  5057.874280312475 249.4965336815135  9.340330446179329E8  1.5686708894113767E8  124666.0  331526.0 0.9976666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
405944.4420022733 0.0 0.0 0.0 91644.9610315354 135484.7178325415 59504.13223140493  4902.259665794801  4902.259665794801 251.81961703864465  9.065225496540662E8  1.5081407592646575E8  125174.0  332842.0 0.9965 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
425207.2867285841 0.0 0.0 0.0 19262.8447263108 126564.20029543148 23801.652892561982  4381.709370858847  4381.709370858847 251.10074222704742  9.393807430314375E8  5681762.081591287  125681.0  334129.0 0.9953333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
427159.10774649505 0.0 0.0 0.0 1951.8210179109863 117910.05355514541 5950.413223140496  4655.554535056569  4655.554535056569 250.36285092652872  9.117176379223887E8  9.240875641133218E7  126189.0  335459.0 0.9941666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
427115.7728167052 0.0 0.0 0.0 -43.33492978982625 107331.20899749268 6148.760330578512  4386.749297284393  4386.749297284393 249.4119188936921  9.446737310029731E8  1475803.1860436294  126696.0  336708.0 0.993 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
427800.7788499133 0.0 0.0 0.0 685.0060332080443 96809.38993972522 6148.760330578512  5058.064760396983  5058.064760396983 248.39970581811858  9.47272423935399E8  1.4366879303967342E8  127204.0  337975.0 0.9918333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
429479.475168695 0.0 0.0 0.0 1678.6963187816943 87905.41125457102 5950.413223140496  4632.2617807953875  4632.2617807953875 247.47757644610607  9.192899043938541E8  7.981262668714012E7  127711.0  339272.0 0.9906666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
434440.6118253781 0.0 0.0 0.0 4961.1366566831275 84287.03868566595 3689.2561983471073  4890.253027241098  4890.253027241098 247.08867139785747  9.525968455484222E8  1.021501459542634E8  128219.0  340570.0 0.9895 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
449185.2356407416 0.0 0.0 0.0 14744.623815363488 90811.80246659662 3570.2479338842977  4649.612100548519  4649.612100548519 247.78995727285002  9.245124818232654E8  7.833222731294967E7  128726.0  341902.0 0.9883333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
498319.27826377854 0.0 0.0 0.0 49134.042623036934 109109.26241912508 25785.123966942156  5051.458703566317  5051.458703566317 249.57635553677287  9.579200238420568E8  1.3159637553545399E8  129234.0  343161.0 0.9871666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
617608.2807297719 0.0 0.0 0.0 119289.00246599336 159965.91414300044 63471.07438016526  4961.276361953009  4961.276361953009 253.66418468427207  9.606616745743488E8  1.0940387983325797E8  129741.0  344499.0 0.986 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
