observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
143605.27908524164 0.0 0.0 0.0 18291.189085241644 108691.2493728952 29752.066115702488  5161.963596643978  5161.963596643978 249.53769715831825  9.344892726895283E8  1.7886121111606383E8  124159.0  331675.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
192310.50933208497 0.0 0.0 0.0 48705.23024684332 109742.0599513337 43636.36363636363  4018.0560320412906  4018.0560320412906 249.63487745781316  8.440548269451063E8  2.257364562678436E7  124159.0  331675.0 0.999 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
225409.3829145285 0.0 0.0 0.0 33098.87358244355 108264.68939320835 29752.066115702488  4824.178024866425  4824.178024866425 249.4982483485812  9.371627934618616E8  1.0333290887882379E8  124666.0  332980.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
245459.25484813753 0.0 0.0 0.0 20049.87193360901 109672.74599617755 13884.297520661159  4757.517809978635  4757.517809978635 249.62846721503539  9.095232807684177E8  1.1659491171435203E8  125174.0  334283.0 0.997 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
250905.35008838022 0.0 0.0 0.0 5446.095240242697 103733.70482653251 6148.760330578512  5236.376079309215  5236.376079309215 249.07921712998544  9.425111601529278E8  1.8688886991962153E8  125681.0  335584.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
305947.04439128423 0.0 0.0 0.0 55041.69430290403 124586.8129791572 29752.066115702477  4436.520034576846  4436.520034576846 250.9380369554753  9.146672878161231E8  4.221697423375641E7  126189.0  336873.0 0.995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
315175.01167092775 0.0 0.0 0.0 9227.967279643522 118924.92905045177 5950.413223140496  8939.43798520845  8939.43798520845 250.45027989752342  9.477144882133169E8  9.803749722093714E8  126696.0  338119.0 0.994 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
383102.17654657474 0.0 0.0 0.0 67927.16487564698 122560.98243769328 59504.132231404954  4786.979257000525  4786.979257000525 250.76351675031816  9.503104406220331E8  8.216210048902202E7  127204.0  339385.0 0.993 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
386556.87398289086 0.0 0.0 0.0 3454.69743631612 115330.56789247865 5950.413223140496  4734.698758390247  4734.698758390247 250.14063472540303  9.2214921911724E8  9.904727997275084E7  127711.0  340643.0 0.992 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
390762.5003800026 0.0 0.0 0.0 4205.626397111766 108946.46080678768 5950.413223140496  4639.320259662209  4639.320259662209 249.56129943649196  9.555521878451701E8  4.507274081077829E7  128219.0  341947.0 0.991 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
421587.831772345 0.0 0.0 0.0 30825.33139234243 109287.12259983704 25785.123966942156  4699.545632350933  4699.545632350933 249.59280427261973  9.272758330414959E8  8.633871605066058E7  128726.0  343229.0 0.99 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
431168.54904482263 0.0 0.0 0.0 9580.717272477626 107826.9800406299 5950.413223140496  5090.446608544257  5090.446608544257 249.45776843065107  9.608237517609078E8  1.3710169623918244E8  129234.0  344516.0 0.989 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
465255.0350169122 0.0 0.0 0.0 34086.48597208958 108512.74702013578 27768.59504132232  5632.1239512614075  5632.1239512614075 249.52118903358325  9.63440567029648E8  2.5131575749388632E8  129741.0  345794.0 0.988 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
587833.7205098376 0.0 0.0 0.0 122578.68549292539 166502.96377640442 59504.13223140493  5084.336505252023  5084.336505252023 254.1365436940947  8.725572430037158E8  2.240503564046003E8  130249.0  347065.0 0.987 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
596945.4178361495 0.0 0.0 0.0 9111.697326311898 108409.94073630044 61487.603305785095  5717.117060630937  5717.117060630937 249.5116813776288  9.687213579920965E8  2.6436657962285522E8  130756.0  348373.0 0.986 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
605994.2467195743 0.0 0.0 0.0 9048.828883424843 108926.47961151158 3966.9421487603304  4565.3478594533735  4565.3478594533735 249.5594515501259  9.400588935154383E8  4.4611407406938165E7  131264.0  349677.0 0.985 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
605082.4547848538 0.0 0.0 0.0 -911.791934720514 96933.90373159539 6148.760330578512  4932.023614617148  4932.023614617148 248.41203880067306  9.741606721807871E8  8.959554668333869E7  131771.0  351030.0 0.984 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
604984.5621008731 0.0 0.0 0.0 -97.89268398081047 85974.0499933007 5950.413223140496  4911.547831173384  4911.547831173384 247.2699924756342  9.452874462426918E8  1.1405248355228418E8  132279.0  352318.0 0.983 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
620728.4043678349 0.0 0.0 0.0 15743.842266961827 90696.18747065925 6148.760330578512  4872.944459024754  4872.944459024754 247.77753089753432  9.795215757362038E8  7.149224282921475E7  132786.0  353650.0 0.982 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
619709.2290310685 0.0 0.0 0.0 -1019.1753367664035 78582.88701476486 6148.760330578512  4945.364788549466  4945.364788549466 246.42699412007585  9.822196695174787E8  8.441402071336882E7  133294.0  354964.0 0.981 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
725703.1662378542 0.0 0.0 0.0 105993.93720678569 126226.7739399685 53553.71900826446  4796.331273317601  4796.331273317601 251.07355016036493  9.531070322372575E8  8.138258467987217E7  133801.0  356257.0 0.98 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
725768.7224481452 0.0 0.0 0.0 65.55621029098783 108142.44487846975 11900.826446280993  6249.0588255087205  6249.0588255087205 249.48694302029685  9.876149706960982E8  3.6020403973709387E8  134309.0  357588.0 0.979 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
768662.5433896643 0.0 0.0 0.0 42893.82094151914 107830.44063322933 37685.950413223145  5519.874773536474  5519.874773536474 249.4580884706584  9.583331754832072E8  2.3221285115830562E8  134816.0  358883.0 0.978 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
822243.6130436646 0.0 0.0 0.0 53581.06965400036 108745.8693570682 47603.30578512396  5062.335145037652  5062.335145037652 249.5427484839608  9.929418816409774E8  9.892038693011717E7  135324.0  360181.0 0.977 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
849769.7698275568 0.0 0.0 0.0 27526.156783892213 108988.91875638967 21818.181818181823  5464.925566388884  5464.925566388884 249.5652260017007  9.95579785455475E8  1.8311460271465886E8  135831.0  361467.0 0.976 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
931685.5153159116 0.0 0.0 0.0 81915.74548835483 130429.28641132414 55537.19008264461  4938.187750776036  4938.187750776036 251.41221665011878  9.015416781639886E8  1.6354404328913438E8  136339.0  362711.0 0.975 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
987369.7991055687 0.0 0.0 0.0 55684.28378965703 119505.89267458022 61487.603305785095  5120.074220616072  5120.074220616072 250.50032845232428  1.0008655011089704E9  1.0345013458137439E8  136846.0  364038.0 0.974 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
995369.1072646502 0.0 0.0 0.0 7999.308159081516 108106.4123882394 13884.297520661159  5514.490924761134  5514.490924761134 249.48361068974748  9.712242181520159E8  2.18160601030902E8  137354.0  365369.0 0.973 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1002344.2336451437 0.0 0.0 0.0 6975.126380493533 104190.89648074805 6148.760330578512  4741.881957406362  4741.881957406362 249.12149879596302  1.006189816814355E9  1.6555979933397483E7  137861.0  366628.0 0.972 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1057117.6415813002 0.0 0.0 0.0 54773.407936156495 124308.52099198155 29752.066115702477  4903.71730922052  4903.71730922052 250.9140628008254  9.762553760922743E8  8.139563915526879E7  138369.0  367897.0 0.971 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1056968.8030731087 0.0 0.0 0.0 -148.83850819162205 111598.08258082914 6148.760330578512  6412.839572382273  6412.839572382273 249.80652479245623  1.0114211535756707E9  3.71722665011728E8  138876.0  369177.0 0.97 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1057418.9043966592 0.0 0.0 0.0 450.10132355059307 101138.36816192252 6148.760330578512  4761.055411878697  4761.055411878697 248.82848733774986  1.0139892217106608E9  1.2891973204621607E7  139384.0  370425.0 0.969 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1057317.673071377 0.0 0.0 0.0 -101.23132528226442 89672.1389809096 5950.413223140496  5414.584632590169  5414.584632590169 247.66746549665837  9.83950239213031E8  1.8388643910335964E8  139891.0  371769.0 0.968 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1128333.3621398087 0.0 0.0 0.0 71015.68906843182 108030.11785010967 47603.30578512396  5054.404414107881  5054.404414107881 249.4765548737732  1.019355729133469E9  7.07960114661307E7  140399.0  373038.0 0.967 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1268575.2399696477 0.0 0.0 0.0 140241.87782983892 170837.7594062745 71404.95867768592  6029.277595988339  6029.277595988339 254.44239253554466  9.890307566737955E8  3.113850643216623E8  140906.0  374326.0 0.966 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1315535.6066848014 0.0 0.0 0.0 46960.366715153636 149367.51760987364 61487.603305785095  6943.005205769715  6943.005205769715 252.88576173008627  1.0247951207525275E9  4.726966883597857E8  141414.0  375687.0 0.965 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1455323.763818999 0.0 0.0 0.0 139788.15713419762 188767.48301196267 95206.61157024802  5181.5801618608275  5181.5801618608275 255.67938867877714  1.0273709063000631E9  9.021054736106369E7  141921.0  376944.0 0.964 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1480852.6542952387 0.0 0.0 0.0 25528.890476239612 154223.65362605863 55537.19008264461  4535.52977949932  4535.52977949932 253.24470477215712  9.303912104909457E8  4.784782195827301E7  142429.0  378261.0 0.963 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1495722.156257701 0.0 0.0 0.0 14869.501962462442 107592.9908546102 55537.19008264461  5962.9746512664  5962.9746512664 249.4361288129668  1.0327730879221756E9  2.53342280505108E8  142936.0  379579.0 0.962 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
