observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
153694.62708696153 0.0 0.0 0.0 28380.537086961544 109240.03014373049 39669.42148760331  4785.175455627805  4785.175455627805 249.58844910235186  9.333278285496999E8  9.87556623307544E7  124159.0  331076.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
213808.16746159058 0.0 0.0 0.0 60113.540374629054 109601.43116829124 55537.19008264461  4214.949267423827  4214.949267423827 249.62187192900132  8.430057806252683E8  6.608931821476745E7  124159.0  331076.0 0.999 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
255215.6549518359 0.0 0.0 0.0 41407.487490245316 108217.01202405532 37685.950413223145  5105.956221258165  5105.956221258165 249.49383908481045  9.359899995071253E8  1.6528061637330183E8  124666.0  332374.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
278588.5734493048 0.0 0.0 0.0 23372.91849746889 109066.9686695444 17851.23966942149  4671.722182558297  4671.722182558297 249.57244415699105  9.084034509394395E8  9.921003853438887E7  125174.0  333685.0 0.997 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
288100.82953525183 0.0 0.0 0.0 9512.25608594704 106422.19226084134 6148.760330578512  6008.272164071582  6008.272164071582 249.32785186912434  9.413846182781292E8  3.545006772029577E8  125681.0  335001.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
287952.7729018355 0.0 0.0 0.0 -148.05663341631805 95555.90404794863 5950.413223140496  4767.818356335912  4767.818356335912 248.27554913311695  9.135384635289192E8  1.148013870603871E8  126189.0  336269.0 0.995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
287917.6349865675 0.0 0.0 0.0 -35.13791526801398 80875.27784127559 6148.760330578512  8496.727960826505  8496.727960826505 246.69665543362845  9.466864474522735E8  8.859177561297681E8  126696.0  337582.0 0.994 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
293826.2864097327 0.0 0.0 0.0 5908.651423165244 75816.78474615849 6148.760330578512  4818.384187703823  4818.384187703823 246.10160860441812  9.493649653735882E8  8.988110176830672E7  127204.0  338891.0 0.993 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
303450.9899799742 0.0 0.0 0.0 9624.703570241527 74503.11811473891 5950.413223140496  4987.956978520606  4987.956978520606 245.94331005946754  9.211831784611933E8  1.5463694526826474E8  127711.0  340124.0 0.992 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
308548.8359739732 0.0 0.0 0.0 5097.8459939989925 70885.7678219061 3689.2561983471073  5025.940088484702  5025.940088484702 245.4904373412548  9.545410221499215E8  1.2947143247659001E8  128219.0  341416.0 0.991 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
353200.48003084696 0.0 0.0 0.0 44651.64405687377 109079.54101423701 1983.4710743801652  4474.399790162707  4474.399790162707 249.57360686342707  9.262625395587747E8  3.879176155117002E7  128726.0  342685.0 0.99 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
520569.4989400288 0.0 0.0 0.0 167369.01890918182 184457.91424999436 87272.72727272731  4717.918400697327  4717.918400697327 255.38721452542333  9.598004305903643E8  5.7776821868385494E7  129234.0  343980.0 0.989 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
538791.258468005 0.0 0.0 0.0 18221.759527976174 136727.48434395503 61487.603305785095  4464.586128230688  4464.586128230688 251.91976745458578  9.624829117480377E8  454744.20477287215  129741.0  345291.0 0.988 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
588363.1796285189 0.0 0.0 0.0 49571.921160513855 126365.74641693634 55537.19008264461  4396.469004888193  4396.469004888193 251.08474948963948  8.717437315854622E8  7.650218336250119E7  130249.0  346588.0 0.987 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
595990.8024276597 0.0 0.0 0.0 7627.622799140844 109227.72300016295 19834.710743801657  4930.935472112539  4930.935472112539 249.58731092205338  9.678505382537099E8  9.56709862041317E7  130756.0  347909.0 0.986 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
616578.9464283653 0.0 0.0 0.0 20588.144000705593 107789.123411749 15867.768595041325  6158.974994078188  6158.974994078188 249.454267401438  9.391583996843586E8  3.892310127962495E8  131264.0  349182.0 0.985 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
622857.6162283084 0.0 0.0 0.0 6278.669799943138 97566.34504083627 6148.760330578512  10352.687840277338  10352.687840277338 248.4746815610971  9.730846376592776E8  1.259819527561566E9  131771.0  350458.0 0.984 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
623067.402665262 0.0 0.0 0.0 209.78643695358477 83815.84961103414 5950.413223140496  8009.8686436152175  8009.8686436152175 247.03802768820228  9.442700813033986E8  7.833265905093831E8  132279.0  351756.0 0.983 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
624626.3618029912 0.0 0.0 0.0 1558.9591377292047 73874.63922613778 6148.760330578512  5351.409192047051  5351.409192047051 245.86289049598693  9.783339905302768E8  1.758767863292083E8  132786.0  353019.0 0.982 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
624991.3622161369 0.0 0.0 0.0 365.00041314568205 62847.96410265755 6148.760330578512  5242.915206047393  5242.915206047393 244.4109769018991  9.809692930826591E8  1.498411188692077E8  133294.0  354303.0 0.981 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
628070.2992470454 0.0 0.0 0.0 3078.9370309085134 55142.0356802285 5950.413223140496  4834.452230197067  4834.452230197067 243.26483372057132  9.519732228327305E8  9.073845628755002E7  133801.0  355637.0 0.98 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
628232.9912348152 0.0 0.0 0.0 162.6919877698488 45960.16124552426 3689.2561983471073  5655.310224126984  5655.310224126984 241.70458813870218  9.863638275672293E8  2.3339339392681262E8  134309.0  356932.0 0.979 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
633628.2140887858 0.0 0.0 0.0 5395.222853970558 42358.67909731764 3570.2479338842977  5426.457068292886  5426.457068292886 241.03454494833815  9.571864793364681E8  2.132108877147509E8  134816.0  358262.0 0.978 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
701699.8777080412 0.0 0.0 0.0 68071.66361925544 101521.54569589667 3689.2561983471073  5219.540822329301  5219.540822329301 248.86644073850007  9.917855021602504E8  1.339834404101328E8  135324.0  359576.0 0.977 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
846002.0863617037 0.0 0.0 0.0 144302.20865366253 167372.88552178422 73388.42975206609  5062.439075709053  5062.439075709053 254.19792249501052  9.943868159795395E8  9.749786872451381E7  135831.0  360847.0 0.976 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1003852.2814443063 0.0 0.0 0.0 157850.19508260256 213627.35409657043 107107.4380165289  4488.288491287625  4488.288491287625 257.29261266014265  9.005262917419046E8  6.752357332914877E7  136339.0  362124.0 0.975 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1061735.0763788982 0.0 0.0 0.0 57882.794934592064 180888.2774826853 85289.25619834714  5332.615350130204  5332.615350130204 255.1452052530634  9.997028554109668E8  1.504543994502666E8  136846.0  363433.0 0.974 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1132488.2164301039 0.0 0.0 0.0 70753.1400512056 173149.70700574946 73388.42975206609  5103.280776075537  5103.280776075537 254.60551591093977  9.701095876635954E8  1.305839787786843E8  137354.0  364769.0 0.973 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1134197.214704941 0.0 0.0 0.0 1708.9982748371385 122008.2962114178 47603.305785123965  5247.103284044835  5247.103284044835 250.71590422221036  1.0050644550545303E9  1.2664925630823791E8  137861.0  366046.0 0.972 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1162287.94538925 0.0 0.0 0.0 28090.730684309092 121413.59512721843 23801.652892561982  4883.778875946472  4883.778875946472 250.66467221978104  9.752121006402068E8  7.813852311459221E7  138369.0  367336.0 0.971 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1163641.2300146138 0.0 0.0 0.0 1353.2846253636917 110192.25870465406 6148.760330578512  6425.860717349557  6425.860717349557 249.67651241141718  1.0103185794890426E9  3.756336854922551E8  138876.0  368606.0 0.97 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1187833.9098483666 0.0 0.0 0.0 24192.679833752783 122013.79500320386 5950.413223140496  6420.730312062472  6420.730312062472 250.71637792929047  1.0129872185163198E9  3.718585025889834E8  139384.0  369906.0 0.969 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1187734.8887399412 0.0 0.0 0.0 -99.02110842552678 111391.86638871614 5950.413223140496  4572.494282921703  4572.494282921703 249.78745365659077  9.82822333149827E8  3389333.548964818  139891.0  371175.0 0.968 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1192719.5547919902 0.0 0.0 0.0 4984.666052049014 108456.83249514 1983.4710743801652  5936.228871244974  5936.228871244974 249.51601798715805  1.0181911384619623E9  2.621556059601147E8  140399.0  372448.0 0.967 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1206028.0091342223 0.0 0.0 0.0 13308.454342232031 108604.1888858442 7933.884297520661  5227.213654007152  5227.213654007152 249.52964569368763  9.879034776975864E8  1.395203682249052E8  140906.0  373734.0 0.966 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1226069.295040369 0.0 0.0 0.0 20041.285906146666 109692.46613131212 13884.297520661159  5068.711140017547  5068.711140017547 249.63029095822733  1.0235048101255081E9  6.973265549228546E7  141414.0  375036.0 0.965 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1240307.7723635933 0.0 0.0 0.0 14238.47732322437 108541.3659910642 9917.355371900827  5472.222091571447  5472.222091571447 249.52383575243357  1.0261926179743817E9  1.5407551043705958E8  141921.0  376347.0 0.964 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1284504.5237470411 0.0 0.0 0.0 44196.75138344768 108257.56540337093 39669.42148760331  4811.1304835377  4811.1304835377 249.49758951293543  9.293211078269536E8  1.083604548589757E8  142429.0  377661.0 0.963 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1324085.825282402 0.0 0.0 0.0 39581.301535361046 108099.96046532721 33719.00826446282  6019.898208942007  6019.898208942007 249.4830140077062  1.0315517993888959E9  2.6684104238754332E8  142936.0  378956.0 0.962 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1337185.257290705 0.0 0.0 0.0 13099.432008303027 108332.9645921596 7933.884297520661  4932.543583949972  4932.543583949972 249.50456252586326  1.0008560010052614E9  6.3012366673744455E7  143443.0  380254.0 0.961 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1360283.9265089338 0.0 0.0 0.0 23098.66921822872 120024.69247441475 6148.760330578512  5258.181005395031  5258.181005395031 250.54502175003574  1.0368836199313407E9  9.721937337656875E7  143951.0  381552.0 0.96 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1387833.703976262 0.0 0.0 0.0 27549.77746732813 124902.09714122611 17851.239669421488  4821.133131095289  4821.133131095289 250.96519789293816  1.0059159704887412E9  3.3922998440523006E7  144458.0  382805.0 0.959 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1402912.082532871 0.0 0.0 0.0 15078.378556609248 118613.14900019698 11900.826446280991  9466.500251357393  9466.500251357393 250.4234208304787  1.0420815003868029E9  9.996866053865777E8  144966.0  384090.0 0.958 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1414457.6160902407 0.0 0.0 0.0 11545.533557369641 117365.27593175403 6148.760330578512  6644.646295234061  6644.646295234061 250.31591970466522  1.0447515999380028E9  3.8838910882564E8  145473.0  385394.0 0.957 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1420882.1917181439 0.0 0.0 0.0 6424.575627903321 112230.17537173576 5950.413223140496  5609.262964781091  5609.262964781091 249.86498153812408  1.0136055874957619E9  1.9621999896965736E8  145981.0  386681.0 0.956 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1426106.309003996 0.0 0.0 0.0 5224.1172858521495 107797.68990701238 3966.9421487603304  5689.660601815199  5689.660601815199 249.45505964182118  1.0501110168848542E9  1.7705501501905677E8  146488.0  388005.0 0.955 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1500550.4730394627 0.0 0.0 0.0 74444.16403546667 117449.08804430597 59504.13223140493  5288.633666768368  5288.633666768368 250.32313990733167  1.0188110463084816E9  1.2186008422597243E8  146996.0  389302.0 0.954 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
