observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
309467.27826363686 0.0 0.0 0.0 184153.18826363687 198869.95046650915 105123.96694214879  5473.360854979166  5473.360854979166 256.3480615128419  9.334525865018548E8  2.470611544120544E8  124159.0  331204.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
384146.36605707766 0.0 0.0 0.0 74679.08779344076 188156.74781199743 81322.3140495868  4069.9763983657735  4069.9763983657735 255.6379829025083  8.431184652272093E8  3.470837476535839E7  124159.0  331204.0 0.999 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
489111.9093890578 0.0 0.0 0.0 104965.54333198011 190481.84874922573 97190.08264462817  5450.359750123887  5450.359750123887 255.7956168643543  9.36021635728278E8  2.395311459017205E8  124666.0  332456.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
502224.98788707866 0.0 0.0 0.0 13113.078498020868 138113.8907918027 59504.13223140493  5976.904224039219  5976.904224039219 252.02919095690385  9.084410155223138E8  3.806787322070043E8  125174.0  333774.0 0.997 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
615384.6300783342 0.0 0.0 0.0 113159.64219125561 125784.84374716472 120991.73553719006  4496.953698703571  4496.953698703571 251.03793647732812  9.412801664825532E8  2.8638641034015473E7  125681.0  335021.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
634857.6234159213 0.0 0.0 0.0 19472.993337587137 122803.5054786756 17851.239669421488  4603.0919366547905  4603.0919366547905 250.78440950023048  9.134921661193E8  7.931891027048029E7  126189.0  336321.0 0.995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
637267.7455536777 0.0 0.0 0.0 2410.1221377562806 110703.6407775013 6148.760330578512  8361.226508352047  8361.226508352047 249.72380567626942  9.465678167956114E8  8.568109564149255E8  126696.0  337602.0 0.994 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
668909.3702141719 0.0 0.0 0.0 31641.624660494304 125197.52212461404 11900.826446280991  5246.9168671005755  5246.9168671005755 250.99060618298122  9.490945417031057E8  1.8257896259634772E8  127204.0  338831.0 0.993 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
672170.5266652805 0.0 0.0 0.0 3261.1564511085335 118112.5602357943 5950.413223140496  4395.705116787776  4395.705116787776 250.38029636765975  9.211418720295547E8  2.6939284842892498E7  127711.0  340171.0 0.992 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
677403.7454684541 0.0 0.0 0.0 5233.218803173687 108637.93407068546 9917.355371900827  4790.489596381678  4790.489596381678 249.5327664913239  9.545431648425453E8  7.868649862511703E7  128219.0  341485.0 0.991 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
685306.912299911 0.0 0.0 0.0 7903.166831456949 108841.03502498381 1983.4710743801652  5716.594802778439  5716.594802778439 249.55154952603198  9.262824384220247E8  3.066928567782665E8  128726.0  342760.0 0.99 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
734159.8233406405 0.0 0.0 0.0 48852.911040729516 109381.52669535128 43636.36363636363  4676.0557339985035  4676.0557339985035 249.60153488350608  9.597626595896407E8  4.878550551832579E7  129234.0  344026.0 0.989 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
838712.4006226814 0.0 0.0 0.0 104552.57728204086 147875.227582438 61487.603305785095  4571.273089169307  4571.273089169307 252.7721759462961  9.624685878971536E8  2.347968743504128E7  129741.0  345344.0 0.988 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
865145.6759122153 0.0 0.0 0.0 26433.275289533944 113510.90540936761 55537.19008264461  5260.4073799599  5260.4073799599 249.98342508178743  8.718178101068807E8  2.6276537550448138E8  130249.0  346688.0 0.987 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
956638.322867669 0.0 0.0 0.0 91492.64695545383 138753.4126719826 61487.603305785095  4762.536387054024  4762.536387054024 252.07786821981904  9.678224024819095E8  5.937821437406683E7  130756.0  347957.0 0.986 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
967542.6862303034 0.0 0.0 0.0 10904.363362634344 108682.58625619927 35702.47933884298  5272.710439574756  5272.710439574756 249.53689598226202  9.391818407838933E8  1.9805491204328594E8  131264.0  349249.0 0.985 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
971624.703650977 0.0 0.0 0.0 4082.017420673669 101149.37826958863 6148.760330578512  5466.465076705791  5466.465076705791 248.82957787931744  9.731656685386301E8  2.058607666373281E8  131771.0  350552.0 0.984 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
973730.0730515124 0.0 0.0 0.0 2105.3694005353914 91793.2395685922 5950.413223140496  5511.094878391334  5511.094878391334 247.89544277392434  9.442531881591296E8  2.4439915978374612E8  132279.0  351800.0 0.983 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
990573.4678130788 0.0 0.0 0.0 16843.394761566447 97517.03203763496 6148.760330578512  4970.84196194518  4970.84196194518 248.4697971511128  9.783712318813753E8  9.375746481260753E7  132786.0  353088.0 0.982 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
