observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
140381.52490010342 0.0 0.0 0.0 15067.434900103439 109726.79640811279 25785.123966942156  4869.6045250484885  4869.6045250484885 249.63346586591257  9.345264367321756E8  1.1576701311486584E8  124159.0  331702.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
272619.8674298746 0.0 0.0 0.0 132238.34252977118 172320.82782796622 65454.54545454541  4189.765655372464  4189.765655372464 254.54703293783717  8.440883944674914E8  5.957501425397781E7  124159.0  331702.0 0.999 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
304090.98946909985 0.0 0.0 0.0 31471.12203922523 137591.6530481375 61487.603305785095  4712.693513269139  4712.693513269139 251.98940793360768  9.372281015227768E8  7.922222881965168E7  124666.0  333016.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
314944.02284969995 0.0 0.0 0.0 10853.033380600098 109353.65154162463 33719.00826446282  5372.0266226502035  5372.0266226502035 249.59895695381712  9.0950727975875E8  2.4915033712787637E8  125174.0  334282.0 0.997 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
315847.4313535852 0.0 0.0 0.0 903.4085038852452 98774.95886597078 6148.760330578512  5333.340848960575  5333.340848960575 248.59439370700977  9.42417935599337E8  2.078957974041822E8  125681.0  335549.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
346390.22500077536 0.0 0.0 0.0 30542.793647190123 118323.13451101263 5950.413223140496  5044.204779007772  5044.204779007772 250.39843681176885  9.146743874246225E8  1.732774599626472E8  126189.0  336889.0 0.995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
394405.70015874883 0.0 0.0 0.0 48015.475157973466 122217.43413436713 35702.479338842975  8418.696195775994  8418.696195775994 250.73392092818463  9.478437944929355E8  8.679302432530617E8  126696.0  338195.0 0.994 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
424521.61445899773 0.0 0.0 0.0 30115.914300248907 123897.56597510913 23801.652892561982  4634.129566944913  4634.129566944913 250.8786600598819  9.504916766543108E8  4.901370512043653E7  127204.0  339486.0 0.993 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
431356.610284602 0.0 0.0 0.0 6834.995825604226 120148.85226436188 5950.413223140496  4633.296313210988  4633.296313210988 250.55571780361493  9.223526167234178E8  7.69730459520809E7  127711.0  340756.0 0.992 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
431676.56608114357 0.0 0.0 0.0 319.9557965415962 109223.48045947707 5950.413223140496  5294.914378285902  5294.914378285902 249.58691856649193  9.557393041776484E8  1.862864723328403E8  128219.0  342046.0 0.991 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
503469.9300367624 0.0 0.0 0.0 71793.3639556188 116602.8824491321 59504.13223140493  4909.8297345590345  4909.8297345590345 250.25024142394315  9.274516762638878E8  1.315176884013232E8  128726.0  343329.0 0.99 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
552769.1564627084 0.0 0.0 0.0 49299.226425945984 109246.28037105492 51570.24793388428  5085.580570139011  5085.580570139011 249.5890271313285  9.610417662192526E8  1.3583415748521614E8  129234.0  344636.0 0.989 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
571492.5428137701 0.0 0.0 0.0 18723.386351061763 109095.01304028239 13884.297520661159  4990.356161173117  4990.356161173117 249.57503773608457  9.637175949653511E8  1.1261999292750342E8  129741.0  345943.0 0.988 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
752666.3917248781 0.0 0.0 0.0 181173.848911108 196899.79462290675 89256.19834710751  4112.868981376381  4112.868981376381 256.2202869591353  8.728510108627806E8  1.4227052457289614E7  130249.0  347234.0 0.987 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
882298.8500100636 0.0 0.0 0.0 129632.45828518551 208152.04318250972 113057.85123966941  5322.358485913372  5322.358485913372 256.950052090441  9.69107314145515E8  1.7883770412837604E8  130756.0  348566.0 0.986 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
891247.5069003447 0.0 0.0 0.0 8948.65689028111 151355.61093230415 59504.13223140493  6240.956909082021  6240.956909082021 253.03519036688613  9.403914381965241E8  4.056801223712659E8  131264.0  349847.0 0.985 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
911519.5164476502 0.0 0.0 0.0 20272.009547305403 125233.02083032059 41652.89256198347  4741.707087305509  4741.707087305509 250.99346690549768  9.744210085975087E8  4.82870715513343E7  131771.0  351158.0 0.984 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
910544.809992391 0.0 0.0 0.0 -974.7064552590674 110761.76173307525 5950.413223140496  7546.139418845771  7546.139418845771 249.72918077620227  9.455120276168507E8  6.820658922042854E8  132279.0  352426.0 0.983 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
