observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
140531.87990943954 0.0 0.0 0.0 15217.789909439525 110113.61026584213 25785.123966942156  4633.145676655254  4633.145676655254 249.6692389037124  9.339875430620097E8  6.530562979240712E7  124159.0  331209.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
158978.8210936134 0.0 0.0 0.0 18446.941184173847 110149.58717512187 13884.297520661159  4526.66675423293  4526.66675423293 249.6725660940647  8.436016517976818E8  1.3272577215560219E8  124159.0  331209.0 0.999 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
190394.76697076776 0.0 0.0 0.0 31415.94587715435 109195.62097807799 27768.59504132232  4601.317032875913  4601.317032875913 249.58434208619977  9.366585237991836E8  5.576973509576221E7  124666.0  332509.0 0.998 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
220709.06701742427 0.0 0.0 0.0 30314.300046656514 108260.89711574215 25785.123966942156  5463.899942050205  5463.899942050205 249.49789763393528  9.089820639567915E8  2.694911139437959E8  125174.0  333789.0 0.997 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
235541.5530862257 0.0 0.0 0.0 14832.486068801438 109882.98202497144 6148.760330578512  7061.640828993617  7061.640828993617 249.64791011051247  9.42000685182243E8  5.810788728628674E8  125681.0  335114.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
289056.01612451277 0.0 0.0 0.0 53514.46303828704 123398.82728093176 35702.479338842975  4296.138443483737  4296.138443483737 250.83569497595897  9.140593860848731E8  1.254688011391475E7  126189.0  336345.0 0.995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
304216.9984988947 0.0 0.0 0.0 15160.982374381905 119598.8975741094 11900.826446280991  7060.085634923273  7060.085634923273 250.5083405904643  9.471601817444434E8  5.755839465673747E8  126696.0  337626.0 0.994 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
319994.15511945385 0.0 0.0 0.0 15777.156620559139 124220.71478355887 5950.413223140496  5204.9261879691785  5204.9261879691785 250.9064985168469  9.498054671810572E8  1.7281133959226993E8  127204.0  338917.0 0.993 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
324642.0250004439 0.0 0.0 0.0 4647.869880990092 117889.201826926 5950.413223140496  5028.969614482467  5028.969614482467 250.3610546025953  9.216969827851839E8  1.6296889067396495E8  127711.0  340188.0 0.992 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
331439.96191248094 0.0 0.0 0.0 6797.936912037028 109360.39602101377 9917.355371900827  5409.387346048407  5409.387346048407 249.59958069185367  9.551558338597859E8  2.1155987539644602E8  128219.0  341523.0 0.991 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
397284.832907393 0.0 0.0 0.0 65844.87099491208 111185.79096642115 59504.13223140493  4515.343818099927  4515.343818099927 249.76839553929725  9.269295254041326E8  4.695572781460158E7  128726.0  342824.0 0.99 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
420645.2788792333 0.0 0.0 0.0 23360.4459718403 109557.2801170978 19834.710743801657  5154.246077361968  5154.246077361968 249.61778878360286  9.604456134135183E8  1.5124032865980765E8  129234.0  344100.0 0.989 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
451406.03510190675 0.0 0.0 0.0 30760.756222673448 109171.4121883899 25785.123966942156  5361.500184439214  5361.500184439214 249.58210322652272  9.630687254561555E8  1.9331851217216337E8  129741.0  345380.0 0.988 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
594101.7018987683 0.0 0.0 0.0 142695.66679686154 177866.65337871507 69421.48760330575  4578.938003230714  4578.938003230714 254.9383280447834  8.722836548700784E8  1.1531781611320934E8  130249.0  346687.0 0.987 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
649220.1974937428 0.0 0.0 0.0 55118.495594974454 159880.70997426333 67438.01652892558  5666.4224705008455  5666.4224705008455 253.65796040428543  9.684177078410249E8  2.5373624207751882E8  130756.0  347991.0 0.986 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
658061.4301234037 0.0 0.0 0.0 8841.232629660837 108753.51518884167 55537.19008264461  4431.237332438006  4431.237332438006 249.54345558021285  9.397968302683792E8  1.594803998464212E7  131264.0  349307.0 0.985 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
710355.3224644802 0.0 0.0 0.0 52293.89234107653 124071.08293329182 29752.066115702477  7224.258480923895  7224.258480923895 250.8936081093463  9.737584800174202E8  5.843950257717595E8  131771.0  350588.0 0.984 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
712112.7010290979 0.0 0.0 0.0 1757.3785646176875 115288.62035470692 5950.413223140496  4589.427920062101  4589.427920062101 250.13702105054332  9.450175321814276E8  4.484644099858243E7  132279.0  351936.0 0.983 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
711271.1101080542 0.0 0.0 0.0 -841.5909210436953 103172.0318244382 6148.760330578512  5126.237278646497  5126.237278646497 249.0272728959991  9.792089129189775E8  1.264359928278271E8  132786.0  353249.0 0.982 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
715809.6440458705 0.0 0.0 0.0 4538.533937816279 95174.19324254514 6148.760330578512  6387.612189130835  6387.612189130835 248.2377410105532  9.819111333895041E8  3.957915543552339E8  133294.0  354564.0 0.981 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
717190.9364702409 0.0 0.0 0.0 1381.2924243704597 85439.72764999961 5950.413223140496  5165.344793775497  5165.344793775497 247.212563161006  9.528074174975926E8  1.6127233480940244E8  133801.0  355857.0 0.98 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
720584.0910948301 0.0 0.0 0.0 3393.15462458909 79158.87147733365 3689.2561983471073  5984.75459890793  5984.75459890793 246.49474902685964  9.872562305676355E8  3.0355671365440667E8  134309.0  357162.0 0.979 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
833435.3581210503 0.0 0.0 0.0 112851.26702622027 127558.21057070373 59504.13223140493  4947.79570144555  4947.79570144555 251.18084620603625  9.580592711800323E8  1.090987269021772E8  134816.0  358498.0 0.978 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
933366.4224232216 0.0 0.0 0.0 99931.06430217135 159212.56254592512 63471.07438016526  4805.637946784965  4805.637946784965 253.609151329237  9.925874350489101E8  4.390947797224199E7  135324.0  359762.0 0.977 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1075766.7584468678 0.0 0.0 0.0 142400.33602364623 195837.74099052115 101157.02479338848  4618.132785661925  4618.132785661925 256.1514074188028  9.95299380650444E8  755759.013750679  135831.0  361084.0 0.976 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1138767.1697798807 0.0 0.0 0.0 63000.41133301293 181265.62301306977 73388.42975206609  4184.0995583983095  4184.0995583983095 255.17078800088606  9.012764012254413E8  1164923.7504452965  136339.0  362324.0 0.975 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1140974.1470624781 0.0 0.0 0.0 2206.977282597528 116931.66895808329 61487.603305785095  5053.328031799134  5053.328031799134 250.2785655546247  1.0004151064177042E9  8.950447625604333E7  136846.0  363575.0 0.974 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1208334.2778214458 0.0 0.0 0.0 67360.13075896776 120259.8158589808 59504.13223140493  4527.851626665515  4527.851626665515 250.56527703816167  9.707955499764841E8  5787431.433649734  137354.0  364911.0 0.973 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1215609.0254302658 0.0 0.0 0.0 7274.747608819975 110388.4292487786 6148.760330578512  10997.37388844366  10997.37388844366 249.69465451297313  1.0058147039190028E9  1.3661376181088219E9  137861.0  366208.0 0.972 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1235163.34949575 0.0 0.0 0.0 19554.32406548408 119322.31894603562 5950.413223140496  4670.021145086567  4670.021145086567 250.48451403739108  9.759778339112204E8  3.126876981082568E7  138369.0  367518.0 0.971 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1243625.51289774 0.0 0.0 0.0 8462.163401989857 113010.77549285904 6148.760330578512  8624.946524587931  8624.946524587931 249.93717243067226  1.0111498111860709E9  8.491090236857945E8  138876.0  368804.0 0.97 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1244487.1394591935 0.0 0.0 0.0 861.6265614535131 102379.12562476563 6148.760330578512  5344.51609896841  5344.51609896841 248.95138328296014  1.013740065222863E9  1.389839850534007E8  139384.0  370069.0 0.969 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1247646.0100643937 0.0 0.0 0.0 3158.870605200328 94966.61119795147 5950.413223140496  4620.971808873993  4620.971808873993 248.21718018997143  9.835787189736468E8  1.3088751212667763E7  139891.0  371347.0 0.968 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1255482.2891332395 0.0 0.0 0.0 7836.279068845809 93150.31242515235 3689.2561983471073  5963.32164329781  5963.32164329781 248.0372773796704  1.0189825802192993E9  2.672076286722882E8  140399.0  372627.0 0.967 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1272486.0012340334 0.0 0.0 0.0 17003.71210079391 101167.0459071479 3570.2479338842977  5416.73068491407  5416.73068491407 248.831327843418  9.885884029941978E8  1.7971114344339925E8  140906.0  373874.0 0.966 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1281330.774381031 0.0 0.0 0.0 8844.773146997642 101130.25725473679 3689.2561983471073  5192.305601061645  5192.305601061645 248.82768395946283  1.0242113031671987E9  9.568345098575069E7  141414.0  375176.0 0.965 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1282163.0966282554 0.0 0.0 0.0 832.3222472244431 92971.98576381506 3689.2561983471073  5301.337539799059  5301.337539799059 248.01961427930024  1.0268938466478244E9  1.165172999528422E8  141921.0  376481.0 0.964 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1345092.2001942978 0.0 0.0 0.0 62929.103566042366 109620.0931352924 41652.89256198347  4628.103632581648  4628.103632581648 249.62359781145773  9.29974085067968E8  6.823160196603085E7  142429.0  377807.0 0.963 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1369286.0473445558 0.0 0.0 0.0 24193.847150258043 108154.88429238173 19834.710743801657  5824.34524936702  5824.34524936702 249.4880934331251  1.0322535690887425E9  2.2396172182242408E8  142936.0  379093.0 0.962 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1383832.9542761731 0.0 0.0 0.0 14546.906931617299 109733.50925573517 7933.884297520661  5034.3976707431675  5034.3976707431675 249.63408667860307  1.001585934132758E9  8.425068161429515E7  143443.0  380417.0 0.961 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1386391.3386229023 0.0 0.0 0.0 2558.3843467290776 95192.07134246112 6148.760330578512  10951.061929424615  10951.061929424615 248.23951182076675  1.0376318456573956E9  1.3243317499846547E9  143951.0  381717.0 0.96 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1386395.934120214 0.0 0.0 0.0 4.595497311800511 83658.2724926351 5950.413223140496  5587.981123997338  5587.981123997338 247.0210911965429  1.0067868527640934E9  1.98448591346873E8  144458.0  383040.0 0.959 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1394770.9307015333 0.0 0.0 0.0 8374.996581319196 79295.72763486678 6148.760330578512  6588.781108508999  6588.781108508999 246.51084785729523  1.0430050343941562E9  3.780864741980298E8  144966.0  384336.0 0.958 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1669098.4325430081 0.0 0.0 0.0 274327.50184147485 123201.69061539041 224132.2314049587  6289.307455992539  6289.307455992539 250.81871214812116  1.0456752891351017E9  3.108246876338302E8  145473.0  385636.0 0.957 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1690546.5664004276 0.0 0.0 0.0 21448.133857419514 121817.87240922058 17851.239669421488  4980.712394167876  4980.712394167876 250.69949969066337  1.0144522236430656E9  5.980536262503035E7  145981.0  386898.0 0.956 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1727609.4221462724 0.0 0.0 0.0 37062.85574584486 107242.24419195874 45619.834710743795  6018.649252363005  6018.649252363005 249.40369131526484  1.0509279323090434E9  2.4719553011189476E8  146488.0  388195.0 0.955 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1730774.9335134374 0.0 0.0 0.0 3165.5113671650165 100586.18793430961 3570.2479338842977  6251.319690929855  6251.319690929855 248.77379436750294  1.0196292156043992E9  3.2867742623898315E8  146996.0  389510.0 0.954 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1782482.283133042 0.0 0.0 0.0 51707.349619604654 109343.89314732412 37685.950413223145  5263.693993367065  5263.693993367065 249.59805448509425  1.0562891421336532E9  7.900291183177917E7  147503.0  390810.0 0.953 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
