observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52300.79512700992 3689.2561983471073  2363.80579464297  2363.80579464297 242.80898640459745  4.786864872924282E8  3.1147469459382437E7  63826.0  169998.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127530.22986680215 55537.19008264461  2189.336217563429  2189.336217563429 251.17859133425756  4.323619885221865E8  3.984175553759157E7  63826.0  169998.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207396.06362857085 111074.38016528926  2376.706152942329  2376.706152942329 256.9010229994533  4.79709587202402E8  3.2906764250049915E7  64026.0  170496.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 217004.4767441508 128925.61983471068  2252.667649709605  2252.667649709605 257.50292045984247  4.652331867360888E8  2.0630103598807134E7  64227.0  170996.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123484.90484609632 182479.3388429752  3210.100485079309  3210.100485079309 250.84311034166922  4.8175547260432184E8  2.1061030278615898E8  64427.0  171492.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123753.1762854286 17851.239669421488  3123.4525912462327  3123.4525912462327 250.86622125132914  4.6722890440296507E8  2.0644834815746313E8  64627.0  172001.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119598.39870269553 6148.760330578512  2371.6347221545575  2371.6347221545575 250.5082976139469  4.839503841688766E8  2.757214323432784E7  64828.0  172561.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113662.32526718089 6148.760330578512  3415.0797349361214  3415.0797349361214 249.9969198197089  4.849896475071648E8  2.515867742240051E8  65028.0  173068.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98291.63031654313 5950.413223140496  7337.638227497253  7337.638227497253 248.54652043547378  4.703453649235822E8  1.1122622838159435E9  65228.0  173572.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98214.66356683939 3689.2561983471073  2413.4924113566394  2413.4924113566394 248.5388969460023  4.8709149513812846E8  3.3459046053221833E7  65429.0  174092.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111367.25265892058 3966.9421487603304  2576.3258591584577  2576.3258591584577 249.78517734753729  4.723965851622778E8  8.327444738760217E7  65629.0  174604.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155606.13581052163 61487.603305785095  2307.174032614125  2307.174032614125 253.34569696913738  4.892269527272159E8  8392466.189915678  65829.0  175134.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183461.09408797298 85289.25619834714  2698.367404201681  2698.367404201681 255.3196334974897  4.90220848060494E8  9.17725346330072E7  66030.0  175619.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216280.97042545673 107107.4380165289  2136.7409259875544  2136.7409259875544 257.45786464226285  4.4365809799561876E8  1.720170838882372E7  66230.0  176094.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
