observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52292.222715134456 3689.2561983471073  2372.378206518432  2372.378206518432 242.80752727066118  4.8057212190602636E8  3.1110762822558913E7  63826.0  170459.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127514.02969737012 55537.19008264461  2196.963975119992  2196.963975119992 251.17728581653398  4.340651423667304E8  3.978378330019364E7  63826.0  170459.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207371.00097812488 111074.38016528926  2385.5686339562635  2385.5686339562635 256.89939756003145  4.816429916561001E8  3.288485090625092E7  64026.0  170982.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216970.90919476707 128925.61983471068  2261.1725486473624  2261.1725486473624 257.50083006568485  4.671137630841195E8  2.0583893799438637E7  64227.0  171490.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123443.79270967476 182479.3388429752  3217.645072117142  3217.645072117142 250.83956863453434  4.836955500959439E8  2.1029746839135242E8  64427.0  171983.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123701.68402842263 17851.239669421488  3133.8327118306506  3133.8327118306506 250.8617853229172  4.690631672013418E8  2.0685290631515446E8  64627.0  172473.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119538.86039810743 6148.760330578512  2379.6807697366876  2379.6807697366876 250.5031685387756  4.8573755307315123E8  2.7520374202718265E7  64828.0  172979.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113592.51481967114 6148.760330578512  3425.351877857771  3425.351877857771 249.99090582526458  4.868161296191306E8  2.5197582406561533E8  65028.0  173504.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98205.46172140726 5950.413223140496  7353.996375123376  7353.996375123376 248.53798551123288  4.721443028877472E8  1.1139915287288194E9  65228.0  174024.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98120.20774818725 3689.2561983471073  2421.779634872903  2421.779634872903 248.52954117949557  4.8895576865336037E8  3.3382190085308645E7  65429.0  174549.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111265.22577944958 3966.9421487603304  2583.896919977345  2583.896919977345 249.7757417718903  4.7416816000997984E8  8.313582559505142E7  65629.0  175045.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155495.74420621645 61487.603305785095  2315.5387574483375  2315.5387574483375 253.33763271285093  4.9104207457134116E8  8381477.650233339  65829.0  175567.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
