observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52295.18791195484 3689.2561983471073  2369.4130096980507  2369.4130096980507 242.8080319850136  4.799462429310094E8  3.1097097706893697E7  63826.0  170224.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127519.68239742798 55537.19008264461  2194.2764718825056  2194.2764718825056 251.1777413488136  4.334998323247755E8  3.976944318118044E7  63826.0  170224.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207379.95133136972 111074.38016528926  2382.270980769242  2382.270980769242 256.8999780356294  4.8095097438927823E8  3.2865618722652994E7  64026.0  170715.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216982.76851385052 128925.61983471068  2258.2635828087014  2258.2635828087014 257.5015685959553  4.66489301288935E8  2.058093960006914E7  64227.0  171246.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123459.25476119915 182479.3388429752  3214.0423396761516  3214.0423396761516 250.8409006513783  4.829874158283313E8  2.102285526408632E8  64427.0  171710.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123723.33189814517 17851.239669421488  3127.6468936324754  3127.6468936324754 250.86365023243843  4.684219766354327E8  2.061599178317979E8  64627.0  172221.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119563.57185174321 6148.760330578512  2376.6171858234393  2376.6171858234393 250.50529736834451  4.8508418908268833E8  2.75129736278789E7  64828.0  172731.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113624.00529860331 6148.760330578512  3418.572852561382  3418.572852561382 249.99361865081008  4.860942606011607E8  2.5123556903869805E8  65028.0  173221.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98255.46384285012 5950.413223140496  7335.484732612696  7335.484732612696 248.54293817777832  4.7145140761354756E8  1.1106917677668161E9  65228.0  173743.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98173.78258464299 3689.2561983471073  2418.2069198600225  2418.2069198600225 248.53484772034895  4.8817901895547885E8  3.3388364029683188E7  65429.0  174236.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111322.03967528298 3966.9421487603304  2580.6578605996565  2580.6578605996565 249.78099599327504  4.7348003034341013E8  8.312534353029624E7  65629.0  174765.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155556.2668068753 61487.603305785095  2311.830052622893  2311.830052622893 253.3420539708434  4.902437514493815E8  8379894.2570838705  65829.0  175243.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183406.820425121 85289.25619834714  2702.772063407355  2702.772063407355 255.31595392712686  4.912779738395661E8  9.166542126023296E7  66030.0  175747.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216221.8234451916 107107.4380165289  2141.6142434006733  2141.6142434006733 257.45418130808264  4.4473926533408445E8  1.7171635308983475E7  66230.0  176290.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226650.57048430087 182479.33884297524  2437.9240079158826  2437.9240079158826 258.09936049414415  4.9346790006306547E8  3.2352133898244727E7  66430.0  176815.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215151.28546847453 126942.14876033053  2434.7583554960383  2434.7583554960383 257.3875143522527  4.785419695071182E8  4.659528539348174E7  66631.0  177317.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125174.62485478724 152727.27272727274  3594.475916414627  3594.475916414627 250.98867546991622  4.955111147692959E8  2.7975810703701085E8  66831.0  177814.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122483.77770064931 11900.826446280991  3940.426807856948  3940.426807856948 250.75686575643084  4.805734787388137E8  3.6931164942754346E8  67031.0  178339.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126361.53661327877 53553.71900826446  4425.017499106102  4425.017499106102 251.0844102355773  4.976748738990637E8  4.5672848080016524E8  67232.0  178868.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 126105.59585539975 23801.652892561982  2525.0175453170486  2525.0175453170486 251.06378482193568  4.986635673189883E8  4.594110744565009E7  67432.0  179350.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118785.29203489817 5950.413223140496  2857.493097361073  2857.493097361073 250.43825051989128  4.8358714799244505E8  1.3272702448295592E8  67632.0  179861.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76455.00433999997 10514.37447 2828.4282200000002 246.8 4673.0553199999995 110882.27607540875 9917.355371900827  2658.7159075885716  2658.7159075885716 249.7403260959409  5.0075327459803337E8  7.26879336934202E7  67833.0  180369.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68600.46313999998 8509.0863 2499.1722 245.81 3153.7173000000003 107179.2423811487 3570.2479338842977  3286.503060375758  3286.503060375758 249.39786482762867  4.856593949309517E8  2.23185156912435E8  68033.0  180901.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83541.94264999998 3566.2790600000003 2336.5276599999997 247.63 20844.28623 111693.4852181565 13884.297520661159  2445.745872331015  2445.745872331015 249.81534774976015  5.0290346211594373E8  2.4603619102625873E7  68234.0  181416.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109981.59774999997 34924.93976 2520.99037 250.25 63885.585230000004 111643.54104581234 61487.603305785095  2447.9260965592284  2447.9260965592284 249.8107288491457  5.039395822025751E8  2.4037737454674482E7  68434.0  181921.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105483.08778999998 140842.23776 2332.56072 249.85 138676.28852 178485.79912980882 69421.48760330575  2412.5428326978795  2412.5428326978795 254.98201292103357  4.5606088527261925E8  6.4284847450327486E7  68634.0  182402.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
106774.32675999998 19860.485109999998 2582.47794 249.97 23734.20202 138369.33731856264 61487.603305785095  2363.0605254613633  2363.0605254613633 252.04863429125916  5.0596099869135916E8  3712215.7795045474  68835.0  182907.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102133.00695999998 7021.4838 2796.6927 249.54 5176.8567 111462.93719353204 29752.066115702488  2331.190709328147  2331.190709328147 249.79402637506075  4.9065152151894814E8  1.2147898794158135E7  69035.0  183418.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105699.28602 9100.16036 2582.47794 249.87 15248.917360000001 117747.49724194699 6148.760330578512  2815.5969810065494  2815.5969810065494 250.34884710905814  5.0807491781076837E8  9.92029527740102E7  69235.0  183940.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82730.70342 19695.8571 3034.7091 247.55 -238.0164 109245.12242760099 5950.413223140496  2313.945191205513  2313.945191205513 249.58892004324434  4.9277866397487617E8  6301182.268173012  69436.0  184492.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74245.41876 12051.56372 2766.94065 246.55 6333.21971 106787.73722491543 6148.760330578512  2641.844582107051  2641.844582107051 249.36165793257334  5.1021477865526456E8  5.9587562751954645E7  69636.0  184982.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
95520.11798 10760.32475 2766.94065 248.93 34801.96462 127153.91150042923 11900.826446280991  2534.9638982052147  2534.9638982052147 251.14826508988872  5.112792133860256E8  3.547072579024742E7  69836.0  185502.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
94925.07697999998 3570.246 3034.7091 248.87 6009.914100000001 124912.8475518833 5950.413223140496  2300.5648254054377  2300.5648254054377 250.96612401377354  4.9582229655156463E8  371625.28349616454  70037.0  186022.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82750.53811999998 11928.58858 2152.0649500000004 247.56 1906.1146700000002 110423.5609093344 13884.297520661159  2511.1037918877128  2511.1037918877128 249.69790353364786  5.1332980715200233E8  2.827390028246235E7  70237.0  186501.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
167841.40111999997 65097.485400000005 2439.6681 254.71 152628.0165 180409.74188264256 79338.84297520661  3302.9925514853035  3302.9925514853035 255.1127621615351  4.977918125276102E8  2.1460925081720722E8  70437.0  187013.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
107399.11980999997 103545.06788 2520.99037 250.04 45623.77694 160070.57629963278 63471.07438016526  2491.868142844776  2491.868142844776 253.67183039664204  5.1543692751769716E8  2.2017967402203303E7  70638.0  187527.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113301.92652999997 12297.514000000001 2705.45308 250.55 20905.773800000003 116977.90210957758 61487.603305785095  2510.8446842703042  2510.8446842703042 250.2825484243261  5.1640908977745664E8  2.5138732413706742E7  70838.0  188002.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108081.43348999997 27990.72864 2388.09788 250.1 25158.33348 111921.91298756396 27768.59504132232  2445.727560691322  2445.727560691322 249.83647304055896  4.673467285604839E8  6.015640313916628E7  71038.0  188496.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
110848.37413999997 63209.22196 2889.91579 250.34 68866.07840000001 116308.35401326719 61487.603305785095  2992.034068511907  2992.034068511907 250.2248685400816  5.184513926464922E8  1.26881050205809E8  71239.0  189000.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
107397.13633999997 8271.0699 3153.7173000000003 250.04 7973.549400000001 111827.6826635424 9917.355371900827  2536.8653778239604  2536.8653778239604 249.82775850028136  5.027837249337471E8  4.4376332061383106E7  71439.0  189531.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102047.71774999998 10944.78746 3566.2790600000003 249.55 9161.647930000001 110126.07124815225 6148.760330578512  4714.499014811628  4714.499014811628 249.67039131121356  5.2054490541456884E8  4.9629484185711163E8  71639.0  190018.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83839.46314999998 11722.307700000001 3391.7336999999998 247.69 -3094.2132 97456.01631348263 5950.413223140496  3625.4285115291245  3625.4285115291245 248.4637535968188  5.0479424581717783E8  2.771509406879616E8  71840.0  190545.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68897.98363999999 12666.43942 3750.74177 245.88 1475.70168 89993.71814279973 6148.760330578512  2789.239520104377  2789.239520104377 247.70202903512464  5.226453115261914E8  7.894768908572413E7  72040.0  191043.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
100810.03247 8362.309519999999 3320.3287800000003 249.43 43594.687130000006 120883.70821915958 5950.413223140496  6754.283830499635  6754.283830499635 250.61902379558578  5.2367416726136386E8  9.331135511438535E8  72240.0  191546.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
89087.72477 7616.5248 2856.1967999999997 248.26 -1249.5861 111275.38579867549 5950.413223140496  2408.3230973436002  2408.3230973436002 249.77668138339735  5.0776511474764967E8  1.1670490595923647E7  72441.0  192044.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
73223.93171 10637.34961 2889.91579 246.43 -2336.5276599999997 102627.66315212144 3689.2561983471073  2621.9387882069286  2621.9387882069286 248.9760007084114  5.257050078025881E8  3.980398188794632E7  72641.0  192537.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
69415.66931 5057.8485 2499.1722 245.95 3748.7583000000004 100311.00576089314 3570.2479338842977  2495.167757344012  2495.167757344012 248.7465378130837  5.097149559979965E8  2.8451611394781455E7  72842.0  193024.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
100712.84244 3566.2790600000003 2643.96551 249.42 37507.4177 111348.58395257693 23801.65289256199  2668.1866157542127  2668.1866157542127 249.78345084181788  5.276761676983936E8  4.780771627646551E7  73042.0  193496.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
137851.33471999998 78150.70147 2705.45308 252.52 117994.64683 158597.03872596222 65454.54545454542  5291.646602069536  5291.646602069536 253.56418648009074  5.2874629829351187E8  6.125746727355381E8  73242.0  194020.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
149625.21263999998 91580.77683999999 2610.24652 253.4 105964.90127999999 186574.2750292768 75371.90082644628  2615.7641502392244  2615.7641502392244 255.53069661215437  4.785153126010846E8  8.5661909431472E7  73443.0  194528.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
117159.77567999996 169398.25535 2889.91579 250.88 139822.73418 210770.12518085027 113057.85123966941  2569.032788757355  2569.032788757355 257.11468085570124  5.308192302213045E8  2.327880722591767E7  73643.0  195032.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
120730.02167999995 99371.84700000001 2737.1886 251.17 105679.2816 205531.1991647684 107107.43801652893  3810.7695995531612  3810.7695995531612 256.78007712333925  5.1476320535436654E8  3.0715699960180235E8  73843.0  195571.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
118024.56859999994 18261.80829 3197.35364 250.95 18753.70885 126242.4742030531 95206.61157024793  2835.8222414673714  2835.8222414673714 251.0748153923002  5.33043749774735E8  7.859637619864482E7  74044.0  196117.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
112431.18319999994 8449.5822 3272.7255 250.47 6128.9223 123817.12481596036 5950.413223140496  2603.858463952267  2603.858463952267 250.8717302563715  5.1688089371206915E8  4.472846798186194E7  74244.0  196634.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
