observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52298.656418507104 3689.2561983471073  2365.9445031457876  2365.9445031457876 242.80862236910758  4.7916226383850074E8  3.113297709359415E7  63826.0  169903.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127526.19129455749 55537.19008264461  2191.236081305278  2191.236081305278 251.1782658791649  4.32791722176705E8  3.982179118434426E7  63826.0  169903.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207389.81387168978 111074.38016528926  2378.9173375786895  2378.9173375786895 256.90061767116475  4.80201964762996E8  3.289130277742251E7  64026.0  170410.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216995.99233472702 128925.61983471068  2254.902302252283  2254.902302252283 257.50239209955953  4.6572906255988824E8  2.0616205503631447E7  64227.0  170924.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123474.80042887697 182479.3388429752  3211.7204928748843  3211.7204928748843 250.8422398715435  4.822258164322981E8  2.1048936794358465E8  64427.0  171396.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123742.4406250415 17851.239669421488  3124.0838344139815  3124.0838344139815 250.8652964011924  4.6778911602606016E8  2.0602428528339306E8  64627.0  171960.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119585.201689704 6148.760330578512  2374.096074758989  2374.096074758989 250.50716072447483  4.8450547169353944E8  2.7547928905819397E7  64828.0  172507.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113649.2241399586 6148.760330578512  3414.9838491668743  3414.9838491668743 249.99579119055468  4.855716688600017E8  2.5098407189084148E8  65028.0  173025.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98288.86579164305 5950.413223140496  7327.3016251750505  7327.3016251750505 248.54624661169206  4.709096346608041E8  1.1094685792946968E9  65228.0  173529.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98209.29358840355 3689.2561983471073  2416.097864892397  2416.097864892397 248.5383650543189  4.8768851030737144E8  3.3423984276380163E7  65429.0  174056.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111359.86778433317 3966.9421487603304  2578.3407553100424  2578.3407553100424 249.78449438493786  4.729018138906178E8  8.320379855570768E7  65629.0  174530.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155596.36955055824 61487.603305785095  2309.555417990114  2309.555417990114 253.34498353061278  4.8974675062192655E8  8386293.877961681  65829.0  175057.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183449.74808213656 85289.25619834714  2699.947150074703  2699.947150074703 255.31886427675502  4.9077335489958256E8  9.15607529460989E7  66030.0  175557.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216267.22999614477 107107.4380165289  2139.1353494631053  2139.1353494631053 257.45700896725276  4.44188879139405E8  1.7187364931023072E7  66230.0  176049.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226698.6538852932 182479.33884297524  2435.2471578767168  2435.2471578767168 258.10224250091665  4.928706703515782E8  3.237201116809532E7  66430.0  176578.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215201.51277528724 126942.14876033053  2432.614449675672  2432.614449675672 257.39064222040645  4.78018202653428E8  4.6656647091127396E7  66631.0  177106.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125229.0050210547 152727.27272727274  3590.323056959867  3590.323056959867 250.9931432847977  4.949068384811113E8  2.794666799757665E8  66831.0  177573.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122542.76113187017 11900.826446280991  3935.8235429035444  3935.8235429035444 250.76194703065732  4.799558924912039E8  3.689363872819094E8  67031.0  178083.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126426.03914747699 53553.71900826446  4419.498396128729  4419.498396128729 251.08960828007713  4.9699949040311414E8  4.562134847331969E8  67232.0  178592.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 126172.99461346181 23801.652892561982  2522.121321453218  2522.121321453218 251.06921626347503  4.979946816434219E8  4.59853253606724E7  67432.0  179077.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118856.53980619718 5950.413223140496  2853.6440841241283  2853.6440841241283 250.44438833616445  4.8294952477102613E8  1.3253447897704525E8  67632.0  179592.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76455.00433999997 10514.37447 2828.4282200000002 246.8 4673.0553199999995 110956.25375105136 9917.355371900827  2655.986003244959  2655.986003244959 249.74716764552403  5.0007921818437743E8  7.277319472625232E7  67833.0  180094.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
